"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","IWH","season"
"E1","08/05/05","Wigan","Reading",3,1,"H",2,0,"H",14,9,12,6,9,9,4,1,1,1,0,0,1.66,3.8,5,1.7,3.55,4.15,1.55,"04/05"
"E1","08/05/05","Sunderland","Stoke",1,0,"H",0,0,"D",16,5,9,1,12,13,12,0,0,0,0,0,1.5,3.5,6,1.45,3.75,6.5,1.45,"04/05"
"E1","08/05/05","Plymouth","Leicester",0,0,"D",0,0,"D",16,6,7,2,15,25,7,1,0,4,0,0,2.25,3.25,2.75,2.25,3,3,2.1,"04/05"
"E1","08/05/05","Millwall","Burnley",0,0,"D",0,0,"D",6,1,2,1,8,13,4,2,2,1,0,0,1.72,3.5,4,1.85,3.25,3.75,1.75,"04/05"
"E1","08/05/05","Cardiff","QPR",1,0,"H",1,0,"H",9,6,4,3,12,13,9,4,0,0,0,0,2.2,3.25,2.8,2.25,3.2,2.8,2.1,"04/05"
"E1","08/05/05","Brighton","Ipswich",1,1,"D",1,1,"D",7,12,3,6,16,13,2,12,1,2,0,0,3.75,3.5,1.9,3.05,3.5,2,3.5,"04/05"
"E1","01/05/05","Leicester","Leeds",2,0,"H",2,0,"H",8,5,4,2,12,11,4,4,1,2,0,0,1.83,3.5,3.5,2.15,3.2,3,2,"04/05"
"E1","30/04/05","Sheffield United","Millwall",0,1,"A",0,1,"A",9,7,3,2,6,14,6,2,2,5,0,0,1.61,3.6,4.5,1.7,3.35,4.4,1.7,"04/05"
"E1","30/04/05","Preston","Wigan",1,1,"D",1,1,"D",7,6,3,3,12,15,3,4,1,1,0,0,2.5,3.2,2.5,2.3,3.1,2.8,2.3,"04/05"
"E1","30/04/05","Ipswich","Crewe",5,1,"H",2,0,"H",16,6,11,5,10,8,9,4,0,1,0,0,1.36,4.33,6.5,1.32,4.5,7.5,1.4,"04/05"
"E1","30/04/05","Gillingham","Cardiff",1,1,"D",0,0,"D",11,8,6,5,11,10,7,3,1,0,0,0,2.1,3.4,2.87,2.1,3.1,3.2,1.85,"04/05"
"E1","30/04/05","Coventry","Derby",6,2,"H",4,0,"H",10,10,8,5,14,16,7,6,1,3,0,0,2.5,3.4,2.37,2.75,3,2.4,2.45,"04/05"
"E1","30/04/05","Burnley","Plymouth",2,0,"H",0,0,"D",9,11,4,3,17,13,10,9,3,1,0,0,2.1,3.25,3,2,3.2,3.35,1.9,"04/05"
"E1","29/04/05","West Ham","Sunderland",1,2,"A",1,0,"H",10,7,5,5,12,13,4,3,3,1,0,0,2,3.4,3.5,2.05,3.3,3.15,2,"04/05"
"E1","26/04/05","Leicester","Derby",1,0,"H",0,0,"D",11,3,3,1,11,16,9,5,2,2,0,0,2.5,3.4,2.5,3.1,3.1,2.15,2.7,"04/05"
"E1","24/04/05","Millwall","Preston",2,1,"H",1,0,"H",8,6,3,2,12,18,3,7,2,2,0,0,2.6,3.4,2.5,2.55,3.2,2.45,2.4,"04/05"
"E1","23/04/05","Wigan","QPR",0,0,"D",0,0,"D",17,5,6,4,7,13,7,2,0,0,0,0,1.36,4,7.5,1.45,3.8,6.25,1.4,"04/05"
"E1","23/04/05","Watford","Sheffield United",0,0,"D",0,0,"D",7,8,2,5,13,13,7,7,0,0,0,0,2.6,3.2,2.4,2.55,3.1,2.5,2.9,"04/05"
"E1","23/04/05","Sunderland","Leicester",2,1,"H",1,1,"D",16,13,11,8,14,11,13,7,3,3,0,0,1.5,3.5,6,1.5,3.6,6,1.45,"04/05"
"E1","23/04/05","Plymouth","Coventry",1,1,"D",0,1,"A",15,10,8,5,14,16,11,6,0,3,0,0,2.1,3.25,3,2.05,3.15,3.25,1.9,"04/05"
"E1","23/04/05","Nott'm Forest","Burnley",1,0,"H",0,0,"D",6,9,3,5,7,6,8,6,0,0,0,0,2,3.5,3,2,3.35,3.2,1.65,"04/05"
"E1","23/04/05","Leeds","Ipswich",1,1,"D",1,1,"D",5,10,2,5,10,12,1,2,0,1,0,0,3,3.25,2.1,2.9,3.2,2.2,3.1,"04/05"
"E1","23/04/05","Derby","Gillingham",2,0,"H",1,0,"H",25,17,14,11,5,11,6,5,0,1,0,0,1.61,3.4,5,1.65,3.4,4.75,1.65,"04/05"
"E1","23/04/05","Crewe","Stoke",0,2,"A",0,0,"D",6,10,1,6,8,12,9,6,0,1,0,0,2.2,3.25,2.8,2.1,3.25,3.05,1.65,"04/05"
"E1","23/04/05","Cardiff","Reading",2,0,"H",2,0,"H",13,7,5,2,14,13,6,1,0,3,0,0,2.6,3.2,2.4,2.65,3.15,2.4,2.7,"04/05"
"E1","23/04/05","Brighton","West Ham",2,2,"D",0,1,"A",11,8,5,3,8,14,11,4,1,1,0,0,3,3.25,2.1,3.05,3.25,2.1,3.2,"04/05"
"E1","19/04/05","Stoke","West Ham",0,1,"A",0,0,"D",6,7,2,3,9,5,6,5,0,2,0,0,2.75,3.4,2.2,2.75,3.2,2.3,3,"04/05"
"E1","19/04/05","Leicester","Cardiff",1,1,"D",1,0,"H",9,5,6,3,19,12,4,4,4,1,1,0,1.83,3.25,3.75,1.8,3.3,3.9,1.85,"04/05"
"E1","19/04/05","Burnley","QPR",2,0,"H",1,0,"H",10,6,3,1,12,10,8,3,1,1,0,0,2.1,3.25,3,2.15,3.2,3,2.1,"04/05"
"E1","17/04/05","Ipswich","Sunderland",2,2,"D",0,0,"D",20,16,11,9,13,19,2,7,5,2,0,0,2.3,3.1,3.1,2.3,3.25,2.7,2.2,"04/05"
"E1","16/04/05","West Ham","Millwall",1,1,"D",1,1,"D",6,3,2,2,17,16,7,0,0,1,0,0,1.72,3.4,4.33,1.65,3.5,4.5,1.6,"04/05"
"E1","16/04/05","Stoke","Plymouth",2,0,"H",2,0,"H",8,11,6,6,12,8,5,5,2,1,0,0,2.1,3.2,3.2,1.9,3.2,3.65,2,"04/05"
"E1","16/04/05","Reading","Nott'm Forest",1,0,"H",0,0,"D",15,9,6,2,17,15,6,0,1,2,0,1,1.57,3.5,5.5,1.5,3.8,5.5,1.55,"04/05"
"E1","16/04/05","QPR","Leeds",1,1,"D",0,1,"A",9,3,4,2,15,15,13,1,2,1,1,1,2.2,3.3,2.87,2.25,3.1,2.9,2.2,"04/05"
"E1","16/04/05","Preston","Cardiff",3,0,"H",0,0,"D",14,4,9,2,11,5,5,5,2,0,0,0,1.61,3.5,5,1.55,3.6,5.25,1.55,"04/05"
"E1","16/04/05","Leicester","Wigan",0,2,"A",0,1,"A",10,12,7,8,15,14,5,7,3,2,0,0,2.75,3.25,2.3,2.8,3.2,2.25,3,"04/05"
"E1","16/04/05","Gillingham","Crewe",1,1,"D",0,0,"D",17,9,8,3,12,6,8,2,0,0,0,0,1.83,3.4,3.75,1.9,3.2,3.65,1.7,"04/05"
"E1","16/04/05","Coventry","Wolves",2,2,"D",1,1,"D",14,14,6,7,12,5,6,6,1,0,0,0,2.25,3.25,2.8,2.3,3,2.9,2.2,"04/05"
"E1","16/04/05","Burnley","Brighton",1,1,"D",1,0,"H",9,9,4,3,10,9,8,5,1,1,0,0,1.9,3.25,3.6,2,3.2,3.2,1.9,"04/05"
"E1","15/04/05","Sheffield United","Derby",0,1,"A",0,0,"D",10,7,5,2,7,9,7,2,0,1,0,0,2.2,3.25,3.2,2,3.2,3.35,2.1,"04/05"
"E1","12/04/05","Nott'm Forest","Sheffield United",1,1,"D",0,0,"D",5,18,4,11,19,16,5,11,1,2,0,0,2.8,3.25,2.2,2.65,3.45,2.25,2.9,"04/05"
"E1","11/04/05","Wolves","Ipswich",2,0,"H",2,0,"H",16,10,9,4,14,12,7,8,0,1,0,0,2.75,3.2,2.5,2.6,3.05,2.5,2.45,"04/05"
"E1","09/04/05","West Ham","Coventry",3,0,"H",0,0,"D",7,3,4,2,8,16,10,6,1,4,0,0,1.66,3.4,4.5,1.45,3.9,6,1.7,"04/05"
"E1","09/04/05","Watford","Leeds",1,2,"A",1,1,"D",13,14,11,11,9,10,4,5,1,2,1,0,2.37,3.2,2.62,2.4,3.05,2.7,2.2,"04/05"
"E1","09/04/05","Sunderland","Reading",1,2,"A",0,0,"D",18,11,10,5,13,9,8,5,3,1,0,0,1.66,3.4,5.5,1.7,3.3,4.5,1.65,"04/05"
"E1","09/04/05","Sheffield United","QPR",3,2,"H",1,1,"D",13,9,11,6,13,18,5,4,0,4,0,1,1.72,3.5,4,1.85,3.25,3.75,1.7,"04/05"
"E1","09/04/05","Rotherham","Preston",1,2,"A",1,0,"H",3,13,2,8,18,13,1,3,3,1,0,0,3.75,3.25,1.83,3.4,3.45,1.9,3.6,"04/05"
"E1","09/04/05","Nott'm Forest","Plymouth",0,3,"A",0,2,"A",7,12,4,8,13,12,6,9,1,1,0,0,1.9,3.25,3.5,1.8,3.25,4,2,"04/05"
"E1","09/04/05","Millwall","Crewe",4,3,"H",1,0,"H",10,11,5,5,13,12,2,1,0,2,0,0,1.72,3.25,4.33,1.65,3.5,4.5,1.8,"04/05"
"E1","09/04/05","Gillingham","Burnley",1,0,"H",0,0,"D",16,2,6,0,10,11,5,2,1,1,0,0,1.9,3.25,3.5,2,3.2,3.35,1.9,"04/05"
"E1","09/04/05","Derby","Stoke",3,1,"H",2,1,"H",15,9,10,5,6,12,6,6,0,2,0,0,1.66,3.4,4.5,1.8,3.4,3.8,1.65,"04/05"
"E1","09/04/05","Cardiff","Wigan",0,2,"A",0,0,"D",9,8,4,6,9,16,10,3,1,1,0,0,2.8,3.25,2.2,3.6,3.4,1.85,3.1,"04/05"
"E1","09/04/05","Brighton","Leicester",1,1,"D",0,1,"A",7,9,5,4,16,21,8,3,0,5,0,1,2.5,3.2,2.5,2.55,3.1,2.5,2.4,"04/05"
"E1","06/04/05","Coventry","Nott'm Forest",2,0,"H",2,0,"H",13,6,7,3,17,15,5,6,2,3,0,0,2.2,3.25,2.8,2.05,3.2,3.2,2.2,"04/05"
"E1","05/04/05","Wigan","Sunderland",0,1,"A",0,1,"A",9,9,4,2,8,16,0,4,0,0,0,0,2.25,3.2,2.8,2.2,3.2,2.9,2.3,"04/05"
"E1","05/04/05","Stoke","Cardiff",1,3,"A",1,1,"D",6,10,2,2,9,5,5,3,4,1,0,0,1.83,3.25,3.75,1.85,3.25,3.75,1.75,"04/05"
"E1","05/04/05","Reading","Millwall",2,1,"H",0,1,"A",10,4,5,3,11,14,12,2,0,0,0,0,1.83,3.25,3.75,1.9,3.2,3.65,1.75,"04/05"
"E1","05/04/05","QPR","Gillingham",1,1,"D",0,1,"A",11,4,6,1,8,15,6,6,0,2,0,0,1.9,3.25,3.5,1.7,3.3,4.5,1.8,"04/05"
"E1","05/04/05","Preston","Brighton",3,0,"H",2,0,"H",18,1,10,1,9,6,7,0,0,2,0,1,1.44,3.75,6.5,1.45,3.75,6.5,1.5,"04/05"
"E1","05/04/05","Plymouth","Watford",1,0,"H",1,0,"H",9,4,3,1,20,19,8,8,2,2,0,0,1.9,3.25,3.5,2,3.2,3.35,1.85,"04/05"
"E1","05/04/05","Leicester","Wolves",1,1,"D",0,0,"D",13,8,7,2,23,10,7,3,1,1,0,0,2.2,3.25,2.8,2.3,3.1,2.8,2.3,"04/05"
"E1","05/04/05","Leeds","Sheffield United",0,4,"A",0,2,"A",13,12,5,8,10,12,5,2,4,1,0,0,2.3,3.2,2.7,2.25,3.2,2.8,2.3,"04/05"
"E1","05/04/05","Ipswich","Rotherham",4,3,"H",2,1,"H",18,14,10,11,12,5,7,6,0,0,0,0,1.33,4.33,7.5,1.25,5,9,1.3,"04/05"
"E1","05/04/05","Crewe","Derby",1,2,"A",0,1,"A",10,22,4,9,7,15,5,8,1,1,0,0,2.8,3.25,2.2,3.3,3.25,2,3.1,"04/05"
"E1","05/04/05","Burnley","West Ham",0,1,"A",0,0,"D",2,9,0,4,12,11,4,10,1,2,0,0,2.6,3.2,2.4,2.4,3.2,2.6,2.45,"04/05"
"E1","02/04/05","Wigan","West Ham",1,2,"A",0,0,"D",17,13,7,10,11,11,6,7,2,3,0,0,1.72,3.25,4.33,1.7,3.3,4.5,1.7,"04/05"
"E1","02/04/05","Stoke","Rotherham",1,2,"A",0,1,"A",1,6,1,6,7,6,4,4,6,3,1,0,1.44,3.75,6.5,1.5,3.5,6.15,1.5,"04/05"
"E1","02/04/05","Reading","Sheffield United",0,0,"D",0,0,"D",12,7,5,3,12,11,8,6,0,0,0,0,2,3.25,3.25,2.1,3.2,3.1,2,"04/05"
"E1","02/04/05","QPR","Sunderland",1,3,"A",1,0,"H",9,7,7,4,9,17,14,5,2,2,0,0,2.62,3.2,2.37,2.7,3.25,2.3,2.6,"04/05"
"E1","02/04/05","Preston","Gillingham",1,1,"D",1,0,"H",16,7,6,3,9,10,7,2,1,3,0,0,1.57,3.4,5.5,1.55,3.4,5.75,1.55,"04/05"
"E1","02/04/05","Plymouth","Cardiff",1,1,"D",0,1,"A",17,8,7,3,14,23,6,10,3,2,0,0,2,3.25,3.25,2,3.15,3.4,1.8,"04/05"
"E1","02/04/05","Leicester","Millwall",3,1,"H",1,0,"H",12,11,8,7,15,14,5,12,1,2,0,0,2.1,3.25,3,2.2,3.25,2.9,2.2,"04/05"
"E1","02/04/05","Leeds","Wolves",1,1,"D",0,1,"A",9,14,3,9,13,9,4,4,0,2,0,0,2.1,3.25,3,2.1,3.2,3.1,2.2,"04/05"
"E1","02/04/05","Ipswich","Derby",3,2,"H",1,1,"D",15,12,6,6,15,13,13,2,1,1,0,0,1.8,3.25,4,1.75,3.3,4.2,1.85,"04/05"
"E1","02/04/05","Crewe","Nott'm Forest",1,1,"D",0,1,"A",11,11,5,4,14,21,3,12,1,1,0,0,2.2,3.4,2.75,2.3,3.2,2.75,2.3,"04/05"
"E1","02/04/05","Coventry","Brighton",2,1,"H",0,0,"D",11,7,8,2,12,19,8,3,1,3,0,0,1.9,3.25,3.5,2,3.2,3.35,2,"04/05"
"E1","02/04/05","Burnley","Watford",3,1,"H",2,0,"H",6,9,5,2,5,8,3,4,0,0,0,0,1.9,3.25,3.5,1.9,3.25,3.6,2,"04/05"
"E1","21/03/05","Brighton","Reading",0,1,"A",0,1,"A",13,9,6,4,12,17,5,5,1,1,0,0,2.87,3.2,2.4,2.5,3.2,2.5,2.45,"04/05"
"E1","20/03/05","Millwall","Plymouth",3,0,"H",1,0,"H",8,3,4,1,10,6,4,6,0,1,0,0,2,3.25,3.25,1.85,3.25,3.75,1.9,"04/05"
"E1","19/03/05","Wolves","Stoke",1,1,"D",0,1,"A",16,7,9,5,12,13,5,6,0,1,0,0,1.9,3.25,3.5,1.85,3.25,3.75,2,"04/05"
"E1","19/03/05","Watford","Preston",0,2,"A",0,0,"D",4,9,1,5,11,14,7,10,1,2,0,0,2.5,3.2,2.5,2.6,3.2,2.4,2.5,"04/05"
"E1","19/03/05","Sunderland","Coventry",1,0,"H",0,0,"D",14,10,7,1,18,13,5,15,1,1,0,0,1.5,3.5,6,1.45,3.75,6.5,1.45,"04/05"
"E1","19/03/05","Sheffield United","Burnley",2,1,"H",1,0,"H",8,8,3,4,3,6,9,2,1,1,0,0,1.8,3.25,4,1.75,3.3,4.2,1.8,"04/05"
"E1","19/03/05","Rotherham","QPR",0,1,"A",0,0,"D",8,10,2,6,20,14,3,13,3,3,0,0,2.75,3.25,2.25,2.9,3.2,2.2,3,"04/05"
"E1","19/03/05","Nott'm Forest","Wigan",1,1,"D",0,0,"D",11,16,7,12,8,8,5,9,1,0,0,0,3.25,3.25,2,3.6,3.4,1.85,3.1,"04/05"
"E1","19/03/05","Gillingham","Ipswich",0,0,"D",0,0,"D",10,10,3,5,12,13,2,4,3,1,0,0,2.8,3.25,2.2,3,3.2,2.15,2.9,"04/05"
"E1","19/03/05","Cardiff","Crewe",1,1,"D",1,0,"H",22,5,11,3,8,8,17,1,0,0,0,0,1.8,3.25,4,1.7,3.25,4.65,1.75,"04/05"
"E1","18/03/05","West Ham","Leicester",2,2,"D",1,2,"A",7,2,5,2,5,15,8,4,1,1,0,1,1.83,3.3,4.33,1.8,3.25,4,1.75,"04/05"
"E1","16/03/05","Nott'm Forest","Leeds",0,0,"D",0,0,"D",8,5,3,1,9,13,1,8,2,3,0,0,2.37,3.2,2.62,2.55,3.05,2.55,2.4,"04/05"
"E1","16/03/05","Derby","QPR",0,0,"D",0,0,"D",17,10,9,3,13,18,10,0,0,1,0,0,1.72,3.5,4,1.85,3.1,4,1.7,"04/05"
"E1","15/03/05","Wolves","Burnley",2,0,"H",1,0,"H",14,5,6,2,10,12,3,1,1,1,0,1,1.83,3.25,3.75,1.85,3.1,4,1.8,"04/05"
"E1","15/03/05","West Ham","Crewe",1,1,"D",0,0,"D",20,5,13,2,15,15,13,3,0,1,0,0,1.5,3.5,6,1.45,3.75,6.5,1.45,"04/05"
"E1","15/03/05","Watford","Leicester",2,2,"D",2,0,"H",9,15,3,7,17,20,4,4,3,3,0,0,2.37,3.2,2.62,2.25,3,3,2.2,"04/05"
"E1","15/03/05","Sunderland","Plymouth",5,1,"H",3,0,"H",5,3,4,2,19,16,2,5,4,1,0,0,1.5,3.5,6,1.4,3.9,7,1.45,"04/05"
"E1","15/03/05","Sheffield United","Preston",1,1,"D",1,0,"H",11,9,9,6,8,12,8,3,1,1,0,0,2.2,3.25,2.8,2.1,3.2,3.1,2.1,"04/05"
"E1","15/03/05","Rotherham","Reading",1,0,"H",0,0,"D",8,11,7,8,13,11,5,11,1,0,0,0,3,3.25,2.1,3,3.2,2.15,3.3,"04/05"
"E1","15/03/05","Millwall","Coventry",1,1,"D",0,0,"D",7,4,3,3,17,10,5,4,1,1,0,0,1.83,3.25,3.75,1.75,3.4,4.1,1.9,"04/05"
"E1","15/03/05","Gillingham","Stoke",2,1,"H",1,0,"H",12,7,5,3,15,13,3,6,2,3,0,0,2.5,3.2,2.5,2.5,3.2,2.5,2.4,"04/05"
"E1","15/03/05","Cardiff","Ipswich",0,1,"A",0,0,"D",11,9,5,6,15,9,5,4,2,1,0,0,2.75,3.25,2.25,2.9,3.1,2.25,2.8,"04/05"
"E1","15/03/05","Brighton","Wigan",2,4,"A",1,4,"A",12,15,3,11,15,19,6,5,2,2,0,0,3.75,3.25,1.83,3.65,3.2,1.9,3.5,"04/05"
"E1","12/03/05","Wigan","Millwall",2,0,"H",0,0,"D",10,5,6,2,10,13,3,1,0,2,0,0,1.57,3.5,5.5,1.65,3.3,5,1.6,"04/05"
"E1","12/03/05","Stoke","Sheffield United",2,0,"H",0,0,"D",9,8,7,5,16,13,6,4,2,0,0,0,2.3,3.3,2.7,2.3,3.2,2.75,2.1,"04/05"
"E1","12/03/05","Reading","West Ham",3,1,"H",2,0,"H",11,9,8,5,16,16,13,2,1,1,0,0,2.3,3.25,2.75,2.25,3.2,2.85,2.2,"04/05"
"E1","12/03/05","QPR","Watford",3,1,"H",2,0,"H",11,9,8,5,16,16,13,2,1,1,0,0,1.9,3.4,3.5,2,3.1,3.45,1.85,"04/05"
"E1","12/03/05","Preston","Wolves",2,2,"D",1,1,"D",17,9,9,4,13,13,10,3,0,3,0,0,1.9,3.4,3.5,1.85,3.2,3.85,1.8,"04/05"
"E1","12/03/05","Plymouth","Brighton",5,1,"H",4,1,"H",15,5,7,3,12,11,3,2,1,1,0,1,1.9,3.25,3.6,2,3.15,3.4,1.9,"04/05"
"E1","12/03/05","Leeds","Gillingham",1,1,"D",0,1,"A",10,11,4,5,11,10,10,3,2,1,1,1,1.61,3.5,5,1.6,3.5,5,1.65,"04/05"
"E1","12/03/05","Ipswich","Nott'm Forest",6,0,"H",2,0,"H",22,9,16,5,11,9,8,1,0,2,0,0,1.61,3.5,5,1.6,3.5,5,1.7,"04/05"
"E1","12/03/05","Crewe","Sunderland",0,1,"A",0,0,"D",8,13,3,4,11,12,6,5,3,2,0,0,4,3.6,1.72,4,3.3,1.8,3.6,"04/05"
"E1","12/03/05","Coventry","Cardiff",1,1,"D",1,1,"D",9,8,4,3,14,17,2,6,1,3,0,0,2.1,3.2,3.2,1.9,3.2,3.7,1.9,"04/05"
"E1","12/03/05","Burnley","Rotherham",2,1,"H",2,1,"H",6,10,3,7,11,19,3,4,0,0,0,0,1.57,3.5,5.5,1.65,3.3,4.9,1.55,"04/05"
"E1","08/03/05","Watford","Nott'm Forest",0,2,"A",0,1,"A",11,11,4,7,13,8,10,8,1,0,0,0,2.1,3.25,3,1.9,3.35,3.5,1.9,"04/05"
"E1","08/03/05","Sheffield United","Crewe",4,0,"H",2,0,"H",15,4,8,1,2,2,4,1,0,0,0,0,1.57,3.4,5.5,1.6,3.5,5,1.55,"04/05"
"E1","08/03/05","Burnley","Leicester",0,0,"D",0,0,"D",7,10,0,6,12,11,6,3,2,2,0,0,2.25,3.25,2.75,2.05,3.2,3.2,2.1,"04/05"
"E1","06/03/05","Millwall","Leeds",1,1,"D",1,0,"H",10,7,5,3,14,19,3,7,1,2,0,0,2.37,3.2,2.7,2.2,3.2,2.9,2.4,"04/05"
"E1","05/03/05","Wigan","Ipswich",1,0,"H",1,0,"H",16,3,4,0,15,10,5,7,3,0,0,0,2.1,3.2,3.2,2.05,3.2,3.2,2,"04/05"
"E1","05/03/05","West Ham","Preston",1,2,"A",0,1,"A",6,7,3,3,12,18,5,4,3,2,1,0,1.9,3.25,3.6,2,3.2,3.35,1.9,"04/05"
"E1","05/03/05","Watford","Coventry",2,3,"A",1,1,"D",10,7,8,5,17,15,4,7,0,1,0,0,1.83,3.4,3.75,1.85,3.15,3.9,1.8,"04/05"
"E1","05/03/05","Stoke","Brighton",2,0,"H",2,0,"H",7,6,3,4,10,14,6,5,1,2,0,0,1.83,3.4,3.75,1.95,3.25,3.4,1.9,"04/05"
"E1","05/03/05","Rotherham","Gillingham",1,3,"A",0,1,"A",8,10,5,6,2,4,6,6,0,0,0,0,2.5,3.25,2.5,2.4,3.2,2.6,2.45,"04/05"
"E1","05/03/05","QPR","Reading",0,0,"D",0,0,"D",4,4,1,3,11,9,9,2,0,0,0,0,2.1,3.2,3.2,2.2,3.2,2.9,2.1,"04/05"
"E1","05/03/05","Leicester","Nott'm Forest",0,1,"A",0,1,"A",19,6,8,4,11,13,15,2,0,2,0,0,1.83,3.4,3.75,1.8,3.25,4,1.8,"04/05"
"E1","05/03/05","Derby","Plymouth",1,0,"H",1,0,"H",9,10,5,6,9,14,5,8,0,1,0,0,1.66,3.5,4.5,1.6,3.35,5.25,1.6,"04/05"
"E1","05/03/05","Crewe","Wolves",1,4,"A",1,3,"A",3,13,2,7,10,8,3,8,0,1,0,0,2.4,3.25,2.62,2.4,3.1,2.65,2.4,"04/05"
"E1","05/03/05","Cardiff","Sheffield United",1,0,"H",0,0,"D",9,3,3,2,15,16,8,2,1,0,0,0,2.3,3.25,2.75,2.55,3.1,2.5,2.4,"04/05"
"E1","04/03/05","Burnley","Sunderland",0,2,"A",0,1,"A",7,7,6,6,13,18,6,7,1,1,1,0,2.87,3.25,2.37,2.65,3.15,2.4,2.8,"04/05"
"E1","02/03/05","Derby","Wolves",3,3,"D",1,1,"D",19,11,11,7,13,12,6,6,0,2,0,0,1.83,3.25,3.75,1.95,3.15,3.6,1.9,"04/05"
"E1","26/02/05","Wolves","Watford",0,0,"D",0,0,"D",7,4,3,0,8,11,9,4,1,1,0,0,1.83,3.25,3.75,1.8,3.1,4.3,1.9,"04/05"
"E1","26/02/05","Sunderland","Cardiff",2,1,"H",2,0,"H",14,8,7,2,18,16,8,4,0,0,0,1,1.61,3.4,5,1.5,3.6,6,1.5,"04/05"
"E1","26/02/05","Sheffield United","Rotherham",1,0,"H",0,0,"D",10,5,7,3,18,14,4,3,3,2,0,0,1.5,3.5,6,1.5,3.6,6,1.5,"04/05"
"E1","26/02/05","Reading","Leicester",0,0,"D",0,0,"D",6,4,4,0,11,19,4,3,1,3,0,0,2,3.25,3.25,1.9,3.2,3.65,2,"04/05"
"E1","26/02/05","Preston","Burnley",1,0,"H",0,0,"D",12,4,5,3,9,16,9,5,1,2,0,0,1.83,3.25,3.75,1.8,3.25,4,1.8,"04/05"
"E1","26/02/05","Plymouth","Crewe",3,0,"H",1,0,"H",26,7,13,3,11,13,6,5,0,0,0,1,2.1,3.25,3,2.15,3.2,3,2.2,"04/05"
"E1","26/02/05","Nott'm Forest","Derby",2,2,"D",1,1,"D",5,7,3,4,12,13,7,7,1,2,0,0,2.62,3.2,2.37,2.9,3.2,2.2,2.6,"04/05"
"E1","26/02/05","Leeds","West Ham",2,1,"H",0,0,"D",11,6,6,4,18,14,9,4,2,0,0,0,2.25,3.25,2.75,2.3,3.1,2.8,2.1,"04/05"
"E1","26/02/05","Ipswich","QPR",0,2,"A",0,1,"A",9,8,4,3,15,15,6,4,2,1,0,0,1.5,3.5,6,1.45,3.75,6.5,1.6,"04/05"
"E1","26/02/05","Gillingham","Wigan",2,1,"H",0,0,"D",9,15,7,7,14,8,5,9,3,1,0,0,3.5,3.25,1.9,3.65,3.2,1.9,3.3,"04/05"
"E1","26/02/05","Coventry","Stoke",0,0,"D",0,0,"D",7,11,2,7,15,21,7,3,1,6,1,0,2.25,3.25,2.75,2.4,3.2,2.6,2.3,"04/05"
"E1","26/02/05","Brighton","Millwall",1,0,"H",0,0,"D",13,3,8,1,13,21,5,6,1,1,0,0,2.25,3.25,2.75,2.35,3.25,2.65,2.1,"04/05"
"E1","23/02/05","Nott'm Forest","Preston",2,0,"H",0,0,"D",11,12,5,9,19,8,3,16,1,0,0,0,2.7,3.2,2.3,2.65,3.25,2.35,2.6,"04/05"
"E1","23/02/05","Derby","Burnley",1,1,"D",0,1,"A",17,4,10,2,11,18,6,2,2,2,0,0,1.72,3.25,4.33,1.8,3.1,4.25,1.75,"04/05"
"E1","23/02/05","Coventry","Wigan",1,2,"A",1,1,"D",9,15,3,9,8,17,9,6,1,2,0,0,3.5,3.25,1.9,3.2,3.2,2.05,3.3,"04/05"
"E1","22/02/05","Sunderland","Rotherham",4,1,"H",2,0,"H",16,6,8,4,11,10,7,5,1,2,0,0,1.36,4,7.5,1.35,4,8.25,1.4,"04/05"
"E1","22/02/05","Stoke","Leicester",3,2,"H",2,1,"H",6,8,5,3,11,7,3,3,0,0,0,0,2.25,3.25,2.75,2.25,3.2,2.8,2.2,"04/05"
"E1","22/02/05","QPR","Wolves",1,1,"D",1,0,"H",7,5,5,4,13,8,5,9,2,2,0,0,2.2,3.25,2.8,2.2,3.2,2.9,2.3,"04/05"
"E1","22/02/05","Plymouth","Sheffield United",3,0,"H",1,0,"H",15,6,8,2,21,15,4,5,1,2,0,0,2.62,3.2,2.37,2.65,3.25,2.35,2.8,"04/05"
"E1","22/02/05","Ipswich","Watford",1,2,"A",0,1,"A",18,5,8,3,9,7,8,5,1,0,0,0,1.5,3.5,6,1.45,3.75,6.5,1.5,"04/05"
"E1","22/02/05","Gillingham","West Ham",0,1,"A",0,1,"A",15,8,8,7,12,10,12,5,0,0,0,0,2.7,3.2,2.3,2.6,3.4,2.3,2.6,"04/05"
"E1","22/02/05","Crewe","Reading",1,1,"D",1,0,"H",11,10,4,6,16,12,2,4,1,0,0,0,2.4,3.2,2.6,2.35,3.15,2.7,2.4,"04/05"
"E1","22/02/05","Cardiff","Millwall",0,1,"A",0,1,"A",15,5,8,2,13,18,9,4,2,1,1,2,2,3.25,3.25,2.1,3.3,3,2.1,"04/05"
"E1","19/02/05","Wolves","Gillingham",2,2,"D",0,0,"D",14,7,7,5,10,12,1,5,0,1,0,0,1.66,3.5,4.5,1.7,3.1,5,1.65,"04/05"
"E1","19/02/05","Wigan","Leeds",3,0,"H",1,0,"H",16,4,10,3,10,9,5,1,1,2,0,0,1.72,3.25,4.5,1.75,3.2,4.4,1.75,"04/05"
