"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HF","AF","HC","AC","HY","AY","HR","AR","season"
"D1","13/09/14","Hoffenheim","Wolfsburg",1,1,"D",0,0,"D",15,22,17,17,4,7,1,0,0,1,"14/15"
"D1","13/09/14","Hertha","Mainz",1,3,"A",0,1,"A",17,7,21,20,4,1,3,3,0,0,"14/15"
"D1","13/09/14","Dortmund","Freiburg",3,1,"H",2,0,"H",15,4,10,14,3,5,1,4,0,0,"14/15"
"D1","13/09/14","Bayern Munich","Stuttgart",2,0,"H",1,0,"H",14,7,16,18,2,4,1,2,0,0,"14/15"
"D1","12/09/14","Leverkusen","Werder Bremen",3,3,"D",1,1,"D",26,8,14,20,6,4,4,2,0,0,"14/15"
"D1","31/08/14","Mainz","Hannover",0,0,"D",0,0,"D",14,11,12,14,4,2,0,1,0,0,"14/15"
"D1","31/08/14","Freiburg","M'gladbach",0,0,"D",0,0,"D",17,9,11,13,4,5,1,2,0,0,"14/15"
"D1","30/08/14","Wolfsburg","Ein Frankfurt",2,2,"D",1,1,"D",14,9,19,11,4,3,3,1,0,0,"14/15"
"D1","30/08/14","Werder Bremen","Hoffenheim",1,1,"D",0,1,"A",15,12,20,13,6,6,3,0,0,0,"14/15"
"D1","30/08/14","Stuttgart","FC Koln",0,2,"A",0,2,"A",14,10,11,11,7,4,1,2,0,0,"14/15"
"D1","30/08/14","Schalke 04","Bayern Munich",1,1,"D",0,1,"A",8,10,15,15,1,3,4,1,0,0,"14/15"
"D1","30/08/14","Leverkusen","Hertha",4,2,"H",0,1,"A",21,3,11,20,5,6,0,1,0,0,"14/15"
"D1","30/08/14","Hamburg","Paderborn",0,3,"A",0,1,"A",13,15,16,16,8,3,0,0,0,0,"14/15"
"D1","29/08/14","Augsburg","Dortmund",2,3,"A",0,2,"A",12,22,9,12,3,6,2,3,0,0,"14/15"
"D1","24/08/14","Paderborn","Mainz",2,2,"D",1,1,"D",10,14,16,14,4,3,2,2,0,0,"14/15"
"D1","24/08/14","M'gladbach","Stuttgart",1,1,"D",0,0,"D",19,7,8,16,6,3,2,1,0,0,"14/15"
"D1","23/08/14","Hoffenheim","Augsburg",2,0,"H",2,0,"H",10,12,19,15,7,3,2,3,0,0,"14/15"
"D1","23/08/14","Hertha","Werder Bremen",2,2,"D",1,0,"H",19,9,17,18,9,5,1,2,0,0,"14/15"
"D1","23/08/14","Hannover","Schalke 04",2,1,"H",0,0,"D",8,12,12,15,2,4,2,1,0,0,"14/15"
"D1","23/08/14","FC Koln","Hamburg",0,0,"D",0,0,"D",10,19,23,16,3,6,2,2,0,0,"14/15"
"D1","23/08/14","Ein Frankfurt","Freiburg",1,0,"H",1,0,"H",10,13,17,22,6,5,1,3,0,0,"14/15"
"D1","23/08/14","Dortmund","Leverkusen",0,2,"A",0,1,"A",11,11,13,28,8,4,1,2,0,0,"14/15"
"D1","22/08/14","Bayern Munich","Wolfsburg",2,1,"H",1,0,"H",17,9,5,9,9,3,0,2,0,0,"14/15"
"D1","14/05/16","Wolfsburg","Stuttgart",3,1,"H",2,0,"H",17,13,8,12,7,9,2,2,0,0,"15/16"
"D1","14/05/16","Werder Bremen","Ein Frankfurt",1,0,"H",0,0,"D",14,4,17,12,6,4,4,2,0,0,"15/16"
"D1","14/05/16","Mainz","Hertha",0,0,"D",0,0,"D",7,11,12,20,2,2,3,3,0,1,"15/16"
"D1","14/05/16","Leverkusen","Ingolstadt",3,2,"H",2,1,"H",10,21,17,12,2,4,1,1,0,0,"15/16"
"D1","14/05/16","Hoffenheim","Schalke 04",1,4,"A",1,2,"A",14,12,15,11,7,2,1,1,0,0,"15/16"
"D1","14/05/16","Dortmund","FC Koln",2,2,"D",1,2,"A",13,6,7,6,2,1,1,0,0,0,"15/16"
"D1","14/05/16","Darmstadt","M'gladbach",0,2,"A",0,1,"A",9,21,12,13,3,6,3,0,0,0,"15/16"
"D1","14/05/16","Bayern Munich","Hannover",3,1,"H",2,0,"H",20,20,10,13,11,5,0,1,0,0,"15/16"
"D1","14/05/16","Augsburg","Hamburg",1,3,"A",1,1,"D",12,13,12,24,2,4,3,3,0,0,"15/16"
"D1","07/05/16","Stuttgart","Mainz",1,3,"A",1,1,"D",8,19,11,17,6,9,3,2,0,0,"15/16"
"D1","07/05/16","Schalke 04","Augsburg",1,1,"D",0,0,"D",20,5,10,17,9,2,1,5,0,0,"15/16"
"D1","07/05/16","M'gladbach","Leverkusen",2,1,"H",1,1,"D",14,17,16,9,6,3,2,2,0,0,"15/16"
"D1","07/05/16","Ingolstadt","Bayern Munich",1,2,"A",1,2,"A",16,12,17,15,4,3,2,3,0,0,"15/16"
"D1","07/05/16","Hertha","Darmstadt",1,2,"A",1,1,"D",17,7,18,22,10,1,3,1,0,1,"15/16"
"D1","07/05/16","Hannover","Hoffenheim",1,0,"H",1,0,"H",15,15,20,20,3,5,3,2,0,0,"15/16"
"D1","07/05/16","Hamburg","Wolfsburg",0,1,"A",0,0,"D",5,11,18,10,5,4,0,0,0,0,"15/16"
"D1","07/05/16","FC Koln","Werder Bremen",0,0,"D",0,0,"D",9,13,20,20,8,7,3,2,0,0,"15/16"
"D1","07/05/16","Ein Frankfurt","Dortmund",1,0,"H",1,0,"H",6,13,20,12,3,5,5,3,0,0,"15/16"
"D1","02/05/16","Werder Bremen","Stuttgart",6,2,"H",3,1,"H",16,13,12,15,3,5,1,1,0,0,"15/16"
"D1","30/04/16","Mainz","Hamburg",0,0,"D",0,0,"D",12,7,19,29,6,4,0,3,0,0,"15/16"
"D1","30/04/16","Leverkusen","Hertha",2,1,"H",2,1,"H",18,9,14,20,6,4,1,6,0,0,"15/16"
"D1","30/04/16","Hoffenheim","Ingolstadt",2,1,"H",1,1,"D",10,16,17,21,2,7,3,4,0,0,"15/16"
"D1","30/04/16","Hannover","Schalke 04",1,3,"A",1,2,"A",21,10,15,17,9,3,0,0,0,0,"15/16"
"D1","30/04/16","Dortmund","Wolfsburg",5,1,"H",2,0,"H",20,6,8,13,7,6,2,0,0,0,"15/16"
"D1","30/04/16","Darmstadt","Ein Frankfurt",1,2,"A",1,0,"H",11,12,13,12,4,8,2,2,0,0,"15/16"
"D1","30/04/16","Bayern Munich","M'gladbach",1,1,"D",1,0,"H",9,8,10,13,7,5,2,1,0,0,"15/16"
"D1","29/04/16","Augsburg","FC Koln",0,0,"D",0,0,"D",13,8,9,14,5,5,3,2,0,1,"15/16"
"D1","24/04/16","M'gladbach","Hoffenheim",3,1,"H",2,0,"H",24,14,14,11,12,3,1,2,0,0,"15/16"
"D1","24/04/16","Ein Frankfurt","Mainz",2,1,"H",1,1,"D",8,7,22,23,5,2,4,4,0,0,"15/16"
"D1","23/04/16","Wolfsburg","Augsburg",0,2,"A",0,1,"A",19,8,7,19,6,1,0,2,0,0,"15/16"
"D1","23/04/16","Stuttgart","Dortmund",0,3,"A",0,2,"A",8,16,19,10,3,4,0,1,0,0,"15/16"
"D1","23/04/16","Schalke 04","Leverkusen",2,3,"A",2,0,"H",20,16,19,16,6,4,3,3,0,0,"15/16"
"D1","23/04/16","Ingolstadt","Hannover",2,2,"D",2,0,"H",8,14,10,13,2,7,2,2,1,0,"15/16"
"D1","23/04/16","Hertha","Bayern Munich",0,2,"A",0,0,"D",9,6,9,17,1,3,0,4,0,0,"15/16"
"D1","23/04/16","FC Koln","Darmstadt",4,1,"H",2,1,"H",15,15,15,17,3,6,2,2,0,0,"15/16"
"D1","22/04/16","Hamburg","Werder Bremen",2,1,"H",2,0,"H",12,21,22,11,5,4,3,4,0,0,"15/16"
"D1","17/04/16","Mainz","FC Koln",2,3,"A",1,0,"H",18,12,12,11,6,7,1,2,0,0,"15/16"
"D1","17/04/16","Dortmund","Hamburg",3,0,"H",2,0,"H",14,5,6,16,10,0,0,0,0,1,"15/16"
"D1","16/04/16","Werder Bremen","Wolfsburg",3,2,"H",1,1,"D",21,8,16,15,7,1,1,5,0,0,"15/16"
"D1","16/04/16","Leverkusen","Ein Frankfurt",3,0,"H",0,0,"D",12,9,15,21,3,2,4,3,0,0,"15/16"
"D1","16/04/16","Hoffenheim","Hertha",2,1,"H",1,1,"D",17,10,10,16,3,5,2,0,0,0,"15/16"
"D1","16/04/16","Darmstadt","Ingolstadt",2,0,"H",0,0,"D",6,8,20,22,2,4,2,3,0,0,"15/16"
"D1","16/04/16","Bayern Munich","Schalke 04",3,0,"H",0,0,"D",14,7,10,7,6,2,0,0,0,0,"15/16"
"D1","16/04/16","Augsburg","Stuttgart",1,0,"H",1,0,"H",13,10,14,12,4,8,2,0,0,0,"15/16"
"D1","15/04/16","Hannover","M'gladbach",2,0,"H",0,0,"D",12,8,22,11,5,3,2,0,0,0,"15/16"
"D1","10/04/16","Schalke 04","Dortmund",2,2,"D",0,0,"D",10,16,22,13,1,9,5,3,0,0,"15/16"
"D1","10/04/16","FC Koln","Leverkusen",0,2,"A",0,2,"A",18,12,10,12,8,8,1,2,1,1,"15/16"
"D1","09/04/16","Wolfsburg","Mainz",1,1,"D",0,0,"D",16,17,11,13,7,12,2,2,1,0,"15/16"
"D1","09/04/16","Werder Bremen","Augsburg",1,2,"A",1,0,"H",17,4,16,18,10,0,2,5,0,0,"15/16"
"D1","09/04/16","Stuttgart","Bayern Munich",1,3,"A",0,1,"A",9,13,8,15,7,4,1,3,0,0,"15/16"
"D1","09/04/16","Ingolstadt","M'gladbach",1,0,"H",0,0,"D",15,7,7,11,5,3,1,1,0,0,"15/16"
"D1","09/04/16","Hamburg","Darmstadt",1,2,"A",0,1,"A",9,9,15,19,5,1,3,2,0,0,"15/16"
"D1","09/04/16","Ein Frankfurt","Hoffenheim",0,2,"A",0,0,"D",12,8,22,21,8,4,3,4,0,0,"15/16"
"D1","08/04/16","Hertha","Hannover",2,2,"D",1,1,"D",13,11,10,21,7,4,3,4,0,0,"15/16"
"D1","03/04/16","M'gladbach","Hertha",5,0,"H",1,0,"H",17,7,15,11,7,6,1,2,0,0,"15/16"
"D1","03/04/16","Hoffenheim","FC Koln",1,1,"D",0,0,"D",15,9,11,11,4,8,2,1,0,0,"15/16"
"D1","02/04/16","Mainz","Augsburg",4,2,"H",2,2,"D",19,14,19,12,4,3,1,2,0,0,"15/16"
"D1","02/04/16","Ingolstadt","Schalke 04",3,0,"H",2,0,"H",12,9,12,23,5,6,1,5,0,0,"15/16"
"D1","02/04/16","Hannover","Hamburg",0,3,"A",0,0,"D",16,9,15,12,5,4,1,1,0,0,"15/16"
"D1","02/04/16","Dortmund","Werder Bremen",3,2,"H",0,0,"D",23,9,13,6,11,2,1,3,0,0,"15/16"
"D1","02/04/16","Darmstadt","Stuttgart",2,2,"D",1,2,"A",15,9,14,18,6,3,4,1,0,0,"15/16"
"D1","02/04/16","Bayern Munich","Ein Frankfurt",1,0,"H",1,0,"H",21,4,16,16,5,1,2,5,0,0,"15/16"
"D1","01/04/16","Leverkusen","Wolfsburg",3,0,"H",1,0,"H",12,10,13,19,6,2,0,4,0,0,"15/16"
"D1","20/03/16","Stuttgart","Leverkusen",0,2,"A",0,1,"A",14,15,16,21,2,9,3,3,0,0,"15/16"
"D1","20/03/16","Augsburg","Dortmund",1,3,"A",1,1,"D",7,13,16,6,2,3,4,1,0,0,"15/16"
"D1","19/03/16","Wolfsburg","Darmstadt",1,1,"D",0,0,"D",20,11,14,16,8,1,1,1,0,0,"15/16"
"D1","19/03/16","Werder Bremen","Mainz",1,1,"D",1,1,"D",11,10,7,19,1,5,2,2,0,0,"15/16"
"D1","19/03/16","Hertha","Ingolstadt",2,1,"H",0,0,"D",7,9,14,22,3,6,2,3,0,0,"15/16"
"D1","19/03/16","Hamburg","Hoffenheim",1,3,"A",1,2,"A",24,14,12,18,10,3,3,1,0,0,"15/16"
"D1","19/03/16","FC Koln","Bayern Munich",0,1,"A",0,1,"A",6,6,21,13,0,5,1,1,0,0,"15/16"
"D1","19/03/16","Ein Frankfurt","Hannover",1,0,"H",1,0,"H",11,8,16,20,13,3,1,3,0,0,"15/16"
"D1","18/03/16","Schalke 04","M'gladbach",2,1,"H",0,0,"D",6,22,11,10,2,5,1,0,0,0,"15/16"
"D1","13/03/16","Leverkusen","Hamburg",1,0,"H",1,0,"H",14,10,18,17,5,7,4,2,1,0,"15/16"
"D1","13/03/16","Dortmund","Mainz",2,0,"H",1,0,"H",22,4,8,14,8,2,0,0,0,0,"15/16"
"D1","12/03/16","M'gladbach","Ein Frankfurt",3,0,"H",1,0,"H",16,4,8,20,1,1,1,3,0,0,"15/16"
"D1","12/03/16","Ingolstadt","Stuttgart",3,3,"D",1,1,"D",22,16,13,20,3,7,2,3,0,0,"15/16"
"D1","12/03/16","Hoffenheim","Wolfsburg",1,0,"H",1,0,"H",11,15,8,18,3,5,1,1,0,0,"15/16"
"D1","12/03/16","Hannover","FC Koln",0,2,"A",0,1,"A",17,12,17,11,9,1,1,1,0,0,"15/16"
"D1","12/03/16","Darmstadt","Augsburg",2,2,"D",2,0,"H",11,16,14,17,3,8,2,1,0,0,"15/16"
"D1","12/03/16","Bayern Munich","Werder Bremen",5,0,"H",2,0,"H",20,2,8,8,11,4,1,3,0,0,"15/16"
"D1","11/03/16","Hertha","Schalke 04",2,0,"H",1,0,"H",16,15,15,14,5,5,2,1,0,0,"15/16"
"D1","06/03/16","Mainz","Darmstadt",0,0,"D",0,0,"D",11,15,17,18,3,1,0,5,1,0,"15/16"
"D1","06/03/16","Hamburg","Hertha",2,0,"H",0,0,"D",14,3,12,9,3,2,4,1,0,0,"15/16"
"D1","05/03/16","Wolfsburg","M'gladbach",2,1,"H",2,1,"H",11,14,15,13,1,3,2,3,0,0,"15/16"
"D1","05/03/16","Werder Bremen","Hannover",4,1,"H",2,1,"H",14,15,16,14,4,4,2,2,0,0,"15/16"
"D1","05/03/16","Stuttgart","Hoffenheim",5,1,"H",2,0,"H",21,13,17,8,11,1,1,2,0,0,"15/16"
"D1","05/03/16","FC Koln","Schalke 04",1,3,"A",1,2,"A",17,18,13,15,7,5,1,0,0,0,"15/16"
"D1","05/03/16","Ein Frankfurt","Ingolstadt",1,1,"D",0,1,"A",21,12,20,23,8,2,5,4,0,1,"15/16"
"D1","05/03/16","Dortmund","Bayern Munich",0,0,"D",0,0,"D",11,17,10,12,2,6,1,1,0,0,"15/16"
"D1","05/03/16","Augsburg","Leverkusen",3,3,"D",2,0,"H",10,20,10,14,0,5,2,1,1,0,"15/16"
"D1","02/03/16","Schalke 04","Hamburg",3,2,"H",1,1,"D",26,8,14,18,8,6,2,0,0,1,"15/16"
"D1","02/03/16","M'gladbach","Stuttgart",4,0,"H",1,0,"H",14,9,9,14,2,4,1,2,0,0,"15/16"
"D1","02/03/16","Leverkusen","Werder Bremen",1,4,"A",0,1,"A",16,11,15,8,9,6,1,1,0,0,"15/16"
"D1","02/03/16","Hoffenheim","Augsburg",2,1,"H",1,1,"D",14,14,9,15,7,6,2,4,0,0,"15/16"
"D1","02/03/16","Hertha","Ein Frankfurt",2,0,"H",0,0,"D",11,11,17,14,2,3,3,2,0,0,"15/16"
"D1","02/03/16","Darmstadt","Dortmund",0,2,"A",0,1,"A",5,13,12,16,2,4,0,1,0,0,"15/16"
"D1","02/03/16","Bayern Munich","Mainz",1,2,"A",0,1,"A",16,5,11,11,11,0,1,2,0,0,"15/16"
"D1","01/03/16","Ingolstadt","FC Koln",1,1,"D",1,0,"H",14,8,13,19,7,2,2,1,0,0,"15/16"
"D1","01/03/16","Hannover","Wolfsburg",0,4,"A",0,1,"A",6,23,5,8,1,7,2,1,0,0,"15/16"
"D1","28/02/16","Mainz","Leverkusen",3,1,"H",2,0,"H",14,12,16,18,1,12,1,1,0,0,"15/16"
"D1","28/02/16","Ein Frankfurt","Schalke 04",0,0,"D",0,0,"D",11,7,13,12,5,3,1,2,0,0,"15/16"
"D1","28/02/16","Dortmund","Hoffenheim",3,1,"H",0,1,"A",26,9,9,10,11,7,0,0,0,1,"15/16"
"D1","28/02/16","Augsburg","M'gladbach",2,2,"D",0,1,"A",24,10,17,8,2,5,0,0,0,0,"15/16"
"D1","27/02/16","Wolfsburg","Bayern Munich",0,2,"A",0,0,"D",12,14,7,10,1,7,0,1,0,0,"15/16"
"D1","27/02/16","Werder Bremen","Darmstadt",2,2,"D",1,1,"D",16,8,24,23,4,2,3,3,0,0,"15/16"
"D1","27/02/16","Stuttgart","Hannover",1,2,"A",1,1,"D",22,12,18,11,17,1,1,3,0,0,"15/16"
"D1","27/02/16","Hamburg","Ingolstadt",1,1,"D",1,0,"H",7,12,17,12,2,5,3,5,0,0,"15/16"
"D1","26/02/16","FC Koln","Hertha",0,1,"A",0,1,"A",15,10,15,10,2,8,2,2,0,0,"15/16"
"D1","21/02/16","Schalke 04","Stuttgart",1,1,"D",1,0,"H",15,19,16,16,4,13,3,1,0,0,"15/16"
"D1","21/02/16","Leverkusen","Dortmund",0,1,"A",0,0,"D",9,7,20,10,8,1,5,1,0,0,"15/16"
"D1","21/02/16","Hannover","Augsburg",0,1,"A",0,1,"A",16,11,12,15,5,2,2,2,0,0,"15/16"
"D1","20/02/16","M'gladbach","FC Koln",1,0,"H",1,0,"H",16,12,18,21,4,4,2,3,0,0,"15/16"
"D1","20/02/16","Ingolstadt","Werder Bremen",2,0,"H",1,0,"H",9,12,15,23,0,4,2,2,0,0,"15/16"
"D1","20/02/16","Hoffenheim","Mainz",3,2,"H",1,1,"D",13,13,8,14,6,2,1,2,0,0,"15/16"
"D1","20/02/16","Hertha","Wolfsburg",1,1,"D",0,0,"D",9,13,17,16,3,5,3,2,0,0,"15/16"
"D1","20/02/16","Bayern Munich","Darmstadt",3,1,"H",0,1,"A",36,6,10,13,18,0,2,0,0,0,"15/16"
"D1","19/02/16","Ein Frankfurt","Hamburg",0,0,"D",0,0,"D",8,10,12,20,3,3,2,3,0,0,"15/16"
"D1","14/02/16","Hamburg","M'gladbach",3,2,"H",2,1,"H",17,10,15,9,3,6,3,1,0,0,"15/16"
"D1","14/02/16","Augsburg","Bayern Munich",1,3,"A",0,1,"A",7,24,11,9,2,5,0,1,0,0,"15/16"
"D1","13/02/16","Wolfsburg","Ingolstadt",2,0,"H",2,0,"H",8,11,19,17,6,7,0,0,0,0,"15/16"
"D1","13/02/16","Werder Bremen","Hoffenheim",1,1,"D",1,1,"D",17,11,13,19,6,2,1,3,0,1,"15/16"
"D1","13/02/16","Stuttgart","Hertha",2,0,"H",0,0,"D",15,7,12,12,10,1,3,3,0,0,"15/16"
"D1","13/02/16","FC Koln","Ein Frankfurt",3,1,"H",1,1,"D",11,14,16,18,4,8,2,6,0,0,"15/16"
"D1","13/02/16","Dortmund","Hannover",1,0,"H",0,0,"D",14,4,13,9,10,3,1,1,0,0,"15/16"
"D1","13/02/16","Darmstadt","Leverkusen",1,2,"A",1,0,"H",12,14,20,16,3,6,6,3,0,0,"15/16"
"D1","12/02/16","Mainz","Schalke 04",2,1,"H",1,0,"H",11,14,7,17,5,7,3,1,0,0,"15/16"
"D1","07/02/16","Hoffenheim","Darmstadt",0,2,"A",0,1,"A",12,11,17,15,8,7,1,3,0,0,"15/16"
"D1","07/02/16","Hamburg","FC Koln",1,1,"D",0,1,"A",5,20,17,5,4,10,5,2,0,0,"15/16"
"D1","06/02/16","Schalke 04","Wolfsburg",3,0,"H",2,0,"H",15,14,15,14,6,6,2,3,0,0,"15/16"
"D1","06/02/16","Leverkusen","Bayern Munich",0,0,"D",0,0,"D",6,9,17,11,6,8,0,0,0,1,"15/16"
"D1","06/02/16","Ingolstadt","Augsburg",2,1,"H",0,1,"A",24,7,17,22,8,3,2,3,0,0,"15/16"
"D1","06/02/16","Hertha","Dortmund",0,0,"D",0,0,"D",10,9,11,16,3,3,0,2,0,0,"15/16"
"D1","06/02/16","Hannover","Mainz",0,1,"A",0,1,"A",9,14,20,14,3,4,1,2,0,0,"15/16"
"D1","06/02/16","Ein Frankfurt","Stuttgart",2,4,"A",0,2,"A",17,16,9,15,2,7,1,1,1,1,"15/16"
"D1","05/02/16","M'gladbach","Werder Bremen",5,1,"H",2,0,"H",17,15,14,12,2,7,1,2,0,0,"15/16"
"D1","31/01/16","Wolfsburg","FC Koln",1,1,"D",0,0,"D",17,11,11,11,5,5,3,1,0,0,"15/16"
"D1","31/01/16","Bayern Munich","Hoffenheim",2,0,"H",1,0,"H",29,5,11,11,10,2,1,1,0,0,"15/16"
"D1","30/01/16","Werder Bremen","Hertha",3,3,"D",0,2,"A",16,12,19,16,6,6,3,3,0,0,"15/16"
"D1","30/01/16","Stuttgart","Hamburg",2,1,"H",0,0,"D",24,13,12,14,10,4,1,3,0,0,"15/16"
"D1","30/01/16","Leverkusen","Hannover",3,0,"H",1,0,"H",14,7,10,21,6,6,0,3,0,0,"15/16"
"D1","30/01/16","Dortmund","Ingolstadt",2,0,"H",0,0,"D",11,5,15,18,4,1,4,2,0,0,"15/16"
"D1","30/01/16","Darmstadt","Schalke 04",0,2,"A",0,1,"A",6,11,13,20,2,9,3,2,0,0,"15/16"
"D1","30/01/16","Augsburg","Ein Frankfurt",0,0,"D",0,0,"D",7,13,18,8,4,2,2,2,0,0,"15/16"
"D1","29/01/16","Mainz","M'gladbach",1,0,"H",1,0,"H",13,12,13,11,8,4,0,2,0,0,"15/16"
"D1","24/01/16","Schalke 04","Werder Bremen",1,3,"A",1,1,"D",20,17,14,13,13,1,1,3,0,0,"15/16"
"D1","24/01/16","Ein Frankfurt","Wolfsburg",3,2,"H",0,1,"A",12,18,13,20,3,3,2,0,0,0,"15/16"
"D1","23/01/16","M'gladbach","Dortmund",1,3,"A",0,1,"A",10,12,12,10,3,1,1,1,0,0,"15/16"
"D1","23/01/16","Ingolstadt","Mainz",1,0,"H",1,0,"H",9,7,21,16,3,1,2,2,0,0,"15/16"
"D1","23/01/16","Hoffenheim","Leverkusen",1,1,"D",1,0,"H",5,17,16,15,2,9,2,2,0,0,"15/16"
"D1","23/01/16","Hertha","Augsburg",0,0,"D",0,0,"D",12,11,15,19,6,2,2,3,0,0,"15/16"
"D1","23/01/16","Hannover","Darmstadt",1,2,"A",1,1,"D",13,13,13,21,6,4,2,5,0,0,"15/16"
"D1","23/01/16","FC Koln","Stuttgart",1,3,"A",1,1,"D",15,16,9,13,8,5,0,1,0,0,"15/16"
"D1","22/01/16","Hamburg","Bayern Munich",1,2,"A",0,1,"A",7,20,21,11,2,7,4,2,0,0,"15/16"
"D1","20/12/15","M'gladbach","Darmstadt",3,2,"H",1,1,"D",13,15,12,20,1,5,1,4,1,0,"15/16"
"D1","20/12/15","Hertha","Mainz",2,0,"H",1,0,"H",7,5,14,12,6,2,0,0,0,0,"15/16"
"D1","19/12/15","Stuttgart","Wolfsburg",3,1,"H",2,1,"H",9,17,7,10,1,3,1,1,1,0,"15/16"
"D1","19/12/15","Ingolstadt","Leverkusen",0,1,"A",0,0,"D",11,9,12,18,6,3,2,3,0,0,"15/16"
"D1","19/12/15","Hannover","Bayern Munich",0,1,"A",0,1,"A",6,20,10,10,5,5,0,0,0,0,"15/16"
"D1","19/12/15","Hamburg","Augsburg",0,1,"A",0,0,"D",14,17,13,14,4,6,0,2,0,0,"15/16"
"D1","19/12/15","FC Koln","Dortmund",2,1,"H",0,1,"A",14,14,10,15,6,6,3,1,0,0,"15/16"
"D1","19/12/15","Ein Frankfurt","Werder Bremen",2,1,"H",1,1,"D",16,11,14,20,6,3,3,5,0,0,"15/16"
"D1","18/12/15","Schalke 04","Hoffenheim",1,0,"H",1,0,"H",16,18,14,11,3,1,1,2,0,0,"15/16"
"D1","13/12/15","Dortmund","Ein Frankfurt",4,1,"H",1,1,"D",24,3,4,3,14,1,0,0,0,1,"15/16"
"D1","13/12/15","Augsburg","Schalke 04",2,1,"H",1,0,"H",22,15,17,12,6,5,2,1,0,0,"15/16"
"D1","12/12/15","Wolfsburg","Hamburg",1,1,"D",0,1,"A",19,5,11,21,10,4,1,4,0,0,"15/16"
"D1","12/12/15","Werder Bremen","FC Koln",1,1,"D",1,0,"H",10,12,17,9,6,4,3,2,0,0,"15/16"
"D1","12/12/15","Leverkusen","M'gladbach",5,0,"H",1,0,"H",14,6,13,19,4,2,0,2,0,0,"15/16"
"D1","12/12/15","Hoffenheim","Hannover",1,0,"H",1,0,"H",14,19,18,19,3,10,1,3,0,0,"15/16"
"D1","12/12/15","Darmstadt","Hertha",0,4,"A",0,2,"A",10,9,18,12,4,3,4,1,0,0,"15/16"
"D1","12/12/15","Bayern Munich","Ingolstadt",2,0,"H",0,0,"D",14,9,14,22,4,4,2,1,0,0,"15/16"
"D1","11/12/15","Mainz","Stuttgart",0,0,"D",0,0,"D",6,11,11,12,5,2,1,1,0,0,"15/16"
"D1","06/12/15","Stuttgart","Werder Bremen",1,1,"D",1,0,"H",12,7,18,16,4,5,2,2,0,0,"15/16"
"D1","06/12/15","Ein Frankfurt","Darmstadt",0,1,"A",0,1,"A",15,19,19,9,10,7,4,3,0,0,"15/16"
"D1","05/12/15","Wolfsburg","Dortmund",1,2,"A",0,1,"A",22,14,14,14,9,5,3,2,0,0,"15/16"
"D1","05/12/15","M'gladbach","Bayern Munich",3,1,"H",0,0,"D",13,22,13,12,3,9,1,2,0,0,"15/16"
"D1","05/12/15","Ingolstadt","Hoffenheim",1,1,"D",0,0,"D",9,7,11,18,2,1,2,1,0,0,"15/16"
"D1","05/12/15","Hertha","Leverkusen",2,1,"H",1,1,"D",10,8,18,15,8,2,1,3,0,1,"15/16"
"D1","05/12/15","Hamburg","Mainz",1,3,"A",0,1,"A",20,11,19,18,2,3,2,1,0,0,"15/16"
"D1","05/12/15","FC Koln","Augsburg",0,1,"A",0,0,"D",22,22,17,18,7,6,2,4,0,0,"15/16"
"D1","04/12/15","Schalke 04","Hannover",3,1,"H",0,0,"D",26,7,8,13,6,4,1,1,0,0,"15/16"
"D1","29/11/15","Leverkusen","Schalke 04",1,1,"D",0,0,"D",18,8,9,11,9,5,1,2,0,0,"15/16"
"D1","29/11/15","Dortmund","Stuttgart",4,1,"H",2,1,"H",14,8,10,13,5,4,1,0,0,0,"15/16"
"D1","29/11/15","Augsburg","Wolfsburg",0,0,"D",0,0,"D",13,17,20,11,4,7,3,2,0,1,"15/16"
"D1","28/11/15","Werder Bremen","Hamburg",1,3,"A",0,2,"A",14,13,21,18,6,3,2,1,0,0,"15/16"
"D1","28/11/15","Mainz","Ein Frankfurt",2,1,"H",2,0,"H",14,15,23,17,3,7,4,2,0,1,"15/16"
"D1","28/11/15","Hoffenheim","M'gladbach",3,3,"D",2,1,"H",18,16,10,14,8,6,2,1,0,0,"15/16"
"D1","28/11/15","Hannover","Ingolstadt",4,0,"H",3,0,"H",8,11,21,14,3,4,3,3,0,0,"15/16"
"D1","28/11/15","Bayern Munich","Hertha",2,0,"H",2,0,"H",24,4,14,13,9,1,0,3,0,0,"15/16"
"D1","27/11/15","Darmstadt","FC Koln",0,0,"D",0,0,"D",9,12,16,12,4,7,2,1,0,0,"15/16"
"D1","22/11/15","Ingolstadt","Darmstadt",3,1,"H",0,1,"A",16,8,19,25,5,5,2,3,0,0,"15/16"
"D1","22/11/15","Hertha","Hoffenheim",1,0,"H",1,0,"H",1,7,26,16,2,3,2,1,0,0,"15/16"
"D1","21/11/15","Wolfsburg","Werder Bremen",6,0,"H",2,0,"H",21,9,12,8,7,3,0,2,0,0,"15/16"
"D1","21/11/15","Stuttgart","Augsburg",0,4,"A",0,3,"A",18,13,8,16,6,4,2,1,0,0,"15/16"
"D1","21/11/15","Schalke 04","Bayern Munich",1,3,"A",1,1,"D",5,24,12,10,4,6,2,0,0,0,"15/16"
"D1","21/11/15","M'gladbach","Hannover",2,1,"H",1,0,"H",21,14,10,11,12,4,1,1,0,0,"15/16"
