"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HF","AF","HC","AC","HY","AY","HR","AR","season"
"D1","19/05/01","Werder Bremen","Hansa Rostock",3,0,"H",2,0,"H",15,15,19,9,6,6,1,6,1,1,"00/01"
"D1","19/05/01","Schalke 04","Unterhaching",5,3,"H",2,2,"D",10,3,4,13,6,3,2,3,0,0,"00/01"
"D1","19/05/01","Leverkusen","Bochum",1,0,"H",1,0,"H",9,7,10,11,6,4,2,1,0,1,"00/01"
"D1","19/05/01","Kaiserslautern","Hertha",0,1,"A",0,0,"D",6,10,9,16,6,3,3,3,0,0,"00/01"
"D1","19/05/01","Hamburg","Bayern Munich",1,1,"D",0,0,"D",13,13,21,12,5,7,4,2,0,0,"00/01"
"D1","19/05/01","Freiburg","Wolfsburg",4,1,"H",2,0,"H",17,17,6,9,3,3,2,3,0,0,"00/01"
"D1","19/05/01","Ein Frankfurt","Stuttgart",2,1,"H",2,0,"H",9,15,9,10,2,4,0,0,0,0,"00/01"
"D1","19/05/01","Dortmund","FC Koln",3,3,"D",1,2,"A",18,7,20,14,9,3,1,4,1,0,"00/01"
"D1","19/05/01","Munich 1860","Cottbus",0,1,"A",0,1,"A",15,11,16,17,1,4,2,1,0,0,"00/01"
"D1","12/05/01","Wolfsburg","Ein Frankfurt",3,0,"H",3,0,"H",12,8,17,23,4,9,0,2,0,0,"00/01"
"D1","12/05/01","Unterhaching","Dortmund",1,4,"A",0,1,"A",18,16,16,16,8,4,2,2,0,0,"00/01"
"D1","12/05/01","Stuttgart","Schalke 04",1,0,"H",0,0,"D",12,7,13,12,2,3,2,1,0,0,"00/01"
"D1","12/05/01","Hertha","Leverkusen",1,1,"D",1,0,"H",9,12,23,23,3,7,2,5,0,0,"00/01"
"D1","12/05/01","Hansa Rostock","Munich 1860",0,0,"D",0,0,"D",11,4,11,11,7,4,0,2,0,0,"00/01"
"D1","12/05/01","Cottbus","Hamburg",4,2,"H",2,1,"H",18,17,17,13,3,7,3,4,0,0,"00/01"
"D1","12/05/01","Bochum","Freiburg",1,3,"A",0,1,"A",15,10,17,18,11,9,1,3,1,0,"00/01"
"D1","12/05/01","Bayern Munich","Kaiserslautern",2,1,"H",0,1,"A",16,4,8,10,9,0,2,2,0,0,"00/01"
"D1","12/05/01","FC Koln","Werder Bremen",1,3,"A",1,1,"D",14,15,8,16,2,4,0,1,0,0,"00/01"
"D1","06/05/01","Werder Bremen","Unterhaching",0,0,"D",0,0,"D",10,10,24,10,12,6,1,1,0,0,"00/01"
"D1","06/05/01","Freiburg","Hertha",1,0,"H",0,0,"D",11,18,11,16,5,4,1,3,0,0,"00/01"
"D1","05/05/01","Schalke 04","Wolfsburg",2,1,"H",2,0,"H",7,10,13,11,3,3,1,3,0,0,"00/01"
"D1","05/05/01","Leverkusen","Bayern Munich",0,1,"A",0,0,"D",10,6,22,17,6,5,1,2,0,0,"00/01"
"D1","05/05/01","Hansa Rostock","Cottbus",1,0,"H",1,0,"H",11,7,29,18,8,7,2,1,0,0,"00/01"
"D1","05/05/01","Hamburg","Kaiserslautern",1,1,"D",1,0,"H",9,19,22,21,1,4,3,5,1,0,"00/01"
"D1","05/05/01","Ein Frankfurt","Bochum",3,0,"H",0,0,"D",19,12,20,21,5,7,2,4,1,1,"00/01"
"D1","05/05/01","Munich 1860","FC Koln",3,1,"H",1,1,"D",21,8,16,19,8,3,2,2,0,0,"00/01"
"D1","04/05/01","Dortmund","Stuttgart",0,0,"D",0,0,"D",10,6,10,20,4,3,1,2,0,0,"00/01"
"D1","29/04/01","Unterhaching","Munich 1860",3,2,"H",2,1,"H",22,15,19,18,4,4,1,3,0,0,"00/01"
"D1","29/04/01","Hamburg","Hansa Rostock",2,1,"H",0,1,"A",21,9,22,23,5,5,4,4,0,1,"00/01"
"D1","28/04/01","Stuttgart","Werder Bremen",2,1,"H",1,0,"H",13,5,22,19,7,3,2,0,0,0,"00/01"
"D1","28/04/01","Kaiserslautern","Leverkusen",0,1,"A",0,1,"A",6,4,13,14,5,4,5,3,0,0,"00/01"
"D1","28/04/01","Hertha","Ein Frankfurt",3,0,"H",3,0,"H",17,6,20,16,6,2,1,1,0,0,"00/01"
"D1","28/04/01","Bochum","Schalke 04",1,1,"D",1,0,"H",8,15,19,13,3,6,2,1,0,0,"00/01"
"D1","28/04/01","Bayern Munich","Freiburg",1,0,"H",0,0,"D",20,6,18,11,14,9,1,0,0,0,"00/01"
"D1","28/04/01","FC Koln","Cottbus",4,0,"H",2,0,"H",18,13,17,18,2,4,1,3,0,0,"00/01"
"D1","27/04/01","Wolfsburg","Dortmund",1,1,"D",1,1,"D",15,8,17,11,7,7,4,1,0,0,"00/01"
"D1","22/04/01","Freiburg","Kaiserslautern",5,2,"H",5,0,"H",13,18,9,17,6,5,1,3,0,0,"00/01"
"D1","22/04/01","Munich 1860","Stuttgart",2,1,"H",1,1,"D",10,7,23,26,2,8,4,5,0,0,"00/01"
"D1","21/04/01","Werder Bremen","Wolfsburg",2,3,"A",1,2,"A",14,13,19,15,15,4,3,3,0,0,"00/01"
"D1","21/04/01","Schalke 04","Hertha",3,1,"H",0,1,"A",19,8,25,20,10,1,2,2,0,0,"00/01"
"D1","21/04/01","Leverkusen","Hamburg",1,1,"D",0,0,"D",18,12,26,27,7,1,2,0,1,0,"00/01"
"D1","21/04/01","Hansa Rostock","FC Koln",2,1,"H",1,0,"H",16,16,20,16,15,9,4,2,0,0,"00/01"
"D1","21/04/01","Ein Frankfurt","Bayern Munich",0,2,"A",0,1,"A",8,17,17,9,3,2,1,1,0,0,"00/01"
"D1","21/04/01","Cottbus","Unterhaching",1,0,"H",0,0,"D",5,8,19,11,7,3,2,1,0,0,"00/01"
"D1","20/04/01","Dortmund","Bochum",5,0,"H",2,0,"H",24,10,20,20,3,2,1,2,0,0,"00/01"
"D1","15/04/01","Unterhaching","Hansa Rostock",1,1,"D",0,0,"D",14,4,23,25,9,5,2,0,0,0,"00/01"
"D1","15/04/01","Hamburg","FC Koln",1,1,"D",0,1,"A",26,10,23,21,13,3,4,5,0,1,"00/01"
"D1","14/04/01","Wolfsburg","Munich 1860",0,1,"A",0,1,"A",14,7,22,25,6,7,0,1,0,0,"00/01"
"D1","14/04/01","Leverkusen","Freiburg",1,3,"A",0,1,"A",15,7,20,9,8,4,2,1,0,0,"00/01"
"D1","14/04/01","Kaiserslautern","Ein Frankfurt",4,2,"H",1,2,"A",11,12,13,15,9,9,4,1,0,0,"00/01"
"D1","14/04/01","Hertha","Dortmund",1,0,"H",0,0,"D",15,9,22,10,5,5,3,2,1,0,"00/01"
"D1","14/04/01","Bochum","Werder Bremen",1,2,"A",0,1,"A",17,16,17,13,3,9,3,2,0,0,"00/01"
"D1","14/04/01","Bayern Munich","Schalke 04",1,3,"A",1,1,"D",15,9,17,9,7,3,3,2,0,0,"00/01"
"D1","12/04/01","Stuttgart","Cottbus",1,0,"H",0,0,"D",16,8,15,24,8,1,3,4,0,0,"00/01"
"D1","08/04/01","Schalke 04","Kaiserslautern",5,1,"H",2,0,"H",13,6,15,23,2,5,3,4,0,0,"00/01"
"D1","08/04/01","Hansa Rostock","Stuttgart",1,1,"D",0,0,"D",8,21,27,23,2,7,3,1,0,0,"00/01"
"D1","07/04/01","Werder Bremen","Hertha",3,1,"H",1,0,"H",18,12,17,18,8,8,1,3,0,0,"00/01"
"D1","07/04/01","Freiburg","Hamburg",0,0,"D",0,0,"D",9,9,16,25,7,2,3,4,0,0,"00/01"
"D1","07/04/01","Ein Frankfurt","Leverkusen",1,3,"A",0,1,"A",13,11,17,20,7,7,2,4,0,1,"00/01"
"D1","07/04/01","Dortmund","Bayern Munich",1,1,"D",0,1,"A",16,4,22,14,3,3,2,10,1,2,"00/01"
"D1","07/04/01","Munich 1860","Bochum",2,4,"A",0,1,"A",18,17,17,16,11,5,2,0,0,0,"00/01"
"D1","07/04/01","FC Koln","Unterhaching",1,1,"D",1,0,"H",11,7,17,19,8,4,2,2,0,0,"00/01"
"D1","06/04/01","Cottbus","Wolfsburg",0,0,"D",0,0,"D",11,5,16,27,10,1,1,3,0,0,"00/01"
"D1","01/04/01","Kaiserslautern","Dortmund",1,4,"A",0,1,"A",12,12,12,10,7,7,1,1,0,0,"00/01"
"D1","01/04/01","Bochum","Cottbus",1,0,"H",0,0,"D",13,6,14,15,14,5,1,1,0,0,"00/01"
"D1","31/03/01","Stuttgart","FC Koln",0,3,"A",0,2,"A",15,5,10,16,15,1,0,3,0,0,"00/01"
"D1","31/03/01","Leverkusen","Schalke 04",0,3,"A",0,1,"A",10,7,16,20,5,2,4,2,0,0,"00/01"
"D1","31/03/01","Hertha","Munich 1860",3,0,"H",1,0,"H",13,10,13,18,10,5,1,2,0,0,"00/01"
"D1","31/03/01","Hamburg","Unterhaching",1,1,"D",0,0,"D",16,8,17,19,7,3,3,0,0,0,"00/01"
"D1","31/03/01","Freiburg","Ein Frankfurt",5,2,"H",2,0,"H",11,14,14,11,6,4,3,4,0,0,"00/01"
"D1","31/03/01","Bayern Munich","Werder Bremen",2,3,"A",0,1,"A",13,16,13,16,7,5,3,3,0,0,"00/01"
"D1","30/03/01","Wolfsburg","Hansa Rostock",2,1,"H",1,0,"H",11,10,21,20,5,6,2,1,0,0,"00/01"
"D1","18/03/01","Werder Bremen","Kaiserslautern",1,2,"A",0,2,"A",12,15,17,27,12,3,4,4,0,0,"00/01"
"D1","18/03/01","Unterhaching","Stuttgart",0,0,"D",0,0,"D",10,24,14,22,3,11,0,2,0,0,"00/01"
"D1","17/03/01","Schalke 04","Freiburg",0,0,"D",0,0,"D",18,6,19,16,6,1,2,3,0,1,"00/01"
"D1","17/03/01","Hansa Rostock","Bochum",2,0,"H",0,0,"D",17,11,16,12,7,3,2,4,0,1,"00/01"
"D1","17/03/01","Ein Frankfurt","Hamburg",1,1,"D",0,0,"D",11,8,12,15,7,3,3,1,0,0,"00/01"
"D1","17/03/01","Dortmund","Leverkusen",1,3,"A",1,2,"A",16,10,20,18,6,5,4,4,0,1,"00/01"
"D1","17/03/01","Cottbus","Hertha",3,0,"H",2,0,"H",8,9,22,20,1,4,3,2,0,0,"00/01"
"D1","17/03/01","Munich 1860","Bayern Munich",0,2,"A",0,0,"D",21,16,18,11,9,3,0,3,0,0,"00/01"
"D1","16/03/01","FC Koln","Wolfsburg",0,0,"D",0,0,"D",9,14,10,13,3,6,0,1,0,0,"00/01"
"D1","11/03/01","Kaiserslautern","Munich 1860",3,2,"H",0,0,"D",16,13,22,17,2,10,4,4,0,0,"00/01"
"D1","11/03/01","Hamburg","Stuttgart",2,2,"D",2,1,"H",7,7,11,31,5,3,1,2,0,0,"00/01"
"D1","10/03/01","Wolfsburg","Unterhaching",6,1,"H",2,1,"H",16,6,11,14,7,2,2,2,0,1,"00/01"
"D1","10/03/01","Hertha","Hansa Rostock",1,0,"H",0,0,"D",15,4,24,18,6,3,2,3,0,1,"00/01"
"D1","10/03/01","Freiburg","Dortmund",2,2,"D",1,2,"A",12,22,13,12,6,9,2,2,0,0,"00/01"
"D1","10/03/01","Ein Frankfurt","Schalke 04",0,0,"D",0,0,"D",15,10,22,15,4,5,1,4,0,0,"00/01"
"D1","10/03/01","Bochum","FC Koln",2,3,"A",2,1,"H",12,14,12,16,7,4,3,3,1,3,"00/01"
"D1","10/03/01","Bayern Munich","Cottbus",2,0,"H",2,0,"H",18,7,14,18,2,2,3,0,0,0,"00/01"
"D1","09/03/01","Leverkusen","Werder Bremen",3,0,"H",1,0,"H",18,5,29,22,5,6,3,3,0,0,"00/01"
"D1","07/03/01","Hertha","Unterhaching",2,1,"H",0,0,"D",12,8,14,10,7,2,2,2,0,0,"00/01"
"D1","04/03/01","Schalke 04","Hamburg",0,1,"A",0,0,"D",18,15,21,16,8,5,2,3,0,0,"00/01"
"D1","04/03/01","Munich 1860","Leverkusen",1,0,"H",0,0,"D",11,15,26,17,4,4,1,5,1,1,"00/01"
"D1","03/03/01","Werder Bremen","Freiburg",3,1,"H",2,0,"H",27,9,19,18,14,2,2,2,0,0,"00/01"
"D1","03/03/01","Unterhaching","Bochum",2,1,"H",1,1,"D",17,8,13,22,11,7,1,3,0,2,"00/01"
"D1","03/03/01","Stuttgart","Wolfsburg",2,1,"H",1,0,"H",7,8,27,29,2,3,4,2,0,0,"00/01"
"D1","03/03/01","Hansa Rostock","Bayern Munich",3,2,"H",1,1,"D",7,17,21,18,4,7,2,5,0,1,"00/01"
"D1","03/03/01","Cottbus","Kaiserslautern",0,2,"A",0,0,"D",7,6,22,16,4,7,2,0,0,1,"00/01"
"D1","03/03/01","FC Koln","Hertha",1,0,"H",0,0,"D",12,8,10,11,9,11,0,1,0,0,"00/01"
"D1","02/03/01","Dortmund","Ein Frankfurt",6,1,"H",1,0,"H",29,11,14,11,10,0,3,3,0,1,"00/01"
"D1","25/02/01","Kaiserslautern","Hansa Rostock",0,1,"A",0,1,"A",20,8,23,26,11,2,3,3,1,0,"00/01"
"D1","25/02/01","Bochum","Stuttgart",0,0,"D",0,0,"D",14,15,27,26,9,7,2,2,0,0,"00/01"
"D1","24/02/01","Schalke 04","Dortmund",0,0,"D",0,0,"D",7,6,18,23,8,7,4,4,0,0,"00/01"
"D1","24/02/01","Hamburg","Wolfsburg",3,2,"H",2,1,"H",12,16,17,14,7,9,2,3,0,0,"00/01"
"D1","24/02/01","Freiburg","Munich 1860",0,3,"A",0,2,"A",21,22,13,20,7,11,3,3,0,0,"00/01"
"D1","24/02/01","Ein Frankfurt","Werder Bremen",1,2,"A",0,1,"A",11,11,17,13,4,4,2,1,0,0,"00/01"
"D1","24/02/01","Bayern Munich","FC Koln",1,1,"D",0,1,"A",21,5,15,17,10,2,1,3,0,0,"00/01"
"D1","23/02/01","Leverkusen","Cottbus",1,3,"A",0,2,"A",21,11,21,19,9,3,2,4,0,0,"00/01"
"D1","18/02/01","Stuttgart","Hertha",0,1,"A",0,0,"D",10,4,27,15,6,5,1,1,0,0,"00/01"
"D1","18/02/01","FC Koln","Kaiserslautern",0,1,"A",0,1,"A",19,15,16,18,11,6,2,4,0,0,"00/01"
"D1","17/02/01","Wolfsburg","Bochum",0,0,"D",0,0,"D",20,4,22,17,14,3,1,1,0,0,"00/01"
"D1","17/02/01","Werder Bremen","Schalke 04",2,1,"H",2,0,"H",12,9,18,19,2,4,1,2,0,0,"00/01"
"D1","17/02/01","Unterhaching","Bayern Munich",1,0,"H",0,0,"D",10,17,15,14,4,8,0,2,0,0,"00/01"
"D1","17/02/01","Hansa Rostock","Leverkusen",2,1,"H",1,1,"D",4,10,22,27,3,5,2,3,1,0,"00/01"
"D1","17/02/01","Dortmund","Hamburg",4,2,"H",1,0,"H",13,11,17,24,3,2,1,2,0,1,"00/01"
"D1","17/02/01","Cottbus","Freiburg",0,2,"A",0,0,"D",23,11,23,24,4,3,5,4,0,0,"00/01"
"D1","16/02/01","Munich 1860","Ein Frankfurt",2,2,"D",0,1,"A",18,9,15,13,13,4,1,3,0,0,"00/01"
"D1","11/02/01","Freiburg","Hansa Rostock",0,0,"D",0,0,"D",12,8,16,19,7,7,2,4,0,0,"00/01"
"D1","11/02/01","Dortmund","Werder Bremen",0,0,"D",0,0,"D",18,9,19,27,15,4,2,3,0,0,"00/01"
"D1","10/02/01","Schalke 04","Munich 1860",2,0,"H",0,0,"D",15,1,23,17,4,3,2,0,0,1,"00/01"
"D1","10/02/01","Leverkusen","FC Koln",4,1,"H",0,1,"A",23,8,29,24,13,0,2,5,0,0,"00/01"
"D1","10/02/01","Kaiserslautern","Unterhaching",4,0,"H",3,0,"H",23,3,15,15,11,8,1,3,0,1,"00/01"
"D1","10/02/01","Hertha","Wolfsburg",1,3,"A",0,1,"A",5,10,5,5,0,2,1,3,0,0,"00/01"
"D1","10/02/01","Hamburg","Bochum",3,0,"H",3,0,"H",19,8,27,11,5,1,1,5,0,0,"00/01"
"D1","10/02/01","Bayern Munich","Stuttgart",1,0,"H",1,0,"H",11,7,17,14,8,1,4,1,0,0,"00/01"
"D1","09/02/01","Ein Frankfurt","Cottbus",1,0,"H",0,0,"D",13,15,15,16,6,8,2,2,0,0,"00/01"
"D1","04/02/01","Unterhaching","Leverkusen",1,2,"A",1,1,"D",16,10,20,23,3,4,2,2,1,0,"00/01"
"D1","04/02/01","Hansa Rostock","Ein Frankfurt",0,2,"A",0,2,"A",10,12,18,34,16,3,1,3,1,2,"00/01"
"D1","03/02/01","Wolfsburg","Bayern Munich",1,3,"A",1,2,"A",11,11,11,11,6,2,0,1,0,0,"00/01"
"D1","03/02/01","Werder Bremen","Hamburg",3,1,"H",1,0,"H",15,14,21,21,3,6,4,3,0,0,"00/01"
"D1","03/02/01","Stuttgart","Kaiserslautern",6,1,"H",3,1,"H",17,11,17,21,1,6,2,4,0,0,"00/01"
"D1","03/02/01","Cottbus","Schalke 04",4,1,"H",2,0,"H",19,20,18,24,5,3,2,1,0,1,"00/01"
"D1","03/02/01","Bochum","Hertha",1,3,"A",0,1,"A",12,14,17,19,9,5,2,2,0,0,"00/01"
"D1","03/02/01","FC Koln","Freiburg",0,1,"A",0,0,"D",11,17,19,16,1,7,1,4,0,0,"00/01"
"D1","02/02/01","Munich 1860","Dortmund",1,0,"H",0,0,"D",19,15,25,31,7,3,4,4,0,1,"00/01"
"D1","28/01/01","Leverkusen","Stuttgart",4,0,"H",0,0,"D",17,5,16,13,11,3,2,2,0,1,"00/01"
"D1","28/01/01","Hamburg","Hertha",1,2,"A",1,0,"H",9,11,20,26,3,3,2,2,1,1,"00/01"
"D1","27/01/01","Werder Bremen","Munich 1860",2,0,"H",0,0,"D",14,6,14,12,6,8,1,3,0,0,"00/01"
"D1","27/01/01","Kaiserslautern","Wolfsburg",0,0,"D",0,0,"D",13,4,18,16,9,1,2,2,1,1,"00/01"
"D1","27/01/01","Freiburg","Unterhaching",2,0,"H",1,0,"H",6,4,10,9,2,3,1,0,0,0,"00/01"
"D1","27/01/01","Ein Frankfurt","FC Koln",1,5,"A",0,4,"A",12,11,24,21,17,4,4,1,0,0,"00/01"
"D1","27/01/01","Dortmund","Cottbus",2,0,"H",0,0,"D",17,4,13,20,7,0,0,4,0,0,"00/01"
"D1","27/01/01","Bayern Munich","Bochum",3,2,"H",1,1,"D",16,5,11,14,7,4,0,1,0,0,"00/01"
"D1","26/01/01","Schalke 04","Hansa Rostock",2,0,"H",1,0,"H",21,4,19,20,10,4,0,2,0,0,"00/01"
"D1","20/12/00","Unterhaching","Werder Bremen",0,0,"D",0,0,"D",7,5,16,21,11,7,1,0,0,0,"00/01"
"D1","17/12/00","Hertha","Bayern Munich",1,3,"A",1,2,"A",10,9,16,18,5,5,1,2,0,0,"00/01"
"D1","17/12/00","Cottbus","Werder Bremen",3,1,"H",2,1,"H",14,11,21,18,4,4,2,4,0,0,"00/01"
"D1","16/12/00","Wolfsburg","Leverkusen",2,0,"H",0,0,"D",19,11,19,22,5,6,2,3,0,0,"00/01"
"D1","16/12/00","Stuttgart","Freiburg",0,0,"D",0,0,"D",22,4,20,28,14,2,2,3,0,0,"00/01"
"D1","16/12/00","Hansa Rostock","Dortmund",1,2,"A",0,1,"A",13,12,19,13,13,4,2,2,0,0,"00/01"
"D1","16/12/00","Bochum","Kaiserslautern",0,1,"A",0,1,"A",12,8,23,14,5,2,2,4,1,0,"00/01"
"D1","16/12/00","Munich 1860","Hamburg",2,1,"H",1,0,"H",15,12,21,17,6,4,0,3,0,1,"00/01"
"D1","16/12/00","FC Koln","Schalke 04",2,2,"D",0,2,"A",12,14,20,20,3,8,4,2,1,0,"00/01"
"D1","15/12/00","Unterhaching","Ein Frankfurt",2,0,"H",1,0,"H",14,9,17,19,7,4,2,4,0,0,"00/01"
"D1","13/12/00","Hertha","Kaiserslautern",2,4,"A",0,2,"A",17,16,19,18,4,0,2,2,1,0,"00/01"
"D1","13/12/00","Hansa Rostock","Werder Bremen",5,2,"H",2,1,"H",9,18,21,18,5,11,2,5,0,0,"00/01"
"D1","13/12/00","Cottbus","Munich 1860",2,3,"A",2,0,"H",20,20,28,30,1,9,1,1,0,0,"00/01"
"D1","13/12/00","Bochum","Leverkusen",3,2,"H",1,0,"H",10,11,11,15,5,12,1,3,0,0,"00/01"
"D1","13/12/00","Bayern Munich","Hamburg",2,1,"H",0,1,"A",11,8,20,18,5,5,2,4,0,0,"00/01"
"D1","13/12/00","FC Koln","Dortmund",0,0,"D",0,0,"D",14,11,17,17,8,3,1,3,0,0,"00/01"
"D1","12/12/00","Wolfsburg","Freiburg",1,2,"A",0,1,"A",14,7,10,8,5,4,2,2,0,0,"00/01"
"D1","12/12/00","Unterhaching","Schalke 04",0,2,"A",0,1,"A",11,14,13,19,8,2,2,1,0,0,"00/01"
"D1","12/12/00","Stuttgart","Ein Frankfurt",4,1,"H",1,1,"D",15,8,18,18,8,7,2,3,0,0,"00/01"
"D1","10/12/00","Werder Bremen","FC Koln",2,1,"H",0,0,"D",13,12,12,14,9,8,3,2,1,0,"00/01"
"D1","10/12/00","Leverkusen","Hertha",4,0,"H",2,0,"H",14,7,22,16,2,3,1,2,0,1,"00/01"
"D1","10/12/00","Hamburg","Cottbus",2,1,"H",0,1,"A",12,11,16,16,8,3,2,2,0,0,"00/01"
"D1","09/12/00","Schalke 04","Stuttgart",2,1,"H",1,0,"H",12,11,21,20,6,3,3,2,0,1,"00/01"
"D1","09/12/00","Kaiserslautern","Bayern Munich",0,0,"D",0,0,"D",26,9,24,18,10,5,1,6,0,0,"00/01"
"D1","09/12/00","Freiburg","Bochum",5,0,"H",1,0,"H",20,14,7,15,5,3,2,4,0,1,"00/01"
"D1","09/12/00","Dortmund","Unterhaching",3,0,"H",3,0,"H",23,6,14,11,5,6,2,1,0,0,"00/01"
"D1","09/12/00","Munich 1860","Hansa Rostock",2,1,"H",1,0,"H",18,16,18,20,4,9,3,3,0,0,"00/01"
"D1","08/12/00","Ein Frankfurt","Wolfsburg",1,2,"A",1,0,"H",14,15,18,11,6,4,5,1,0,0,"00/01"
"D1","03/12/00","Kaiserslautern","Hamburg",2,1,"H",0,0,"D",14,7,15,31,9,5,3,4,0,0,"00/01"
"D1","03/12/00","Cottbus","Hansa Rostock",1,0,"H",0,0,"D",11,5,20,20,5,3,3,3,1,1,"00/01"
"D1","02/12/00","Wolfsburg","Schalke 04",2,0,"H",0,0,"D",16,12,12,17,10,5,3,2,0,0,"00/01"
"D1","02/12/00","Stuttgart","Dortmund",0,2,"A",0,1,"A",10,10,21,19,5,4,1,2,0,0,"00/01"
"D1","02/12/00","Hertha","Freiburg",2,2,"D",2,1,"H",18,7,17,18,6,0,4,3,0,0,"00/01"
"D1","02/12/00","Bochum","Ein Frankfurt",2,1,"H",2,0,"H",13,20,18,9,10,5,1,2,0,0,"00/01"
"D1","02/12/00","Bayern Munich","Leverkusen",2,0,"H",1,0,"H",18,7,18,20,5,5,4,2,0,1,"00/01"
"D1","02/12/00","FC Koln","Munich 1860",4,0,"H",1,0,"H",18,6,15,16,7,5,2,4,0,0,"00/01"
"D1","26/11/00","Werder Bremen","Stuttgart",1,0,"H",0,0,"D",9,5,21,29,8,3,1,1,0,1,"00/01"
"D1","26/11/00","Leverkusen","Kaiserslautern",4,2,"H",2,1,"H",16,14,25,22,8,4,2,3,0,0,"00/01"
"D1","26/11/00","Munich 1860","Unterhaching",0,2,"A",0,1,"A",16,16,8,15,8,5,4,0,0,0,"00/01"
"D1","25/11/00","Hansa Rostock","Hamburg",1,0,"H",0,0,"D",15,4,30,26,13,3,2,2,0,0,"00/01"
"D1","25/11/00","Freiburg","Bayern Munich",1,1,"D",1,1,"D",10,19,23,25,2,9,3,5,0,0,"00/01"
"D1","25/11/00","Ein Frankfurt","Hertha",0,4,"A",0,2,"A",15,18,23,16,11,4,1,2,1,0,"00/01"
"D1","25/11/00","Dortmund","Wolfsburg",2,1,"H",2,1,"H",18,18,17,19,2,6,1,2,0,0,"00/01"
"D1","25/11/00","Cottbus","FC Koln",0,2,"A",0,1,"A",12,11,19,17,9,2,0,1,0,0,"00/01"
"D1","24/11/00","Schalke 04","Bochum",2,1,"H",1,0,"H",16,9,25,25,4,2,3,1,0,0,"00/01"
"D1","19/11/00","Unterhaching","Cottbus",2,1,"H",2,0,"H",9,7,9,18,5,4,4,1,0,0,"00/01"
"D1","19/11/00","Bochum","Dortmund",1,1,"D",0,0,"D",16,20,22,23,8,10,4,2,0,0,"00/01"
"D1","18/11/00","Wolfsburg","Werder Bremen",1,1,"D",0,1,"A",15,9,18,14,9,5,3,2,0,0,"00/01"
"D1","18/11/00","Kaiserslautern","Freiburg",0,2,"A",0,1,"A",18,6,14,19,7,3,1,3,0,0,"00/01"
"D1","18/11/00","Hertha","Schalke 04",0,4,"A",0,2,"A",14,20,17,24,5,6,2,1,0,0,"00/01"
"D1","18/11/00","Hamburg","Leverkusen",1,3,"A",1,2,"A",10,7,24,12,3,4,1,2,0,0,"00/01"
"D1","18/11/00","Bayern Munich","Ein Frankfurt",1,2,"A",1,1,"D",21,12,19,26,10,3,2,1,0,0,"00/01"
"D1","18/11/00","FC Koln","Hansa Rostock",5,2,"H",3,2,"H",18,9,21,19,5,8,2,1,0,1,"00/01"
"D1","17/11/00","Stuttgart","Munich 1860",2,2,"D",1,0,"H",20,9,20,17,7,2,0,2,0,0,"00/01"
"D1","12/11/00","Ein Frankfurt","Kaiserslautern",3,1,"H",1,0,"H",9,16,8,11,8,4,1,4,0,0,"00/01"
"D1","12/11/00","Cottbus","Stuttgart",2,1,"H",1,1,"D",14,12,18,18,10,6,3,2,0,0,"00/01"
"D1","11/11/00","Werder Bremen","Bochum",2,0,"H",0,0,"D",22,6,20,17,10,8,0,1,0,0,"00/01"
"D1","11/11/00","Schalke 04","Bayern Munich",3,2,"H",0,1,"A",13,6,19,24,4,2,3,5,0,0,"00/01"
"D1","11/11/00","Hansa Rostock","Unterhaching",2,2,"D",0,1,"A",16,13,17,17,9,9,3,2,0,0,"00/01"
"D1","11/11/00","Freiburg","Leverkusen",0,1,"A",0,0,"D",6,21,17,12,1,11,2,4,0,0,"00/01"
"D1","11/11/00","Munich 1860","Wolfsburg",2,2,"D",2,1,"H",11,19,25,23,6,8,1,3,0,0,"00/01"
"D1","11/11/00","FC Koln","Hamburg",4,2,"H",2,0,"H",17,8,19,14,9,6,2,4,1,0,"00/01"
"D1","10/11/00","Dortmund","Hertha",2,0,"H",1,0,"H",21,11,15,20,4,3,1,1,0,0,"00/01"
"D1","05/11/00","Wolfsburg","Cottbus",1,1,"D",0,1,"A",26,11,14,22,7,7,1,3,0,0,"00/01"
"D1","05/11/00","Unterhaching","FC Koln",0,0,"D",0,0,"D",6,9,15,11,4,5,2,1,0,1,"00/01"
"D1","04/11/00","Stuttgart","Hansa Rostock",1,0,"H",1,0,"H",16,7,17,15,0,4,2,3,0,0,"00/01"
"D1","04/11/00","Kaiserslautern","Schalke 04",3,2,"H",0,1,"A",14,7,13,20,4,3,3,2,0,0,"00/01"
"D1","04/11/00","Hertha","Werder Bremen",4,1,"H",2,0,"H",16,12,21,18,7,6,1,2,0,1,"00/01"
"D1","04/11/00","Hamburg","Freiburg",5,0,"H",4,0,"H",21,11,20,15,3,3,1,2,0,0,"00/01"
"D1","04/11/00","Bochum","Munich 1860",1,1,"D",0,0,"D",14,18,12,24,7,3,2,4,0,0,"00/01"
"D1","04/11/00","Bayern Munich","Dortmund",6,2,"H",3,1,"H",24,17,20,17,7,7,4,5,0,1,"00/01"
"D1","03/11/00","Leverkusen","Ein Frankfurt",1,0,"H",0,0,"D",26,3,13,16,8,3,1,2,0,0,"00/01"
"D1","29/10/00","Munich 1860","Hertha",0,1,"A",0,0,"D",23,16,20,26,6,4,1,1,0,0,"00/01"
