"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","IWH","season"
"E2","07/05/05","Walsall","Stockport",3,0,"H",0,0,"D",18,10,7,8,11,14,4,4,1,1,0,0,1.53,3.5,5.5,1.45,3.75,6.5,1.5,"04/05"
"E2","07/05/05","Swindon","Chesterfield",1,1,"D",1,1,"D",10,5,4,3,7,6,4,1,0,0,0,0,1.8,3.25,4,1.8,3.25,4,1.8,"04/05"
"E2","07/05/05","Sheffield Weds","Bristol City",2,3,"A",0,2,"A",5,15,3,5,3,3,3,4,0,0,1,0,2.1,3.4,2.8,1.95,3.2,3.5,2,"04/05"
"E2","07/05/05","Port Vale","Peterboro",1,0,"H",0,0,"D",19,8,10,4,9,12,13,5,1,1,0,0,1.72,3.5,4,1.7,3.3,4.5,1.65,"04/05"
"E2","07/05/05","Oldham","Bradford",2,1,"H",2,1,"H",10,13,4,9,14,18,5,4,3,3,0,0,1.72,3.5,4,1.75,3.3,4.2,1.7,"04/05"
"E2","07/05/05","Milton Keynes Dons","Tranmere",2,1,"H",1,0,"H",5,7,2,4,16,19,2,7,1,2,0,0,1.9,3.5,3.25,2.1,3.45,2.9,1.9,"04/05"
"E2","07/05/05","Doncaster","Luton",3,3,"D",1,2,"A",16,9,5,4,9,16,5,6,2,1,0,0,2.75,3.25,2.25,2.9,3.2,2.2,2.7,"04/05"
"E2","07/05/05","Colchester","Torquay",2,1,"H",1,0,"H",17,8,8,3,13,12,1,3,3,1,0,0,2.5,3.4,2.3,2.35,3.25,2.65,2.5,"04/05"
"E2","07/05/05","Brentford","Hull",2,1,"H",1,1,"D",8,10,3,3,13,15,3,6,2,1,0,0,2.5,3.2,2.5,2.15,3.3,2.9,2.2,"04/05"
"E2","07/05/05","Bournemouth","Hartlepool",2,2,"D",2,1,"H",10,10,7,4,15,17,3,3,2,1,0,0,2.2,3.25,2.8,2.1,3.1,3.2,2,"04/05"
"E2","03/05/05","Wrexham","Brentford",1,2,"A",1,0,"H",9,8,5,5,16,15,9,6,1,2,0,0,2.37,3.6,2.37,2.25,3.55,2.6,2.3,"04/05"
"E2","30/04/05","Torquay","Blackpool",2,0,"H",1,0,"H",6,5,4,5,10,8,4,7,1,2,0,0,1.72,3.5,4,1.7,3.6,4.1,1.65,"04/05"
"E2","30/04/05","Stockport","Wrexham",1,4,"A",1,4,"A",11,14,7,9,11,12,8,7,1,1,0,0,2.62,3.6,2.2,2.95,3.4,2.1,2.8,"04/05"
"E2","30/04/05","Peterboro","Milton Keynes Dons",0,3,"A",0,2,"A",5,17,2,11,13,11,2,6,2,2,0,0,2.6,3.4,2.25,2.8,3.2,2.3,2.8,"04/05"
"E2","30/04/05","Luton","Brentford",4,2,"H",1,2,"A",20,7,9,4,15,25,3,5,2,4,0,0,1.9,3.5,3.25,2,3.5,3.1,2.1,"04/05"
"E2","30/04/05","Hull","Sheffield Weds",1,2,"A",0,1,"A",6,13,4,6,10,8,5,9,2,2,0,0,2.2,3.4,2.75,2.2,3.4,2.75,2.2,"04/05"
"E2","30/04/05","Huddersfield","Swindon",4,0,"H",0,0,"D",15,4,9,3,11,9,3,7,2,1,0,2,1.8,3.4,3.75,1.75,3.35,4.15,1.8,"04/05"
"E2","30/04/05","Hartlepool","Walsall",1,3,"A",0,3,"A",7,13,3,7,10,9,4,5,1,3,0,0,1.5,4,5,1.45,3.9,6,1.4,"04/05"
"E2","30/04/05","Chesterfield","Oldham",1,0,"H",0,0,"D",13,13,7,3,13,11,6,6,1,2,0,0,2.37,3.4,2.5,2.4,3.5,2.5,2.5,"04/05"
"E2","30/04/05","Bristol City","Doncaster",2,2,"D",0,1,"A",22,9,14,4,9,14,13,3,2,3,0,0,1.72,3.5,4,1.65,3.5,4.5,1.65,"04/05"
"E2","30/04/05","Bradford","Bournemouth",4,2,"H",2,0,"H",11,15,8,10,11,11,5,8,4,1,0,0,2.62,3.4,2.25,2.8,3.25,2.25,2.8,"04/05"
"E2","30/04/05","Barnsley","Colchester",1,1,"D",1,0,"H",9,10,4,5,13,11,5,1,2,2,0,0,2,3.25,3.25,1.95,3.2,3.5,2,"04/05"
"E2","29/04/05","Tranmere","Port Vale",1,0,"H",1,0,"H",11,6,8,1,15,7,10,3,2,1,0,0,1.57,3.4,5.5,1.45,3.75,6.5,1.55,"04/05"
"E2","26/04/05","Port Vale","Wrexham",0,2,"A",0,2,"A",6,9,3,5,7,8,5,5,2,2,0,0,2,3.75,2.87,2.05,3.45,3,2,"04/05"
"E2","23/04/05","Wrexham","Luton",1,2,"A",1,0,"H",5,11,1,4,13,15,0,4,2,0,0,0,3,3.5,2,2.9,3.35,2.15,2.9,"04/05"
"E2","23/04/05","Walsall","Hull",3,0,"H",1,0,"H",21,7,11,4,11,11,7,2,0,1,0,0,2.75,3.4,2.2,2.8,3.35,2.2,2.6,"04/05"
"E2","23/04/05","Swindon","Tranmere",2,1,"H",0,1,"A",8,8,4,3,16,13,3,4,2,1,0,0,2.6,3.2,2.4,2.6,3.2,2.4,2.5,"04/05"
"E2","23/04/05","Sheffield Weds","Stockport",0,0,"D",0,0,"D",12,1,7,0,1,4,7,2,0,4,0,0,1.33,4.33,7.5,1.35,4.25,7.25,1.3,"04/05"
"E2","23/04/05","Port Vale","Barnsley",5,0,"H",2,0,"H",13,3,9,2,10,6,7,2,3,2,0,0,2.1,3.4,2.87,2.15,3.3,2.9,2,"04/05"
"E2","23/04/05","Oldham","Torquay",1,2,"A",1,1,"D",6,16,5,13,16,19,3,4,2,1,0,0,2.1,3.25,3,2,3.2,3.35,1.9,"04/05"
"E2","23/04/05","Milton Keynes Dons","Bristol City",1,2,"A",1,1,"D",21,16,13,12,7,10,8,3,1,2,0,0,2.25,3.5,2.6,2.35,3.4,2.5,2.3,"04/05"
"E2","23/04/05","Doncaster","Hartlepool",2,0,"H",0,0,"D",11,9,6,4,10,7,6,8,0,1,0,0,2.5,3.4,2.37,2.5,3.2,2.5,2.5,"04/05"
"E2","23/04/05","Colchester","Bradford",0,0,"D",0,0,"D",18,15,10,6,10,13,3,4,1,1,0,0,2.25,3.25,2.75,2.25,3.25,2.8,2.2,"04/05"
"E2","23/04/05","Brentford","Huddersfield",0,1,"A",0,1,"A",8,4,4,2,15,17,7,2,3,3,0,0,1.61,3.4,5,1.65,3.4,4.75,1.6,"04/05"
"E2","23/04/05","Bournemouth","Peterboro",0,1,"A",0,1,"A",21,10,12,3,11,11,13,2,0,1,0,0,1.4,4,6.5,1.4,3.9,7,1.35,"04/05"
"E2","23/04/05","Blackpool","Chesterfield",1,0,"H",1,0,"H",10,14,6,10,19,16,4,7,1,4,0,0,1.9,3.25,3.5,2,3.25,3.35,1.9,"04/05"
"E2","16/04/05","Tranmere","Blackpool",0,0,"D",0,0,"D",14,10,6,6,7,14,7,3,1,3,0,0,1.53,3.5,5.5,1.5,3.6,6,1.5,"04/05"
"E2","16/04/05","Torquay","Port Vale",1,0,"H",0,0,"D",11,9,5,6,9,11,11,7,1,4,0,0,2.2,3.4,2.75,2.15,3.2,3,2.1,"04/05"
"E2","16/04/05","Stockport","Doncaster",2,4,"A",2,1,"H",5,17,2,12,10,17,3,5,1,1,0,0,2.75,3.4,2.2,2.9,3.3,2.15,2.8,"04/05"
"E2","16/04/05","Peterboro","Walsall",0,2,"A",0,0,"D",8,19,2,10,10,10,2,6,0,1,0,0,2.37,3.4,2.5,2.45,3.2,2.55,2.4,"04/05"
"E2","16/04/05","Luton","Milton Keynes Dons",1,0,"H",1,0,"H",12,5,3,2,15,20,5,2,1,3,0,0,1.44,3.75,6.5,1.45,3.8,6.8,1.45,"04/05"
"E2","16/04/05","Hull","Swindon",0,0,"D",0,0,"D",19,10,8,4,11,24,9,2,0,2,0,0,1.44,3.75,6.5,1.45,3.75,6.5,1.45,"04/05"
"E2","16/04/05","Huddersfield","Colchester",2,2,"D",1,1,"D",3,5,2,2,6,11,0,6,0,1,0,0,1.8,3.25,4,1.75,3.35,4.1,1.75,"04/05"
"E2","16/04/05","Chesterfield","Bournemouth",2,3,"A",1,0,"H",16,14,11,9,13,15,8,3,2,2,0,0,2.5,3.4,2.37,2.5,3.2,2.5,2.6,"04/05"
"E2","16/04/05","Bristol City","Wrexham",1,0,"H",0,0,"D",16,6,9,2,11,12,8,3,0,1,0,0,1.72,3.5,4,1.7,3.3,4.5,1.7,"04/05"
"E2","16/04/05","Bradford","Brentford",4,1,"H",4,0,"H",15,11,8,6,13,14,4,7,1,2,0,0,2.7,3.2,2.3,2.75,3.2,2.3,2.6,"04/05"
"E2","16/04/05","Barnsley","Oldham",2,2,"D",1,1,"D",11,17,10,13,16,10,7,9,0,2,0,0,1.83,3.25,3.75,1.85,3.25,3.75,1.9,"04/05"
"E2","15/04/05","Hartlepool","Sheffield Weds",3,0,"H",2,0,"H",11,12,7,7,9,17,6,9,1,1,0,0,2.2,3.25,2.8,2.2,3.2,2.9,2.2,"04/05"
"E2","13/04/05","Swindon","Bristol City",0,0,"D",0,0,"D",15,11,5,6,17,15,5,5,1,3,0,0,2.2,3.25,2.8,2.3,3.25,2.7,2.2,"04/05"
"E2","12/04/05","Stockport","Blackpool",0,1,"A",0,1,"A",8,9,5,4,13,9,4,2,1,0,0,0,2.62,3.3,2.3,3,3.1,2.2,2.9,"04/05"
"E2","12/04/05","Brentford","Tranmere",1,0,"H",0,0,"D",6,3,2,1,15,9,6,2,0,2,0,0,2.25,3.2,2.75,2.2,3.2,2.9,2.1,"04/05"
"E2","10/04/05","Bradford","Hull",0,2,"A",0,1,"A",15,7,6,3,18,13,5,4,2,1,0,0,2.8,3.25,2.2,3,3.3,2.1,2.7,"04/05"
"E2","09/04/05","Torquay","Milton Keynes Dons",1,0,"H",0,0,"D",17,11,12,7,13,14,4,1,3,2,0,0,2.25,3.2,2.8,2.35,3.25,2.65,2.2,"04/05"
"E2","09/04/05","Swindon","Walsall",1,2,"A",0,1,"A",12,7,4,3,8,8,6,5,1,2,0,0,1.66,3.4,4.5,1.7,3.3,4.5,1.7,"04/05"
"E2","09/04/05","Port Vale","Chesterfield",1,0,"H",0,0,"D",13,9,4,6,14,10,7,7,2,0,0,0,2.2,3.4,2.75,1.95,3.2,3.5,2,"04/05"
"E2","09/04/05","Oldham","Sheffield Weds",1,1,"D",1,0,"H",7,9,2,5,18,12,7,5,0,2,0,1,2.5,3.4,2.37,2.7,3.35,2.25,2.6,"04/05"
"E2","09/04/05","Huddersfield","Doncaster",3,1,"H",2,1,"H",8,2,5,1,10,11,6,0,0,3,0,0,2.2,3.4,2.75,1.95,3.2,3.5,2,"04/05"
"E2","09/04/05","Colchester","Hartlepool",1,1,"D",1,0,"H",14,12,5,4,15,13,6,6,1,1,0,0,2.62,3.3,2.3,2.75,3.2,2.3,2.6,"04/05"
"E2","09/04/05","Brentford","Bristol City",1,0,"H",1,0,"H",7,2,3,0,13,16,5,2,1,1,0,0,1.9,3.25,3.5,2,3.35,3.2,1.9,"04/05"
"E2","09/04/05","Bournemouth","Luton",0,1,"A",0,0,"D",12,13,8,4,12,15,4,6,1,0,0,1,2.62,3.2,2.37,2.8,3.2,2.25,2.6,"04/05"
"E2","09/04/05","Blackpool","Peterboro",0,1,"A",0,1,"A",10,13,5,9,12,12,3,8,1,0,0,0,1.61,3.4,5,1.75,3.5,3.95,1.6,"04/05"
"E2","08/04/05","Tranmere","Stockport",1,0,"H",0,0,"D",19,4,12,1,7,12,3,4,1,0,0,0,1.3,4.5,8,1.25,5,9,1.3,"04/05"
"E2","05/04/05","Hartlepool","Peterboro",2,2,"D",2,0,"H",12,5,4,5,9,16,5,4,0,3,0,0,1.4,3.75,7.5,1.35,4.3,7.25,1.35,"04/05"
"E2","05/04/05","Bristol City","Bournemouth",0,2,"A",0,0,"D",13,11,6,6,10,14,10,4,2,1,0,0,2,3.25,3.25,2.2,3.2,2.9,2,"04/05"
"E2","05/04/05","Barnsley","Wrexham",2,2,"D",1,0,"H",10,14,4,7,9,8,5,8,0,0,0,0,1.66,3.4,4.5,1.75,3.25,4.25,1.75,"04/05"
"E2","02/04/05","Wrexham","Bournemouth",1,2,"A",0,0,"D",16,10,9,7,11,10,5,3,2,0,0,0,2.37,3.2,2.62,2.5,3.2,2.5,2.5,"04/05"
"E2","02/04/05","Walsall","Torquay",1,1,"D",0,0,"D",8,13,4,6,16,14,5,6,2,1,0,0,1.9,3.25,3.5,2,3.2,3.35,1.9,"04/05"
"E2","02/04/05","Stockport","Brentford",1,2,"A",0,0,"D",3,15,2,6,6,12,5,11,0,0,0,0,3.25,3.25,2,3.4,3.4,1.9,3.5,"04/05"
"E2","02/04/05","Sheffield Weds","Tranmere",1,2,"A",1,1,"D",7,5,2,3,7,4,5,3,0,0,1,0,2,3.25,3.25,2.1,3.2,3.1,2.1,"04/05"
"E2","02/04/05","Peterboro","Huddersfield",1,2,"A",1,1,"D",9,6,5,3,6,9,8,2,0,4,0,0,2.5,3.2,2.5,2.6,3.2,2.4,2.5,"04/05"
"E2","02/04/05","Milton Keynes Dons","Oldham",1,1,"D",0,1,"A",19,4,9,2,9,10,6,1,1,2,0,0,2.1,3.25,3,2.1,3.2,3.1,2.1,"04/05"
"E2","02/04/05","Luton","Blackpool",1,0,"H",1,0,"H",10,7,5,1,15,17,9,4,1,1,0,0,1.57,3.4,5.5,1.5,3.6,6,1.5,"04/05"
"E2","02/04/05","Hull","Barnsley",2,1,"H",1,0,"H",11,14,6,11,11,24,7,10,1,5,0,0,1.66,3.5,4.33,1.5,3.6,6,1.6,"04/05"
"E2","02/04/05","Hartlepool","Swindon",3,0,"H",1,0,"H",11,10,5,3,7,14,3,5,0,1,0,0,1.9,3.25,3.5,1.8,3.25,4,1.9,"04/05"
"E2","02/04/05","Chesterfield","Bradford",0,0,"D",0,0,"D",5,9,3,4,9,12,8,6,0,1,0,0,2.25,3.25,2.75,2.25,3.15,2.85,2.2,"04/05"
"E2","02/04/05","Bristol City","Port Vale",2,0,"H",1,0,"H",11,8,6,6,15,10,8,3,0,2,0,0,1.61,3.4,5,1.7,3.3,4.5,1.7,"04/05"
"E2","01/04/05","Doncaster","Colchester",1,1,"D",0,1,"A",10,8,6,4,7,8,7,7,2,1,0,0,1.72,3.5,4,1.85,3.25,3.75,1.75,"04/05"
"E2","29/03/05","Huddersfield","Sheffield Weds",1,0,"H",1,0,"H",10,2,3,1,9,19,5,2,4,1,0,1,2.62,3.2,2.37,3,3.2,2.15,2.6,"04/05"
"E2","28/03/05","Tranmere","Doncaster",2,4,"A",2,2,"D",8,10,6,7,8,22,8,7,3,1,1,0,1.66,3.75,4,1.7,3.3,4.5,1.6,"04/05"
"E2","28/03/05","Torquay","Luton",1,4,"A",1,2,"A",14,17,4,8,13,12,6,3,3,2,0,0,3.75,3.25,1.83,4.5,3.5,1.65,3.3,"04/05"
"E2","28/03/05","Oldham","Hull",1,0,"H",0,0,"D",6,8,2,2,9,13,3,12,1,1,0,0,3,3.25,2.1,3,3.2,2.15,3.2,"04/05"
"E2","28/03/05","Colchester","Chesterfield",1,0,"H",0,0,"D",12,7,7,4,12,18,5,8,0,0,0,0,2.1,3.25,3,2.25,3.2,2.8,2.2,"04/05"
"E2","28/03/05","Brentford","Peterboro",0,0,"D",0,0,"D",10,2,7,0,13,21,6,0,2,5,0,0,1.4,3.75,7.5,1.35,4,8.25,1.45,"04/05"
"E2","28/03/05","Bradford","Stockport",3,1,"H",2,1,"H",17,12,9,8,9,4,10,3,2,1,0,0,1.57,3.6,5,1.5,3.6,6,1.55,"04/05"
"E2","28/03/05","Bournemouth","Milton Keynes Dons",0,1,"A",0,0,"D",16,10,9,6,16,15,7,2,2,1,0,0,1.61,3.6,4.5,1.5,3.75,5.75,1.55,"04/05"
"E2","28/03/05","Blackpool","Hartlepool",2,2,"D",1,2,"A",9,12,2,6,12,9,5,10,1,1,1,0,2.25,3.25,2.75,2.4,3.3,2.55,2.3,"04/05"
"E2","28/03/05","Barnsley","Walsall",3,2,"H",1,0,"H",13,10,7,5,10,9,6,4,1,0,0,0,1.72,3.5,4,1.85,3.1,4,1.8,"04/05"
"E2","26/03/05","Walsall","Oldham",0,1,"A",0,0,"D",13,13,8,6,17,12,4,7,0,1,0,0,2.1,3.25,3,1.8,3.25,4,1.9,"04/05"
"E2","26/03/05","Sheffield Weds","Torquay",2,2,"D",0,1,"A",6,11,2,3,7,8,9,2,0,2,0,0,1.4,3.75,7.5,1.45,3.75,6.5,1.4,"04/05"
"E2","26/03/05","Hull","Port Vale",2,2,"D",1,1,"D",16,9,9,6,13,14,8,6,2,4,0,0,1.4,3.75,7.5,1.3,4.5,8.25,1.4,"04/05"
"E2","26/03/05","Chesterfield","Tranmere",2,2,"D",1,0,"H",8,11,3,8,14,16,4,5,3,3,0,0,2.5,3.2,2.5,2.6,3.2,2.4,2.6,"04/05"
"E2","25/03/05","Peterboro","Colchester",0,3,"A",0,1,"A",6,12,4,8,11,9,3,6,0,0,0,0,2.5,3.2,2.5,2.5,3.2,2.5,2.5,"04/05"
"E2","25/03/05","Milton Keynes Dons","Swindon",1,1,"D",1,1,"D",6,11,4,3,9,16,9,4,2,2,0,0,2.37,3.2,2.62,2.25,3.2,2.8,2.45,"04/05"
"E2","25/03/05","Luton","Barnsley",1,3,"A",0,3,"A",15,17,9,9,17,18,7,13,3,1,1,0,1.53,3.75,6.5,1.45,3.75,6.5,1.5,"04/05"
"E2","25/03/05","Hartlepool","Huddersfield",0,1,"A",0,1,"A",16,5,10,2,5,18,7,2,1,1,0,1,1.66,3.4,4.5,1.55,3.5,5.5,1.6,"04/05"
"E2","24/03/05","Doncaster","Bradford",1,1,"D",1,1,"D",11,15,5,5,10,6,7,3,1,4,0,0,2.1,3.25,3,2.25,3.2,2.8,2,"04/05"
"E2","22/03/05","Blackpool","Brentford",2,1,"H",2,0,"H",10,7,5,3,13,23,2,7,1,6,0,1,2.3,3.2,2.7,2.4,3.2,2.6,2.3,"04/05"
"E2","19/03/05","Torquay","Bristol City",0,4,"A",0,3,"A",14,16,10,14,13,11,10,6,2,2,0,0,2.6,3.2,2.4,2.55,3.2,2.45,2.5,"04/05"
"E2","19/03/05","Swindon","Wrexham",4,2,"H",1,2,"A",8,8,5,5,8,8,7,0,0,1,0,0,1.72,3.5,4,1.75,3.25,4.25,1.75,"04/05"
"E2","19/03/05","Port Vale","Walsall",2,0,"H",0,0,"D",12,5,9,2,2,9,6,9,1,0,0,0,2.1,3.25,3,2.1,3.2,3.1,2,"04/05"
"E2","19/03/05","Oldham","Luton",2,2,"D",1,1,"D",13,11,7,6,12,10,4,2,2,2,0,0,3.5,3.25,1.9,3.6,3.25,1.9,3.5,"04/05"
"E2","19/03/05","Huddersfield","Stockport",5,3,"H",1,1,"D",9,4,5,2,8,12,9,8,1,2,0,0,1.66,3.4,4.5,1.7,3.35,4.5,1.65,"04/05"
"E2","19/03/05","Colchester","Sheffield Weds",1,1,"D",0,0,"D",17,13,10,7,10,16,6,8,0,2,0,0,3,3.25,2.1,2.7,3.25,2.3,2.8,"04/05"
"E2","19/03/05","Brentford","Chesterfield",2,2,"D",0,1,"A",8,4,6,4,13,26,7,1,0,4,0,0,1.72,3.5,4,1.7,3.35,4.5,1.7,"04/05"
"E2","19/03/05","Bradford","Hartlepool",1,2,"A",0,1,"A",11,13,6,5,9,8,4,5,2,1,0,0,2.2,3.25,2.8,2.2,3.25,2.9,2.2,"04/05"
"E2","19/03/05","Bournemouth","Hull",0,4,"A",0,2,"A",8,12,3,7,9,6,5,0,0,1,1,0,2.5,3.2,2.5,2.55,3.2,2.45,2.45,"04/05"
"E2","19/03/05","Blackpool","Doncaster",1,1,"D",0,1,"A",11,17,7,10,9,12,5,12,0,3,1,0,2.1,3.25,3,2.1,3.2,3.1,2.1,"04/05"
"E2","19/03/05","Barnsley","Milton Keynes Dons",1,1,"D",1,0,"H",14,14,6,7,8,8,9,6,1,1,0,0,1.83,3.25,3.75,1.85,3.25,3.8,1.8,"04/05"
"E2","18/03/05","Tranmere","Peterboro",5,0,"H",3,0,"H",11,6,7,3,13,14,7,9,0,0,0,0,1.4,3.75,7.5,1.5,3.6,6,1.45,"04/05"
"E2","15/03/05","Oldham","Brentford",0,2,"A",0,0,"D",7,10,2,4,8,20,2,7,0,2,0,0,2.5,3.2,2.5,2.35,3.3,2.6,2.5,"04/05"
"E2","12/03/05","Wrexham","Oldham",1,0,"H",0,0,"D",5,6,3,4,10,17,2,3,2,2,0,0,1.9,3.25,3.6,2.1,3.2,3.1,2,"04/05"
"E2","12/03/05","Walsall","Bournemouth",1,2,"A",1,1,"D",14,16,9,12,14,9,6,6,1,1,0,0,2.5,3.25,2.5,2.5,3.2,2.5,2.3,"04/05"
"E2","12/03/05","Stockport","Colchester",1,2,"A",1,1,"D",14,16,9,12,14,9,6,6,1,1,0,0,2.4,3.25,2.62,2.45,3.15,2.6,2.45,"04/05"
"E2","12/03/05","Sheffield Weds","Blackpool",3,2,"H",1,0,"H",12,8,7,5,13,10,5,10,0,1,0,0,1.57,3.5,5.5,1.6,3.3,5.5,1.6,"04/05"
"E2","12/03/05","Peterboro","Bradford",2,2,"D",2,0,"H",9,8,5,6,8,8,0,7,0,1,0,0,2.4,3.25,2.62,2.5,3.2,2.5,2.45,"04/05"
"E2","12/03/05","Milton Keynes Dons","Port Vale",1,1,"D",0,0,"D",9,6,7,5,12,12,4,6,2,3,0,0,2.1,3.2,3.2,2.1,3.2,3.1,2.1,"04/05"
"E2","12/03/05","Luton","Swindon",3,1,"H",2,1,"H",8,6,4,4,14,9,2,7,1,2,0,0,1.57,3.5,5.5,1.6,3.3,5.5,1.6,"04/05"
"E2","12/03/05","Hull","Torquay",2,0,"H",0,0,"D",7,7,3,3,13,16,8,2,0,2,0,0,1.44,3.75,7,1.4,3.8,7.5,1.4,"04/05"
"E2","12/03/05","Hartlepool","Tranmere",0,1,"A",0,0,"D",13,7,6,3,8,14,12,7,0,3,0,0,2.25,3.25,2.8,2.5,3.2,2.5,2.2,"04/05"
"E2","12/03/05","Doncaster","Brentford",0,0,"D",0,0,"D",11,13,7,6,11,17,4,7,1,2,0,0,2.25,3.25,2.8,2.05,3.25,3.15,2.1,"04/05"
"E2","12/03/05","Chesterfield","Huddersfield",2,1,"H",0,0,"D",9,13,5,5,18,16,0,3,3,3,0,2,2,3.25,3.4,2,3.3,3.25,2,"04/05"
"E2","12/03/05","Bristol City","Barnsley",0,0,"D",0,0,"D",8,6,4,3,12,11,6,3,1,3,0,1,1.9,3.25,3.6,1.85,3.2,3.85,1.9,"04/05"
"E2","08/03/05","Port Vale","Colchester",0,0,"D",0,0,"D",11,5,8,1,18,23,6,4,2,2,1,1,1.9,3.25,3.5,2,3.2,3.35,2,"04/05"
"E2","08/03/05","Hull","Hartlepool",1,0,"H",1,0,"H",15,4,7,3,14,8,3,5,0,0,0,0,1.66,3.4,4.5,1.75,3.45,4,1.7,"04/05"
"E2","08/03/05","Bournemouth","Blackpool",2,3,"A",1,2,"A",15,12,6,6,5,9,12,8,1,0,0,0,1.72,3.25,4.33,1.6,3.5,5,1.7,"04/05"
"E2","06/03/05","Sheffield Weds","Doncaster",2,0,"H",1,0,"H",12,6,8,3,7,11,6,5,1,2,0,0,1.8,3.3,4,1.8,3.25,4,1.8,"04/05"
"E2","05/03/05","Tranmere","Hull",1,3,"A",1,1,"D",11,8,2,5,10,8,7,4,3,2,0,0,2.2,3.2,3,2.1,3.2,3.1,2.2,"04/05"
"E2","05/03/05","Torquay","Chesterfield",2,2,"D",1,1,"D",15,10,12,5,9,9,6,4,0,1,0,0,2.25,3.25,2.8,2.3,3.2,2.75,2.2,"04/05"
"E2","05/03/05","Swindon","Bournemouth",0,3,"A",0,1,"A",10,7,4,4,13,8,10,4,2,1,0,0,2,3.25,3.4,2.1,3.15,3.15,2,"04/05"
"E2","05/03/05","Peterboro","Barnsley",1,3,"A",0,0,"D",11,15,7,10,15,11,14,8,0,2,0,0,2.37,3.25,2.62,2.4,3.2,2.6,2.3,"04/05"
"E2","05/03/05","Oldham","Port Vale",3,0,"H",1,0,"H",14,7,7,4,13,11,6,6,0,2,0,0,2.25,3.25,2.8,2.4,3,2.8,2.3,"04/05"
"E2","05/03/05","Milton Keynes Dons","Stockport",2,1,"H",1,0,"H",8,5,6,5,8,13,2,4,3,2,0,1,1.8,3.3,4,1.75,3.25,4.25,1.8,"04/05"
"E2","05/03/05","Luton","Bristol City",5,0,"H",3,0,"H",17,2,13,2,16,17,9,4,2,5,0,0,1.66,3.5,4.5,1.65,3.25,5,1.7,"04/05"
"E2","05/03/05","Hartlepool","Wrexham",4,6,"A",2,3,"A",12,13,7,6,9,14,6,5,0,2,0,0,1.5,3.5,6.5,1.55,3.4,5.75,1.5,"04/05"
"E2","05/03/05","Colchester","Brentford",0,1,"A",0,0,"D",12,7,9,4,11,15,9,9,1,3,0,0,2.3,3.25,2.75,2.3,3.2,2.75,2.3,"04/05"
"E2","05/03/05","Bradford","Huddersfield",2,0,"H",1,0,"H",9,14,4,7,15,7,5,6,3,2,0,0,2.1,3.2,3.2,2,3.2,3.35,2,"04/05"
"E2","05/03/05","Blackpool","Walsall",2,0,"H",0,0,"D",11,13,8,6,11,10,9,8,1,1,1,1,2.1,3.2,3.2,2.1,3.15,3.15,2.1,"04/05"
"E2","26/02/05","Wrexham","Milton Keynes Dons",0,0,"D",0,0,"D",10,8,5,2,18,12,3,5,1,3,0,0,2,3.5,3,2,3.2,3.35,1.9,"04/05"
"E2","26/02/05","Walsall","Bradford",1,1,"D",0,1,"A",23,7,13,4,15,16,13,2,1,2,0,0,2.2,3.25,2.8,2.2,3.2,2.9,2.1,"04/05"
"E2","26/02/05","Stockport","Hartlepool",1,0,"H",1,0,"H",11,12,4,5,12,9,4,6,1,2,0,0,3,3.25,2.1,3.2,3.2,2.05,3.1,"04/05"
"E2","26/02/05","Port Vale","Luton",3,1,"H",1,1,"D",11,4,6,1,15,12,9,1,1,0,0,0,3,3.25,2.1,2.75,3.4,2.2,3.1,"04/05"
"E2","26/02/05","Hull","Colchester",2,0,"H",2,0,"H",20,7,8,2,7,5,7,7,1,0,0,0,1.53,3.5,5.5,1.4,3.9,7,1.5,"04/05"
"E2","26/02/05","Huddersfield","Oldham",2,1,"H",2,0,"H",5,4,3,2,9,13,5,4,0,3,0,0,1.8,3.25,4,1.8,3.25,4,1.8,"04/05"
"E2","26/02/05","Doncaster","Swindon",1,1,"D",1,1,"D",10,4,7,1,11,10,0,7,1,1,0,0,2.2,3.25,2.8,1.95,3.2,3.5,2.1,"04/05"
"E2","26/02/05","Chesterfield","Peterboro",1,3,"A",1,2,"A",15,6,12,3,11,17,6,1,0,0,1,0,1.66,3.4,4.5,1.65,3.5,4.5,1.7,"04/05"
"E2","26/02/05","Bristol City","Blackpool",1,1,"D",1,0,"H",10,8,5,5,15,9,7,9,2,2,0,0,1.66,3.4,4.5,1.7,3.3,4.5,1.65,"04/05"
"E2","26/02/05","Brentford","Sheffield Weds",3,3,"D",1,2,"A",9,6,5,4,13,11,7,2,1,0,0,0,2.25,3.25,2.75,2.3,3.2,2.75,2.2,"04/05"
"E2","26/02/05","Bournemouth","Tranmere",1,1,"D",1,1,"D",9,4,5,1,15,17,8,0,0,3,0,0,2.37,3.2,2.62,2.25,3.2,2.8,2.2,"04/05"
"E2","26/02/05","Barnsley","Torquay",4,1,"H",3,0,"H",16,10,5,8,16,14,8,3,1,2,0,0,1.83,3.25,3.75,1.7,3.1,5,1.85,"04/05"
