"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","season"
"SC0","15/02/14","St Mirren","Aberdeen",0,1,"A",0,0,"D",5,9,0,"4",11,10,4,11,2,1,0,0,"13/14"
"SC0","15/02/14","Motherwell","Partick",4,3,"H",1,1,"D",14,12,5,"5",12,10,7,5,3,2,0,0,"13/14"
"SC0","15/02/14","Inverness C","Hearts",0,0,"D",0,0,"D",23,12,6,"3",15,12,14,3,1,2,0,0,"13/14"
"SC0","15/02/14","Hibernian","Ross County",2,1,"H",2,0,"H",16,12,6,"3",13,10,10,5,0,1,0,0,"13/14"
"SC0","15/02/14","Dundee United","Kilmarnock",3,2,"H",1,1,"D",16,9,7,"4",8,13,10,5,1,1,0,0,"13/14"
"SC0","02/02/14","Celtic","St Mirren",1,0,"H",1,0,"H",19,3,4,"2",10,6,10,4,0,0,0,0,"13/14"
"SC0","01/02/14","Partick","Dundee United",1,1,"D",0,1,"A",12,14,3,"7",7,9,8,6,3,1,0,0,"13/14"
"SC0","01/02/14","Kilmarnock","Ross County",2,2,"D",0,2,"A",13,12,4,"7",8,7,10,6,1,0,0,1,"13/14"
"SC0","29/01/14","Hearts","St Mirren",2,1,"H",1,1,"D",14,12,4,"5",12,16,6,11,1,3,0,1,"13/14"
"SC0","29/01/14","Celtic","Kilmarnock",4,0,"H",2,0,"H",16,2,7,"1",4,9,7,4,1,2,0,0,"13/14"
"SC0","26/01/14","Hibernian","Celtic",0,4,"A",0,1,"A",11,13,5,"7",14,10,7,7,3,0,0,0,"13/14"
"SC0","25/01/14","St Mirren","Partick",0,0,"D",0,0,"D",9,10,4,"2",7,8,6,7,2,1,0,0,"13/14"
"SC0","25/01/14","Ross County","Hearts",1,2,"A",1,1,"D",10,16,2,"4",6,11,7,7,3,3,0,0,"13/14"
"SC0","25/01/14","Motherwell","Aberdeen",2,2,"D",0,0,"D",7,17,3,"5",14,10,1,6,3,1,0,0,"13/14"
"SC0","25/01/14","Kilmarnock","Inverness C",2,0,"H",1,0,"H",9,8,4,"2",14,8,3,2,0,0,0,0,"13/14"
"SC0","21/01/14","Partick","St Johnstone",0,1,"A",0,1,"A",9,5,2,"2",8,9,6,4,2,4,0,0,"13/14"
"SC0","18/01/14","St Johnstone","Hearts",3,3,"D",1,0,"H",12,15,5,"8",8,11,4,9,1,3,2,1,"13/14"
"SC0","18/01/14","Ross County","Dundee United",3,0,"H",1,0,"H",15,11,7,"3",13,19,9,5,2,5,0,0,"13/14"
"SC0","18/01/14","Partick","Kilmarnock",1,1,"D",1,0,"H",9,8,4,"5",10,9,5,3,1,2,1,0,"13/14"
"SC0","18/01/14","Hibernian","St Mirren",2,3,"A",0,3,"A",7,2,4,"2",16,10,11,4,1,2,0,0,"13/14"
"SC0","18/01/14","Celtic","Motherwell",3,0,"H",2,0,"H",19,10,6,"5",9,10,7,5,2,2,1,0,"13/14"
"SC0","18/01/14","Aberdeen","Inverness C",0,1,"A",0,1,"A",6,7,2,"3",12,12,13,5,1,2,0,0,"13/14"
"SC0","12/01/14","Inverness C","Dundee United",1,1,"D",1,1,"D",12,7,8,"2",12,13,11,9,1,0,0,0,"13/14"
"SC0","11/01/14","St Johnstone","St Mirren",2,0,"H",0,0,"D",19,3,6,"0",14,15,9,3,2,2,0,0,"13/14"
"SC0","11/01/14","Partick","Ross County",3,3,"D",2,1,"H",10,9,4,"5",12,14,4,2,3,1,0,1,"13/14"
"SC0","11/01/14","Hearts","Motherwell",0,1,"A",0,1,"A",10,13,5,"5",11,16,5,4,0,1,0,0,"13/14"
"SC0","10/01/14","Aberdeen","Hibernian",1,0,"H",0,0,"D",11,8,2,"3",13,10,12,1,1,2,0,0,"13/14"
"SC0","05/01/14","St Mirren","Celtic",0,4,"A",0,0,"D",5,17,0,"6",7,10,2,12,1,3,0,0,"13/14"
"SC0","05/01/14","Kilmarnock","Aberdeen",0,1,"A",0,0,"D",7,10,4,"6",14,18,5,4,4,2,0,1,"13/14"
"SC0","05/01/14","Hearts","Partick",0,2,"A",0,2,"A",11,11,3,"5",10,12,6,6,0,0,0,1,"13/14"
"SC0","05/01/14","Dundee United","Hibernian",2,2,"D",0,1,"A",11,8,3,"4",8,8,8,6,1,1,0,0,"13/14"
"SC0","04/01/14","Ross County","St Johnstone",1,0,"H",0,0,"D",10,9,2,"3",13,14,5,0,1,1,0,0,"13/14"
"SC0","02/01/14","Kilmarnock","St Mirren",2,1,"H",1,1,"D",9,10,5,"5",12,13,2,9,0,1,0,0,"13/14"
"SC0","02/01/14","Hibernian","Hearts",2,1,"H",0,0,"D",23,5,6,"3",10,19,10,6,1,4,0,0,"13/14"
"SC0","01/01/14","Motherwell","St Johnstone",4,0,"H",1,0,"H",21,11,10,"3",9,5,6,7,1,1,0,0,"13/14"
"SC0","01/01/14","Inverness C","Ross County",1,2,"A",0,2,"A",11,4,5,"2",9,14,3,3,1,4,1,0,"13/14"
"SC0","01/01/14","Dundee United","Aberdeen",1,2,"A",0,0,"D",4,12,2,"6",20,7,6,7,2,2,0,0,"13/14"
"SC0","01/01/14","Celtic","Partick",1,0,"H",1,0,"H",10,9,5,"3",5,9,5,7,1,1,0,0,"13/14"
"SC0","29/12/13","St Mirren","Hearts",1,1,"D",1,0,"H",11,13,4,"3",9,18,7,6,0,5,0,0,"13/14"
"SC0","29/12/13","St Johnstone","Dundee United",3,0,"H",1,0,"H",15,5,7,"0",15,15,6,6,1,4,0,1,"13/14"
"SC0","29/12/13","Partick","Motherwell",1,5,"A",1,3,"A",13,13,7,"9",11,12,15,7,2,1,0,0,"13/14"
"SC0","29/12/13","Inverness C","Celtic",0,1,"A",0,1,"A",10,12,6,"3",16,13,4,3,2,2,0,0,"13/14"
"SC0","29/12/13","Hibernian","Kilmarnock",3,0,"H",1,0,"H",14,4,7,"0",13,10,7,2,1,0,0,0,"13/14"
"SC0","29/12/13","Aberdeen","Ross County",1,0,"H",1,0,"H",12,2,4,"0",6,12,10,1,0,1,0,0,"13/14"
"SC0","26/12/13","St Mirren","Dundee United",4,1,"H",2,1,"H",11,10,5,"7",10,8,6,15,4,1,0,1,"13/14"
"SC0","26/12/13","St Johnstone","Celtic",0,1,"A",0,1,"A",3,15,1,"5",19,4,5,12,3,1,0,0,"13/14"
"SC0","26/12/13","Ross County","Hibernian",0,2,"A",0,1,"A",9,11,1,"5",13,11,5,7,3,1,0,0,"13/14"
"SC0","26/12/13","Partick","Inverness C",0,0,"D",0,0,"D",12,4,4,"1",7,12,6,3,1,2,0,0,"13/14"
"SC0","26/12/13","Hearts","Kilmarnock",0,4,"A",0,2,"A",9,13,2,"7",17,14,7,3,4,2,0,0,"13/14"
"SC0","26/12/13","Aberdeen","Motherwell",0,1,"A",0,0,"D",10,2,3,"2",7,14,8,2,2,3,0,0,"13/14"
"SC0","21/12/13","Motherwell","St Mirren",3,0,"H",2,0,"H",14,6,6,"1",8,9,10,10,1,2,0,0,"13/14"
"SC0","21/12/13","Kilmarnock","Partick",2,1,"H",1,0,"H",10,13,5,"8",10,12,5,5,0,2,0,0,"13/14"
"SC0","21/12/13","Inverness C","Aberdeen",3,4,"A",0,4,"A",11,11,7,"9",9,8,6,4,2,0,0,0,"13/14"
"SC0","21/12/13","Hibernian","St Johnstone",0,0,"D",0,0,"D",10,2,5,"1",15,14,6,1,4,1,0,1,"13/14"
"SC0","21/12/13","Dundee United","Ross County",1,0,"H",0,0,"D",11,7,5,"1",9,6,21,3,0,1,0,0,"13/14"
"SC0","21/12/13","Celtic","Hearts",2,0,"H",0,0,"D",19,1,9,"0",4,12,15,3,0,4,0,0,"13/14"
"SC0","14/12/13","Ross County","Motherwell",1,2,"A",0,2,"A",14,18,4,"5",8,13,4,10,0,4,0,0,"13/14"
"SC0","14/12/13","Kilmarnock","Dundee United",1,4,"A",0,0,"D",3,11,1,"8",6,1,2,3,3,0,1,0,"13/14"
"SC0","14/12/13","Hearts","Inverness C",0,2,"A",0,0,"D",8,13,1,"4",16,19,1,6,1,4,0,0,"13/14"
"SC0","14/12/13","Celtic","Hibernian",1,0,"H",1,0,"H",10,9,6,"2",7,12,8,2,2,0,0,0,"13/14"
"SC0","14/12/13","Aberdeen","St Mirren",2,0,"H",1,0,"H",12,5,5,"2",14,8,6,11,1,0,0,0,"13/14"
"SC0","07/12/13","St Mirren","Inverness C",0,0,"D",0,0,"D",14,8,4,"2",9,12,11,6,1,2,0,0,"13/14"
"SC0","07/12/13","St Johnstone","Aberdeen",0,2,"A",0,1,"A",3,10,2,"5",6,15,2,7,0,1,1,0,"13/14"
"SC0","07/12/13","Ross County","Kilmarnock",1,2,"A",1,2,"A",11,15,4,"5",7,9,4,3,0,0,0,0,"13/14"
"SC0","07/12/13","Hibernian","Partick",1,1,"D",0,0,"D",16,5,6,"4",11,14,11,2,3,2,0,0,"13/14"
"SC0","07/12/13","Dundee United","Hearts",4,1,"H",1,1,"D",18,6,8,"1",8,16,10,1,2,3,0,0,"13/14"
"SC0","06/12/13","Motherwell","Celtic",0,5,"A",0,1,"A",3,21,0,"14",13,8,2,7,2,1,0,0,"13/14"
"SC0","23/11/13","St Mirren","Hibernian",0,0,"D",0,0,"D",9,4,3,"2",3,11,6,8,0,2,0,0,"13/14"
"SC0","23/11/13","Kilmarnock","Motherwell",0,2,"A",0,0,"D",14,11,6,"3",12,10,5,6,2,2,0,0,"13/14"
"SC0","23/11/13","Inverness C","St Johnstone",1,0,"H",1,0,"H",9,6,3,"0",11,13,3,6,1,3,0,0,"13/14"
"SC0","23/11/13","Hearts","Ross County",2,2,"D",1,1,"D",12,10,5,"4",8,15,12,5,0,4,0,1,"13/14"
"SC0","23/11/13","Dundee United","Partick",4,1,"H",1,0,"H",15,7,10,"4",8,11,4,7,4,3,0,2,"13/14"
"SC0","23/11/13","Celtic","Aberdeen",3,1,"H",1,1,"D",21,8,11,"4",5,1,8,5,1,0,0,0,"13/14"
"SC0","17/11/13","St Mirren","Ross County",2,1,"H",1,0,"H",20,3,9,"1",15,20,13,4,2,2,0,2,"13/14"
"SC0","09/11/13","St Johnstone","Kilmarnock",3,1,"H",2,0,"H",12,8,8,"3",12,19,1,2,0,0,0,2,"13/14"
"SC0","09/11/13","Ross County","Celtic",1,4,"A",0,1,"A",4,23,2,"8",15,10,1,6,4,1,0,0,"13/14"
"SC0","09/11/13","Partick","St Mirren",0,3,"A",0,1,"A",17,10,4,"5",10,13,14,2,0,2,1,0,"13/14"
"SC0","09/11/13","Motherwell","Dundee United",0,4,"A",0,2,"A",5,18,1,"9",9,4,6,3,2,0,0,0,"13/14"
"SC0","09/11/13","Hibernian","Inverness C",0,2,"A",0,2,"A",8,9,2,"4",22,12,7,0,2,0,0,0,"13/14"
"SC0","09/11/13","Aberdeen","Hearts",1,3,"A",1,0,"H",17,10,4,"7",17,7,7,3,2,2,1,0,"13/14"
"SC0","04/11/13","Aberdeen","Partick",4,0,"H",2,0,"H",9,10,6,"4",12,10,4,6,1,3,0,0,"13/14"
"SC0","03/11/13","Motherwell","Hibernian",1,0,"H",1,0,"H",9,12,4,"3",11,15,5,6,2,2,1,0,"13/14"
"SC0","02/11/13","Inverness C","Kilmarnock",2,1,"H",1,0,"H",11,9,4,"2",14,11,3,3,1,0,0,0,"13/14"
"SC0","02/11/13","Hearts","St Johnstone",0,2,"A",0,1,"A",15,16,2,"7",6,11,5,4,0,0,0,0,"13/14"
"SC0","02/11/13","Celtic","Dundee United",1,1,"D",0,1,"A",18,4,5,"3",7,5,10,2,0,2,0,0,"13/14"
"SC0","27/10/13","St Johnstone","Motherwell",2,0,"H",0,0,"D",12,8,3,"1",6,14,12,3,1,2,0,0,"13/14"
"SC0","27/10/13","Partick","Celtic",1,2,"A",0,1,"A",11,12,6,"6",12,8,3,6,1,2,0,0,"13/14"
"SC0","26/10/13","Kilmarnock","Hearts",2,0,"H",1,0,"H",18,10,10,"4",11,12,8,3,3,3,0,0,"13/14"
"SC0","26/10/13","Hibernian","Aberdeen",0,2,"A",0,0,"D",4,11,0,"6",8,11,6,7,1,1,0,0,"13/14"
"SC0","26/10/13","Dundee United","St Mirren",4,0,"H",2,0,"H",16,4,5,"1",8,8,6,2,0,0,0,0,"13/14"
"SC0","20/10/13","Inverness C","Partick",1,2,"A",0,1,"A",14,9,4,"2",14,15,12,2,2,4,0,0,"13/14"
"SC0","19/10/13","St Mirren","St Johnstone",4,3,"H",1,1,"D",6,12,6,"5",10,12,3,7,2,2,0,1,"13/14"
"SC0","19/10/13","Motherwell","Hearts",2,1,"H",0,0,"D",21,8,10,"5",9,7,8,4,0,0,0,0,"13/14"
"SC0","19/10/13","Kilmarnock","Ross County",2,0,"H",1,0,"H",11,6,2,"2",9,11,5,4,1,2,0,0,"13/14"
"SC0","19/10/13","Hibernian","Celtic",1,1,"D",1,0,"H",5,17,4,"6",14,10,1,10,2,0,0,0,"13/14"
"SC0","19/10/13","Aberdeen","Dundee United",1,0,"H",0,0,"D",4,15,3,"2",15,18,7,9,4,0,0,0,"13/14"
"SC0","07/10/13","Partick","Hibernian",0,1,"A",0,0,"D",16,6,6,"3",14,11,12,2,1,1,0,0,"13/14"
"SC0","05/10/13","St Johnstone","Inverness C",4,0,"H",2,0,"H",18,5,11,"1",10,11,6,3,1,2,0,0,"13/14"
"SC0","05/10/13","Ross County","Aberdeen",1,0,"H",0,0,"D",7,8,2,"3",12,14,7,14,4,4,0,0,"13/14"
"SC0","05/10/13","Hearts","St Mirren",0,2,"A",0,1,"A",16,17,8,"8",15,13,8,1,2,2,0,0,"13/14"
"SC0","05/10/13","Dundee United","Kilmarnock",1,0,"H",0,0,"D",15,10,8,"4",13,15,7,4,1,4,0,0,"13/14"
"SC0","05/10/13","Celtic","Motherwell",2,0,"H",1,0,"H",14,3,5,"1",8,7,5,5,1,0,0,0,"13/14"
"SC0","30/09/13","St Mirren","Aberdeen",1,1,"D",0,0,"D",5,10,2,"3",14,14,1,5,1,1,0,0,"13/14"
"SC0","28/09/13","St Johnstone","Partick",1,1,"D",1,1,"D",14,11,8,"6",8,6,12,3,1,0,0,0,"13/14"
"SC0","28/09/13","Motherwell","Ross County",3,1,"H",0,1,"A",22,13,8,"4",9,18,9,4,0,0,0,0,"13/14"
"SC0","28/09/13","Kilmarnock","Celtic",2,5,"A",2,3,"A",8,11,4,"5",11,6,2,1,1,2,0,0,"13/14"
"SC0","28/09/13","Inverness C","Hibernian",3,0,"H",1,0,"H",12,7,7,"1",10,11,5,7,2,0,0,0,"13/14"
"SC0","28/09/13","Hearts","Dundee United",0,0,"D",0,0,"D",11,12,5,"4",5,13,6,5,0,1,0,0,"13/14"
"SC0","22/09/13","Dundee United","Motherwell",2,2,"D",0,1,"A",12,12,4,"3",14,17,8,4,2,3,0,0,"13/14"
"SC0","21/09/13","Ross County","Hearts",2,1,"H",0,1,"A",12,8,5,"5",14,12,4,2,2,2,0,0,"13/14"
"SC0","21/09/13","Partick","Kilmarnock",1,1,"D",1,0,"H",10,7,8,"3",7,9,6,5,3,4,0,0,"13/14"
"SC0","21/09/13","Hibernian","St Mirren",2,0,"H",1,0,"H",12,2,6,"0",12,11,5,5,2,0,0,0,"13/14"
"SC0","21/09/13","Celtic","St Johnstone",2,1,"H",2,0,"H",6,4,2,"2",5,8,5,5,1,3,0,0,"13/14"
"SC0","21/09/13","Aberdeen","Inverness C",1,0,"H",0,0,"D",10,5,3,"4",18,15,8,6,4,3,0,0,"13/14"
"SC0","15/09/13","Ross County","Dundee United",2,4,"A",0,3,"A",13,14,7,"10",9,8,8,9,1,0,0,0,"13/14"
"SC0","14/09/13","St Mirren","Motherwell",0,1,"A",0,1,"A",7,8,1,"2",7,12,6,3,2,1,0,0,"13/14"
"SC0","14/09/13","St Johnstone","Hibernian",1,2,"A",1,1,"D",4,12,1,"4",18,9,1,5,3,3,0,0,"13/14"
"SC0","14/09/13","Partick","Aberdeen",0,3,"A",0,2,"A",9,8,4,"7",3,10,4,6,1,2,0,0,"13/14"
"SC0","14/09/13","Kilmarnock","Inverness C",1,2,"A",0,1,"A",7,7,4,"3",9,14,7,4,1,1,0,0,"13/14"
"SC0","14/09/13","Hearts","Celtic",1,3,"A",0,1,"A",6,10,3,"4",9,13,2,11,2,3,0,0,"13/14"
"SC0","31/08/13","St Mirren","Partick",1,2,"A",0,0,"D",10,17,3,"6",8,8,2,11,0,0,0,0,"13/14"
"SC0","31/08/13","Motherwell","Kilmarnock",2,1,"H",2,1,"H",12,11,7,"4",13,11,3,7,2,2,1,0,"13/14"
"SC0","31/08/13","Inverness C","Hearts",2,0,"H",2,0,"H",19,3,7,"0",13,11,8,1,1,1,0,1,"13/14"
"SC0","31/08/13","Hibernian","Ross County",0,0,"D",0,0,"D",8,11,1,"2",9,15,4,0,0,3,0,0,"13/14"
"SC0","31/08/13","Dundee United","Celtic",0,1,"A",0,0,"D",3,10,2,"2",11,12,3,5,1,1,0,0,"13/14"
"SC0","31/08/13","Aberdeen","St Johnstone",0,0,"D",0,0,"D",17,8,5,"3",14,9,12,6,1,2,0,0,"13/14"
"SC0","24/08/13","Ross County","St Mirren",3,0,"H",2,0,"H",13,12,8,"5",18,8,4,6,1,1,0,0,"13/14"
"SC0","24/08/13","Motherwell","Partick",1,0,"H",1,0,"H",16,9,5,"4",11,7,5,6,3,3,0,0,"13/14"
"SC0","24/08/13","Kilmarnock","Hibernian",1,2,"A",1,0,"H",8,4,3,"4",7,7,6,3,1,2,0,0,"13/14"
"SC0","24/08/13","Hearts","Aberdeen",2,1,"H",1,0,"H",10,11,4,"3",13,15,5,6,1,2,1,0,"13/14"
"SC0","24/08/13","Dundee United","St Johnstone",4,0,"H",3,0,"H",10,4,6,"1",12,8,10,6,2,2,0,0,"13/14"
"SC0","24/08/13","Celtic","Inverness C",2,2,"D",1,2,"A",21,7,7,"3",9,8,11,3,1,1,0,0,"13/14"
"SC0","17/08/13","St Mirren","Kilmarnock",1,1,"D",0,0,"D",12,7,5,"3",11,12,4,3,1,0,0,1,"13/14"
"SC0","17/08/13","St Johnstone","Ross County",4,0,"H",2,0,"H",17,2,6,"0",9,19,5,4,0,4,0,0,"13/14"
"SC0","17/08/13","Inverness C","Motherwell",2,0,"H",2,0,"H",13,13,4,"3",9,9,2,6,2,1,0,0,"13/14"
"SC0","17/08/13","Hibernian","Dundee United",1,1,"D",0,1,"A",8,10,4,"2",13,11,6,7,3,2,1,1,"13/14"
"SC0","17/08/13","Aberdeen","Celtic",0,2,"A",0,1,"A",3,11,2,"4",8,9,1,7,2,3,1,0,"13/14"
"SC0","16/08/13","Partick","Hearts",1,1,"D",0,0,"D",15,11,5,"4",10,10,4,4,1,1,0,0,"13/14"
"SC0","11/08/13","Motherwell","Aberdeen",1,3,"A",1,0,"H",4,9,2,"3",16,15,3,4,5,2,0,0,"13/14"
"SC0","11/08/13","Kilmarnock","St Johnstone",0,0,"D",0,0,"D",8,7,5,"2",12,15,4,3,1,0,0,0,"13/14"
"SC0","11/08/13","Hearts","Hibernian",1,0,"H",0,0,"D",9,12,4,"3",20,16,5,2,4,4,0,0,"13/14"
"SC0","10/08/13","Ross County","Partick",1,3,"A",0,1,"A",13,13,3,"10",8,7,6,6,1,0,0,0,"13/14"
"SC0","10/08/13","Dundee United","Inverness C",0,1,"A",0,1,"A",4,13,2,"2",11,9,0,4,2,3,0,0,"13/14"
"SC0","04/08/13","St Johnstone","Hearts",1,0,"H",1,0,"H",11,2,3,"0",16,15,7,5,1,1,0,0,"13/14"
"SC0","04/08/13","Hibernian","Motherwell",0,1,"A",0,0,"D",8,11,3,"4",9,10,5,5,1,2,0,0,"13/14"
"SC0","03/08/13","Inverness C","St Mirren",3,0,"H",0,0,"D",6,6,3,"2",8,8,1,2,1,3,0,0,"13/14"
"SC0","03/08/13","Celtic","Ross County",2,1,"H",1,1,"D",25,5,9,"1",7,16,8,5,0,1,0,0,"13/14"
"SC0","03/08/13","Aberdeen","Kilmarnock",2,1,"H",1,0,"H",4,3,2,"0",9,4,6,1,1,2,0,0,"13/14"
"SC0","02/08/13","Partick","Dundee United",0,0,"D",0,0,"D",10,10,3,"6",3,6,10,6,3,1,0,0,"13/14"
"SC0","24/05/15","Dundee United","Dundee",3,0,"H",2,0,"H",13,10,5,"3",19,10,3,7,3,4,0,0,"14/15"
"SC0","24/05/15","Celtic","Inverness C",5,0,"H",2,0,"H",9,3,5,"0",12,8,5,0,2,0,0,0,"14/15"
"SC0","24/05/15","Aberdeen","St Johnstone",0,1,"A",0,0,"D",9,6,7,"1",12,12,13,4,1,2,0,0,"14/15"
"SC0","23/05/15","Motherwell","Partick",0,0,"D",0,0,"D",8,18,4,"5",9,7,4,6,0,0,0,0,"14/15"
"SC0","23/05/15","Kilmarnock","Ross County",1,2,"A",1,0,"H",10,16,4,"9",11,6,4,7,2,0,0,0,"14/15"
"SC0","23/05/15","Hamilton","St Mirren",1,0,"H",0,0,"D",9,2,7,"0",6,2,8,5,2,1,0,0,"14/15"
"SC0","16/05/15","St Mirren","Motherwell",2,1,"H",0,0,"D",11,12,5,"6",7,15,5,5,0,4,0,1,"14/15"
"SC0","16/05/15","Ross County","Hamilton",2,1,"H",0,1,"A",7,10,3,"4",6,13,9,7,2,2,1,0,"14/15"
"SC0","16/05/15","Partick","Kilmarnock",1,4,"A",0,2,"A",6,9,1,"7",3,3,5,3,3,2,0,0,"14/15"
"SC0","16/05/15","Inverness C","Dundee United",3,0,"H",0,0,"D",15,14,6,"4",9,10,5,6,2,2,0,0,"14/15"
"SC0","16/05/15","Dundee","Aberdeen",1,1,"D",1,0,"H",8,11,2,"5",10,15,5,12,1,2,0,0,"14/15"
"SC0","15/05/15","St Johnstone","Celtic",0,0,"D",0,0,"D",16,12,7,"4",9,16,11,7,3,3,0,0,"14/15"
"SC0","10/05/15","Aberdeen","Celtic",0,1,"A",0,0,"D",8,12,3,"7",11,16,5,1,3,1,0,0,"14/15"
"SC0","09/05/15","St Johnstone","Dundee United",1,1,"D",0,0,"D",9,13,3,"3",13,9,7,6,3,3,0,0,"14/15"
"SC0","09/05/15","Ross County","St Mirren",1,2,"A",1,1,"D",18,7,5,"2",9,11,6,5,2,1,1,0,"14/15"
"SC0","09/05/15","Hamilton","Partick",1,1,"D",0,0,"D",9,6,3,"4",14,10,4,4,2,0,0,0,"14/15"
"SC0","09/05/15","Dundee","Inverness C",0,1,"A",0,1,"A",11,4,6,"2",13,20,8,8,1,2,0,0,"14/15"
"SC0","08/05/15","Motherwell","Kilmarnock",3,1,"H",2,0,"H",18,10,9,"3",11,12,7,5,1,4,0,0,"14/15"
"SC0","05/05/15","Inverness C","Dundee United",2,1,"H",2,1,"H",9,7,3,"2",14,15,4,4,1,2,0,0,"14/15"
"SC0","02/05/15","St Johnstone","Inverness C",1,1,"D",0,0,"D",5,6,1,"3",16,21,5,3,5,3,0,1,"14/15"
"SC0","02/05/15","Partick","St Mirren",3,0,"H",0,0,"D",11,4,5,"0",8,5,11,0,2,1,0,0,"14/15"
"SC0","02/05/15","Motherwell","Ross County",1,1,"D",1,1,"D",7,6,5,"4",21,12,10,5,4,2,0,0,"14/15"
"SC0","02/05/15","Kilmarnock","Hamilton",2,3,"A",1,1,"D",9,11,4,"7",9,8,5,5,2,2,0,0,"14/15"
"SC0","02/05/15","Dundee United","Aberdeen",1,0,"H",1,0,"H",8,6,4,"1",16,9,6,5,2,2,0,0,"14/15"
"SC0","01/05/15","Celtic","Dundee",5,0,"H",2,0,"H",19,6,6,"3",9,10,6,2,1,0,0,0,"14/15"
"SC0","26/04/15","Dundee United","Celtic",0,3,"A",0,0,"D",5,8,3,"5",4,8,3,11,1,1,0,0,"14/15"
"SC0","25/04/15","St Mirren","Kilmarnock",4,1,"H",2,0,"H",14,13,6,"6",6,16,12,6,1,3,0,0,"14/15"
"SC0","25/04/15","Ross County","Partick",1,2,"A",1,1,"D",1,12,1,"7",9,12,2,6,2,0,0,0,"14/15"
"SC0","25/04/15","Inverness C","Aberdeen",1,2,"A",0,0,"D",6,6,5,"4",10,13,6,5,0,1,0,0,"14/15"
"SC0","25/04/15","Dundee","St Johnstone",0,2,"A",0,0,"D",5,3,3,"1",12,9,1,2,0,1,1,0,"14/15"
"SC0","24/04/15","Hamilton","Motherwell",2,0,"H",1,0,"H",13,11,5,"3",11,11,6,5,3,0,0,0,"14/15"
"SC0","22/04/15","Dundee","Celtic",1,2,"A",0,1,"A",5,17,2,"6",12,5,3,10,2,0,0,0,"14/15"
"SC0","18/04/15","Aberdeen","Dundee United",1,0,"H",1,0,"H",9,5,2,"3",9,9,13,2,0,2,1,0,"14/15"
"SC0","15/04/15","Celtic","Kilmarnock",4,1,"H",0,0,"D",18,2,8,"2",7,11,5,1,0,0,0,0,"14/15"
"SC0","13/04/15","St Mirren","Ross County",0,3,"A",0,1,"A",8,17,4,"7",10,14,2,9,0,0,1,0,"14/15"
"SC0","12/04/15","Kilmarnock","Aberdeen",1,2,"A",0,1,"A",7,9,3,"5",6,6,3,13,1,0,0,0,"14/15"
"SC0","11/04/15","St Johnstone","Dundee",1,0,"H",1,0,"H",8,7,5,"1",13,13,3,2,0,1,0,0,"14/15"
"SC0","11/04/15","Partick","Motherwell",2,0,"H",0,0,"D",12,3,7,"2",12,13,2,2,2,1,0,1,"14/15"
"SC0","11/04/15","Inverness C","Celtic",1,1,"D",1,1,"D",4,9,1,"5",18,18,3,9,4,3,0,0,"14/15"
"SC0","11/04/15","Dundee United","Hamilton",1,0,"H",0,0,"D",8,14,2,"8",8,12,1,7,2,3,0,0,"14/15"
"SC0","08/04/15","Dundee","Dundee United",3,1,"H",2,1,"H",7,9,7,"4",15,18,6,9,3,4,0,0,"14/15"
"SC0","08/04/15","Celtic","Partick",2,0,"H",1,0,"H",18,5,7,"3",6,8,6,4,0,0,0,1,"14/15"
"SC0","08/04/15","Aberdeen","Inverness C",1,0,"H",0,0,"D",12,5,3,"2",8,12,6,3,2,0,0,0,"14/15"
"SC0","07/04/15","Ross County","St Johnstone",1,0,"H",0,0,"D",13,6,2,"2",12,16,5,5,1,4,0,0,"14/15"
"SC0","07/04/15","Motherwell","St Mirren",5,0,"H",3,0,"H",14,14,8,"5",15,12,8,5,0,2,0,0,"14/15"
"SC0","04/04/15","Kilmarnock","Motherwell",1,2,"A",1,1,"D",6,14,4,"9",12,11,2,9,3,3,0,0,"14/15"
"SC0","04/04/15","Inverness C","Dundee",1,1,"D",0,0,"D",13,5,6,"1",22,12,6,1,2,2,0,0,"14/15"
"SC0","04/04/15","Hamilton","St Johnstone",1,1,"D",1,0,"H",9,8,2,"3",9,10,1,8,1,2,1,0,"14/15"
"SC0","04/04/15","Dundee United","Ross County",1,2,"A",1,1,"D",5,4,2,"3",11,14,3,4,1,3,0,0,"14/15"
"SC0","04/04/15","Aberdeen","Partick",0,0,"D",0,0,"D",10,5,6,"1",8,12,4,6,1,1,0,0,"14/15"
"SC0","03/04/15","St Mirren","Celtic",0,2,"A",0,0,"D",6,13,3,"7",9,10,2,5,2,0,0,0,"14/15"
"SC0","21/03/15","St Johnstone","St Mirren",2,0,"H",1,0,"H",13,6,4,"2",14,17,3,1,1,1,0,0,"14/15"
"SC0","21/03/15","Ross County","Kilmarnock",2,1,"H",1,0,"H",18,16,10,"4",17,11,14,5,2,2,0,0,"14/15"
"SC0","21/03/15","Partick","Inverness C",1,0,"H",0,0,"D",7,2,3,"1",6,8,9,4,1,0,0,0,"14/15"
"SC0","21/03/15","Dundee","Aberdeen",1,1,"D",0,1,"A",6,6,2,"3",6,12,2,10,2,1,0,0,"14/15"
"SC0","21/03/15","Celtic","Dundee United",3,0,"H",3,0,"H",12,9,5,"4",10,10,7,5,2,1,0,0,"14/15"
