"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","season"
"SC0","10/02/04","Dundee United","Hibernian",0,0,"D",0,0,"D",17,8,7,"3",10,14,5,7,0,1,0,0,"03/04"
"SC0","01/02/04","Partick","Rangers",0,1,"A",0,0,"D",9,10,2,"6",13,15,1,5,3,3,0,0,"03/04"
"SC0","31/01/04","Hibernian","Dundee",1,1,"D",0,1,"A",10,6,7,"4",11,9,1,3,0,3,0,0,"03/04"
"SC0","31/01/04","Dundee United","Dunfermline",1,0,"H",0,0,"D",8,8,2,"3",13,12,10,5,1,1,0,0,"03/04"
"SC0","31/01/04","Celtic","Kilmarnock",5,1,"H",0,0,"D",13,5,7,"3",9,13,9,1,0,0,0,0,"03/04"
"SC0","25/01/04","Dundee","Dundee United",2,1,"H",0,1,"A",10,5,6,"3",11,11,5,6,1,3,0,0,"03/04"
"SC0","24/01/04","Rangers","Livingston",1,0,"H",1,0,"H",18,16,13,"8",11,17,9,4,1,2,0,0,"03/04"
"SC0","24/01/04","Kilmarnock","Hibernian",0,2,"A",0,0,"D",10,10,8,"5",16,22,9,5,0,1,0,0,"03/04"
"SC0","24/01/04","Hearts","Partick",2,0,"H",1,0,"H",9,6,6,"1",11,12,3,5,1,4,0,1,"03/04"
"SC0","24/01/04","Dunfermline","Motherwell",1,0,"H",0,0,"D",14,3,5,"1",11,13,6,1,1,1,0,0,"03/04"
"SC0","24/01/04","Aberdeen","Celtic",1,3,"A",0,2,"A",4,9,3,"6",10,8,6,3,0,0,0,0,"03/04"
"SC0","18/01/04","Hearts","Celtic",0,1,"A",0,1,"A",10,9,5,"6",22,17,2,6,5,5,0,0,"03/04"
"SC0","17/01/04","Rangers","Motherwell",1,0,"H",0,0,"D",10,7,3,"0",13,16,3,6,2,1,0,0,"03/04"
"SC0","17/01/04","Partick","Dundee",1,2,"A",1,0,"H",6,9,3,"7",15,11,4,6,0,0,0,0,"03/04"
"SC0","17/01/04","Livingston","Hibernian",1,0,"H",1,0,"H",11,12,5,"9",12,13,5,0,3,2,0,0,"03/04"
"SC0","17/01/04","Kilmarnock","Dunfermline",1,1,"D",1,0,"H",12,15,7,"7",10,10,6,7,1,0,0,0,"03/04"
"SC0","17/01/04","Dundee United","Aberdeen",3,2,"H",1,0,"H",12,12,9,"4",12,16,5,7,2,3,0,0,"03/04"
"SC0","06/01/04","Dundee","Hearts",1,2,"A",0,0,"D",9,12,6,"6",15,15,9,5,1,2,0,0,"03/04"
"SC0","03/01/04","Motherwell","Dundee United",3,1,"H",0,1,"A",11,6,7,"4",18,14,6,5,3,2,0,0,"03/04"
"SC0","03/01/04","Hibernian","Partick",3,2,"H",2,0,"H",10,3,5,"2",14,20,7,11,0,4,0,0,"03/04"
"SC0","03/01/04","Dunfermline","Livingston",2,2,"D",1,1,"D",7,8,5,"7",16,16,6,2,2,3,0,0,"03/04"
"SC0","03/01/04","Celtic","Rangers",3,0,"H",1,0,"H",9,5,4,"1",13,15,10,3,0,4,0,0,"03/04"
"SC0","03/01/04","Aberdeen","Kilmarnock",3,1,"H",2,0,"H",10,6,5,"3",13,13,6,4,1,1,0,0,"03/04"
"SC0","28/12/03","Dundee","Rangers",0,2,"A",0,0,"D",11,12,8,"8",12,11,6,10,1,0,0,0,"03/04"
"SC0","27/12/03","Partick","Dunfermline",4,1,"H",1,0,"H",12,11,8,"5",12,13,3,3,0,0,0,1,"03/04"
"SC0","27/12/03","Livingston","Aberdeen",1,1,"D",0,1,"A",16,13,4,"7",10,10,7,5,0,0,0,0,"03/04"
"SC0","27/12/03","Kilmarnock","Dundee United",0,2,"A",0,1,"A",7,3,4,"2",12,10,6,4,1,1,0,0,"03/04"
"SC0","27/12/03","Hearts","Motherwell",0,0,"D",0,0,"D",10,6,5,"2",13,12,6,2,0,0,0,0,"03/04"
"SC0","27/12/03","Celtic","Hibernian",6,0,"H",2,0,"H",17,4,8,"1",8,12,4,3,2,2,0,1,"03/04"
"SC0","23/12/03","Dundee United","Partick",0,0,"D",0,0,"D",10,8,7,"6",10,12,7,4,3,1,0,0,"03/04"
"SC0","21/12/03","Motherwell","Celtic",0,2,"A",0,1,"A",7,8,5,"6",16,17,9,2,2,3,0,0,"03/04"
"SC0","21/12/03","Hibernian","Dunfermline",1,2,"A",0,2,"A",8,11,2,"2",17,22,2,3,2,2,0,0,"03/04"
"SC0","20/12/03","Rangers","Hearts",2,1,"H",1,1,"D",17,13,9,"10",11,21,4,8,1,1,0,0,"03/04"
"SC0","20/12/03","Kilmarnock","Livingston",0,3,"A",0,0,"D",9,11,4,"7",5,16,6,3,0,3,0,0,"03/04"
"SC0","20/12/03","Aberdeen","Dundee",2,2,"D",1,1,"D",12,7,8,"4",15,9,6,7,1,2,0,0,"03/04"
"SC0","14/12/03","Dunfermline","Rangers",2,0,"H",1,0,"H",5,9,5,"6",14,13,1,7,0,2,0,0,"03/04"
"SC0","13/12/03","Partick","Aberdeen",0,3,"A",0,1,"A",7,11,1,"6",6,9,8,4,1,2,0,0,"03/04"
"SC0","13/12/03","Motherwell","Hibernian",0,1,"A",0,0,"D",11,13,6,"9",9,15,7,12,0,1,0,0,"03/04"
"SC0","13/12/03","Hearts","Kilmarnock",2,1,"H",0,0,"D",8,6,7,"4",17,11,8,5,3,2,0,0,"03/04"
"SC0","13/12/03","Dundee United","Livingston",2,0,"H",1,0,"H",5,9,2,"4",14,23,4,5,1,1,0,0,"03/04"
"SC0","13/12/03","Celtic","Dundee",3,2,"H",1,1,"D",12,8,9,"5",11,14,9,8,1,4,0,0,"03/04"
"SC0","07/12/03","Partick","Motherwell",1,0,"H",0,0,"D",9,6,7,"3",15,13,7,6,1,0,0,0,"03/04"
"SC0","07/12/03","Aberdeen","Hibernian",3,1,"H",1,0,"H",11,11,3,"5",10,20,5,7,2,3,0,0,"03/04"
"SC0","06/12/03","Rangers","Dundee United",2,1,"H",2,0,"H",19,8,7,"2",13,20,8,4,1,5,0,0,"03/04"
"SC0","06/12/03","Livingston","Celtic",0,2,"A",0,0,"D",7,17,2,"9",12,16,3,12,1,2,0,0,"03/04"
"SC0","06/12/03","Dunfermline","Hearts",2,1,"H",1,1,"D",9,14,6,"7",22,19,6,11,2,2,0,0,"03/04"
"SC0","06/12/03","Dundee","Kilmarnock",1,2,"A",1,2,"A",15,6,5,"4",11,16,17,3,1,1,0,0,"03/04"
"SC0","30/11/03","Hibernian","Rangers",0,1,"A",0,0,"D",15,14,4,"9",15,10,6,8,3,3,0,0,"03/04"
"SC0","30/11/03","Dundee United","Hearts",2,1,"H",2,0,"H",11,6,7,"4",13,19,2,9,3,3,0,0,"03/04"
"SC0","29/11/03","Livingston","Dundee",1,1,"D",0,0,"D",5,14,2,"7",8,13,3,3,1,1,0,0,"03/04"
"SC0","29/11/03","Kilmarnock","Motherwell",2,0,"H",1,0,"H",12,5,5,"5",14,8,1,11,2,1,0,0,"03/04"
"SC0","29/11/03","Dunfermline","Aberdeen",2,2,"D",0,1,"A",15,8,8,"2",12,14,8,0,1,4,0,0,"03/04"
"SC0","29/11/03","Celtic","Partick",3,1,"H",2,1,"H",18,4,10,"3",13,20,8,3,1,4,0,0,"03/04"
"SC0","25/11/03","Motherwell","Dunfermline",2,2,"D",0,2,"A",15,9,8,"4",9,12,8,3,2,2,0,0,"03/04"
"SC0","23/11/03","Hearts","Hibernian",2,0,"H",1,0,"H",8,7,1,"1",14,13,6,6,1,2,0,0,"03/04"
"SC0","22/11/03","Rangers","Aberdeen",3,0,"H",0,0,"D",18,3,12,"2",3,17,13,3,0,3,0,1,"03/04"
"SC0","22/11/03","Partick","Kilmarnock",2,4,"A",1,1,"D",11,13,7,"8",17,17,6,8,2,2,0,0,"03/04"
"SC0","22/11/03","Motherwell","Livingston",1,1,"D",1,1,"D",9,8,5,"1",7,19,3,2,1,4,0,0,"03/04"
"SC0","22/11/03","Dunfermline","Dundee",2,0,"H",0,0,"D",10,6,5,"3",10,18,1,7,0,2,0,0,"03/04"
"SC0","22/11/03","Dundee United","Celtic",1,5,"A",0,1,"A",7,13,5,"8",17,15,6,6,1,2,0,0,"03/04"
"SC0","09/11/03","Kilmarnock","Rangers",2,3,"A",1,1,"D",5,22,4,"9",17,10,3,16,1,1,0,0,"03/04"
"SC0","09/11/03","Aberdeen","Hearts",0,1,"A",0,1,"A",5,7,2,"5",13,20,6,3,4,3,2,0,"03/04"
"SC0","08/11/03","Livingston","Partick",2,0,"H",2,0,"H",15,9,12,"4",14,11,3,4,1,3,0,0,"03/04"
"SC0","08/11/03","Hibernian","Dundee United",2,2,"D",1,1,"D",9,7,6,"4",7,14,4,7,1,1,0,0,"03/04"
"SC0","08/11/03","Dundee","Motherwell",0,1,"A",0,0,"D",10,12,3,"8",10,11,7,5,0,1,0,0,"03/04"
"SC0","08/11/03","Celtic","Dunfermline",5,0,"H",1,0,"H",17,3,11,"1",8,10,4,1,0,2,0,0,"03/04"
"SC0","01/11/03","Rangers","Partick",3,1,"H",2,0,"H",11,9,6,"2",14,13,2,3,2,5,0,0,"03/04"
"SC0","01/11/03","Kilmarnock","Celtic",0,5,"A",0,1,"A",4,11,2,"6",17,8,8,7,3,1,0,0,"03/04"
"SC0","01/11/03","Hearts","Livingston",3,1,"H",0,0,"D",11,12,7,"8",9,14,5,6,2,3,0,1,"03/04"
"SC0","01/11/03","Dunfermline","Dundee United",2,0,"H",0,0,"D",19,3,8,"1",10,11,8,4,0,2,0,0,"03/04"
"SC0","01/11/03","Dundee","Hibernian",1,1,"D",1,0,"H",5,14,4,"8",12,15,5,11,3,0,1,0,"03/04"
"SC0","01/11/03","Aberdeen","Motherwell",0,3,"A",0,1,"A",10,7,5,"6",8,17,7,3,0,1,0,0,"03/04"
"SC0","26/10/03","Dundee United","Dundee",1,1,"D",0,1,"A",13,4,4,"2",12,13,5,7,1,0,0,0,"03/04"
"SC0","25/10/03","Partick","Hearts",1,4,"A",0,3,"A",8,10,4,"8",11,19,3,5,0,2,0,0,"03/04"
"SC0","25/10/03","Livingston","Rangers",0,0,"D",0,0,"D",7,11,1,"5",26,15,2,8,3,1,0,0,"03/04"
"SC0","25/10/03","Hibernian","Kilmarnock",3,1,"H",2,0,"H",9,13,4,"7",13,15,7,6,0,2,0,0,"03/04"
"SC0","25/10/03","Celtic","Aberdeen",4,0,"H",3,0,"H",16,5,7,"3",15,16,6,5,0,1,0,0,"03/04"
"SC0","19/10/03","Motherwell","Rangers",1,1,"D",1,1,"D",13,16,3,"9",15,14,3,5,0,3,0,0,"03/04"
"SC0","18/10/03","Hibernian","Livingston",0,2,"A",0,1,"A",8,5,3,"3",10,18,5,4,1,1,0,0,"03/04"
"SC0","18/10/03","Dunfermline","Kilmarnock",2,3,"A",1,1,"D",21,6,16,"6",10,11,10,4,0,0,0,0,"03/04"
"SC0","18/10/03","Dundee","Partick",1,0,"H",0,0,"D",22,14,9,"10",15,14,8,3,2,1,0,0,"03/04"
"SC0","18/10/03","Celtic","Hearts",5,0,"H",4,0,"H",13,1,8,"0",13,15,14,0,0,3,0,0,"03/04"
"SC0","18/10/03","Aberdeen","Dundee United",0,1,"A",0,1,"A",8,7,2,"4",11,16,10,4,1,3,0,0,"03/04"
"SC0","04/10/03","Rangers","Celtic",0,1,"A",0,0,"D",10,6,7,"3",17,19,6,2,1,0,0,0,"03/04"
"SC0","04/10/03","Partick","Hibernian",0,1,"A",0,0,"D",9,9,5,"5",9,15,3,5,1,1,0,0,"03/04"
"SC0","04/10/03","Livingston","Dunfermline",0,0,"D",0,0,"D",14,8,6,"5",22,21,4,4,2,2,0,0,"03/04"
"SC0","04/10/03","Kilmarnock","Aberdeen",1,3,"A",0,2,"A",11,9,6,"7",11,13,4,1,0,0,0,0,"03/04"
"SC0","04/10/03","Hearts","Dundee",2,2,"D",0,1,"A",14,7,11,"7",17,12,4,7,4,3,0,0,"03/04"
"SC0","04/10/03","Dundee United","Motherwell",0,2,"A",0,1,"A",13,14,7,"10",18,16,4,6,2,2,0,0,"03/04"
"SC0","27/09/03","Rangers","Dundee",3,1,"H",0,0,"D",19,9,13,"7",11,15,11,7,0,2,0,0,"03/04"
"SC0","27/09/03","Motherwell","Hearts",1,1,"D",1,1,"D",5,8,2,"3",14,22,5,5,2,4,0,0,"03/04"
"SC0","27/09/03","Hibernian","Celtic",1,2,"A",1,1,"D",10,17,5,"8",18,14,9,6,2,3,0,1,"03/04"
"SC0","27/09/03","Dunfermline","Partick",2,1,"H",0,0,"D",23,5,16,"4",12,16,10,2,0,3,0,0,"03/04"
"SC0","27/09/03","Dundee United","Kilmarnock",1,1,"D",0,0,"D",11,14,7,"7",11,19,4,6,0,2,0,0,"03/04"
"SC0","27/09/03","Aberdeen","Livingston",0,3,"A",0,1,"A",16,9,10,"4",8,16,10,4,0,2,0,0,"03/04"
"SC0","21/09/03","Hearts","Rangers",0,4,"A",0,1,"A",6,15,1,"9",19,16,3,11,3,1,0,0,"03/04"
"SC0","20/09/03","Partick","Dundee United",0,2,"A",0,1,"A",14,13,8,"7",16,15,7,11,0,0,0,0,"03/04"
"SC0","20/09/03","Livingston","Kilmarnock",1,2,"A",1,2,"A",14,6,11,"6",16,21,9,6,4,4,0,1,"03/04"
"SC0","20/09/03","Dunfermline","Hibernian",0,0,"D",0,0,"D",12,5,0,"0",15,12,2,2,2,2,0,0,"03/04"
"SC0","20/09/03","Dundee","Aberdeen",2,0,"H",1,0,"H",11,3,6,"0",7,9,5,6,0,0,0,0,"03/04"
"SC0","20/09/03","Celtic","Motherwell",3,0,"H",0,0,"D",16,5,10,"1",12,20,3,7,2,2,0,0,"03/04"
"SC0","13/09/03","Rangers","Dunfermline",4,0,"H",3,0,"H",14,7,6,"2",14,14,4,5,1,1,0,0,"03/04"
"SC0","13/09/03","Livingston","Dundee United",0,0,"D",0,0,"D",14,6,13,"4",17,12,14,6,2,2,0,0,"03/04"
"SC0","13/09/03","Kilmarnock","Hearts",0,2,"A",0,2,"A",8,12,1,"8",17,18,5,6,2,3,0,0,"03/04"
"SC0","13/09/03","Hibernian","Motherwell",0,2,"A",0,1,"A",10,9,2,"8",15,11,3,6,2,1,0,0,"03/04"
"SC0","13/09/03","Dundee","Celtic",0,1,"A",0,1,"A",8,6,5,"4",12,18,6,4,2,1,0,1,"03/04"
"SC0","13/09/03","Aberdeen","Partick",2,1,"H",1,0,"H",11,6,6,"2",16,10,3,7,2,1,0,0,"03/04"
"SC0","31/08/03","Kilmarnock","Dundee",1,1,"D",0,0,"D",10,8,5,"5",13,10,6,5,3,2,0,0,"03/04"
"SC0","31/08/03","Hearts","Dunfermline",1,0,"H",0,0,"D",15,4,7,"3",17,22,7,4,1,3,0,0,"03/04"
"SC0","31/08/03","Dundee United","Rangers",1,3,"A",0,1,"A",6,11,4,"10",12,11,5,1,2,1,0,0,"03/04"
"SC0","30/08/03","Motherwell","Partick",2,2,"D",1,1,"D",7,9,4,"3",15,16,5,5,3,6,1,1,"03/04"
"SC0","30/08/03","Hibernian","Aberdeen",1,1,"D",0,1,"A",20,10,13,"4",8,15,6,6,2,1,0,0,"03/04"
"SC0","30/08/03","Celtic","Livingston",5,1,"H",2,0,"H",20,2,14,"2",10,16,13,0,0,2,0,0,"03/04"
"SC0","23/08/03","Rangers","Hibernian",5,2,"H",2,2,"D",7,7,6,"4",11,16,3,5,0,1,0,0,"03/04"
"SC0","23/08/03","Partick","Celtic",1,2,"A",1,2,"A",9,15,5,"10",19,20,3,4,2,1,0,0,"03/04"
"SC0","23/08/03","Motherwell","Kilmarnock",2,1,"H",0,0,"D",14,6,3,"1",19,22,7,2,1,3,0,1,"03/04"
"SC0","23/08/03","Hearts","Dundee United",3,0,"H",3,0,"H",9,4,7,"2",22,16,4,2,2,4,0,0,"03/04"
"SC0","23/08/03","Dundee","Livingston",2,1,"H",1,1,"D",15,11,6,"4",13,22,4,6,1,5,0,0,"03/04"
"SC0","23/08/03","Aberdeen","Dunfermline",1,2,"A",1,1,"D",7,6,4,"3",13,16,9,3,0,0,0,0,"03/04"
"SC0","17/08/03","Hibernian","Hearts",1,0,"H",0,0,"D",12,15,8,"7",21,20,4,5,4,3,1,0,"03/04"
"SC0","17/08/03","Dundee","Dunfermline",0,2,"A",0,1,"A",16,7,8,"2",12,21,9,4,1,1,0,0,"03/04"
"SC0","16/08/03","Livingston","Motherwell",1,0,"H",0,0,"D",12,6,6,"3",19,15,3,8,0,1,0,0,"03/04"
"SC0","16/08/03","Kilmarnock","Partick",2,1,"H",0,1,"A",18,10,5,"3",17,10,7,5,0,1,0,1,"03/04"
"SC0","16/08/03","Celtic","Dundee United",5,0,"H",3,0,"H",12,3,11,"2",13,15,5,2,2,2,0,0,"03/04"
"SC0","16/08/03","Aberdeen","Rangers",2,3,"A",1,2,"A",9,12,6,"8",17,14,2,6,2,1,0,0,"03/04"
"SC0","09/08/03","Rangers","Kilmarnock",4,0,"H",3,0,"H",21,1,13,"1",15,14,6,4,2,4,0,1,"03/04"
"SC0","09/08/03","Partick","Livingston",1,1,"D",1,0,"H",6,18,2,"8",8,19,2,5,0,2,0,0,"03/04"
"SC0","09/08/03","Motherwell","Dundee",0,3,"A",0,2,"A",12,6,4,"3",13,17,6,4,1,3,0,0,"03/04"
"SC0","09/08/03","Hearts","Aberdeen",2,0,"H",1,0,"H",10,8,7,"5",22,11,5,4,2,0,0,0,"03/04"
"SC0","09/08/03","Dunfermline","Celtic",0,0,"D",0,0,"D",7,14,6,"6",17,10,5,9,1,0,0,0,"03/04"
"SC0","09/08/03","Dundee United","Hibernian",1,2,"A",0,0,"D",15,9,5,"4",10,17,7,4,1,2,1,0,"03/04"
"SC0","22/05/05","Motherwell","Celtic",2,1,"H",0,1,"A",12,12,7,"8",14,9,4,12,2,1,0,0,"04/05"
"SC0","22/05/05","Hibernian","Rangers",0,1,"A",0,0,"D",6,7,2,"1",11,11,0,3,4,1,0,0,"04/05"
"SC0","22/05/05","Aberdeen","Hearts",2,0,"H",1,0,"H",15,7,6,"1",13,20,9,6,1,2,0,0,"04/05"
"SC0","21/05/05","Livingston","Dundee",1,1,"D",1,1,"D",6,8,4,"4",11,18,3,6,3,1,0,0,"04/05"
"SC0","21/05/05","Kilmarnock","Dunfermline",4,0,"H",1,0,"H",13,3,7,"1",9,19,6,4,1,1,0,0,"04/05"
"SC0","21/05/05","Inverness C","Dundee United",0,1,"A",0,0,"D",8,4,3,"3",12,13,2,2,1,2,0,1,"04/05"
"SC0","15/05/05","Hearts","Celtic",1,2,"A",0,1,"A",4,9,3,"6",18,17,6,9,3,4,1,0,"04/05"
"SC0","15/05/05","Dundee United","Dunfermline",0,1,"A",0,0,"D",10,5,5,"2",10,12,9,4,1,3,0,0,"04/05"
"SC0","14/05/05","Rangers","Motherwell",4,1,"H",2,0,"H",18,3,11,"0",11,10,6,0,1,3,0,0,"04/05"
"SC0","14/05/05","Kilmarnock","Livingston",2,0,"H",0,0,"D",15,4,5,"1",18,22,6,2,0,1,0,0,"04/05"
"SC0","14/05/05","Hibernian","Aberdeen",1,2,"A",0,1,"A",10,12,7,"6",16,13,3,10,2,2,0,0,"04/05"
"SC0","14/05/05","Dundee","Inverness C",1,1,"D",0,0,"D",11,15,6,"4",11,8,4,9,1,0,0,0,"04/05"
"SC0","08/05/05","Celtic","Aberdeen",2,0,"H",0,0,"D",13,5,8,"3",13,13,8,5,0,0,0,0,"04/05"
"SC0","07/05/05","Rangers","Hearts",2,1,"H",2,0,"H",15,3,10,"2",17,11,4,2,1,2,0,0,"04/05"
"SC0","07/05/05","Motherwell","Hibernian",2,2,"D",1,0,"H",14,13,6,"7",16,10,5,7,1,1,0,0,"04/05"
"SC0","07/05/05","Inverness C","Livingston",0,1,"A",0,1,"A",11,4,5,"4",17,12,8,2,2,2,0,0,"04/05"
"SC0","07/05/05","Dunfermline","Dundee",5,0,"H",4,0,"H",8,10,7,"6",19,14,7,12,3,2,0,0,"04/05"
"SC0","07/05/05","Dundee United","Kilmarnock",1,1,"D",1,0,"H",13,10,9,"5",3,15,13,7,1,0,0,0,"04/05"
"SC0","01/05/05","Aberdeen","Rangers",1,3,"A",1,2,"A",7,11,2,"8",13,14,1,7,2,0,0,0,"04/05"
"SC0","30/04/05","Livingston","Dunfermline",2,0,"H",1,0,"H",8,8,5,"4",12,13,2,3,1,2,0,0,"04/05"
"SC0","30/04/05","Inverness C","Kilmarnock",1,2,"A",1,1,"D",13,4,5,"3",22,21,8,4,2,2,0,0,"04/05"
"SC0","30/04/05","Hearts","Motherwell",0,0,"D",0,0,"D",17,7,8,"4",18,21,6,3,2,2,0,0,"04/05"
"SC0","30/04/05","Dundee","Dundee United",1,2,"A",0,0,"D",11,9,6,"4",7,11,7,7,0,2,1,0,"04/05"
"SC0","30/04/05","Celtic","Hibernian",1,3,"A",0,1,"A",11,6,4,"5",8,18,6,3,1,3,0,0,"04/05"
"SC0","24/04/05","Rangers","Celtic",1,2,"A",0,2,"A",21,11,11,"6",15,14,9,7,3,4,0,0,"04/05"
"SC0","23/04/05","Motherwell","Aberdeen",0,1,"A",0,1,"A",9,7,4,"2",12,9,1,3,2,2,0,0,"04/05"
"SC0","23/04/05","Kilmarnock","Dundee",1,0,"H",0,0,"D",9,4,5,"1",7,6,12,4,0,1,0,0,"04/05"
"SC0","23/04/05","Hibernian","Hearts",2,2,"D",1,1,"D",14,8,7,"5",15,15,10,2,1,3,0,0,"04/05"
"SC0","23/04/05","Dunfermline","Inverness C",0,0,"D",0,0,"D",13,6,4,"3",12,15,5,6,1,0,0,0,"04/05"
"SC0","23/04/05","Dundee United","Livingston",1,1,"D",1,0,"H",15,7,9,"5",14,10,6,2,1,1,0,0,"04/05"
"SC0","17/04/05","Dunfermline","Rangers",0,1,"A",0,1,"A",6,10,3,"3",20,16,3,6,4,2,0,0,"04/05"
"SC0","16/04/05","Motherwell","Kilmarnock",1,1,"D",0,1,"A",2,4,2,"2",17,15,5,1,2,2,0,0,"04/05"
"SC0","16/04/05","Inverness C","Dundee",3,2,"H",2,0,"H",18,8,7,"4",15,12,8,5,3,1,0,0,"04/05"
"SC0","16/04/05","Hibernian","Livingston",0,3,"A",0,0,"D",10,13,3,"8",17,10,3,4,1,2,0,0,"04/05"
"SC0","16/04/05","Dundee United","Hearts",2,1,"H",1,1,"D",11,14,9,"8",15,10,11,7,2,1,0,0,"04/05"
"SC0","16/04/05","Celtic","Aberdeen",3,2,"H",1,2,"A",9,4,7,"2",11,22,7,2,0,2,0,0,"04/05"
"SC0","13/04/05","Livingston","Celtic",0,4,"A",0,1,"A",5,7,2,"6",18,15,3,14,1,1,0,0,"04/05"
"SC0","13/04/05","Hearts","Hibernian",1,2,"A",1,0,"H",10,9,6,"5",14,17,4,3,2,2,0,0,"04/05"
"SC0","12/04/05","Rangers","Dundee United",0,1,"A",0,1,"A",23,4,15,"3",9,11,10,2,0,1,0,0,"04/05"
"SC0","12/04/05","Inverness C","Motherwell",1,0,"H",1,0,"H",15,6,7,"4",17,15,7,3,1,3,0,1,"04/05"
"SC0","09/04/05","Kilmarnock","Inverness C",0,1,"A",0,1,"A",9,10,5,"8",15,21,10,7,1,2,0,0,"04/05"
"SC0","09/04/05","Dundee","Dunfermline",2,1,"H",0,1,"A",6,7,4,"3",8,19,7,4,2,1,0,0,"04/05"
"SC0","09/04/05","Aberdeen","Motherwell",1,3,"A",1,2,"A",9,5,2,"2",12,21,4,5,1,2,0,0,"04/05"
"SC0","03/04/05","Motherwell","Rangers",2,3,"A",0,2,"A",8,8,5,"3",15,14,7,2,4,3,0,1,"04/05"
"SC0","02/04/05","Livingston","Dunfermline",1,1,"D",0,0,"D",8,14,3,"6",19,16,10,6,3,0,0,0,"04/05"
"SC0","02/04/05","Inverness C","Aberdeen",0,1,"A",0,1,"A",16,5,8,"2",8,14,9,3,2,2,0,0,"04/05"
"SC0","02/04/05","Hibernian","Dundee United",3,2,"H",1,0,"H",14,10,6,"8",7,12,3,1,0,1,1,0,"04/05"
"SC0","02/04/05","Dundee","Kilmarnock",1,0,"H",0,0,"D",4,11,2,"6",14,10,3,6,2,1,0,0,"04/05"
"SC0","02/04/05","Celtic","Hearts",0,2,"A",0,2,"A",11,7,7,"3",14,12,12,2,0,3,0,0,"04/05"
"SC0","19/03/05","Hearts","Livingston",3,1,"H",1,1,"D",11,4,9,"3",12,20,5,4,2,3,0,0,"04/05"
"SC0","19/03/05","Dunfermline","Hibernian",1,4,"A",1,0,"H",8,11,4,"6",10,8,8,2,0,1,0,0,"04/05"
"SC0","19/03/05","Dundee United","Celtic",2,3,"A",1,2,"A",13,17,11,"14",16,7,3,8,2,2,0,0,"04/05"
"SC0","19/03/05","Aberdeen","Dundee",1,1,"D",0,0,"D",8,5,4,"2",13,11,6,2,1,1,0,0,"04/05"
"SC0","16/03/05","Inverness C","Celtic",0,2,"A",0,0,"D",7,7,2,"3",14,10,2,9,0,0,0,0,"04/05"
"SC0","13/03/05","Dundee","Rangers",0,2,"A",0,0,"D",4,10,2,"7",12,20,1,6,0,2,0,0,"04/05"
"SC0","12/03/05","Livingston","Motherwell",1,1,"D",0,1,"A",4,11,3,"11",11,16,3,7,1,3,0,0,"04/05"
"SC0","12/03/05","Kilmarnock","Dundee United",3,0,"H",1,0,"H",8,6,7,"3",10,13,6,5,0,1,0,0,"04/05"
"SC0","12/03/05","Hearts","Inverness C",0,2,"A",0,0,"D",8,8,4,"4",18,16,6,4,1,1,0,0,"04/05"
"SC0","12/03/05","Celtic","Dunfermline",6,0,"H",1,0,"H",13,2,11,"1",4,6,10,0,0,0,0,0,"04/05"
"SC0","12/03/05","Aberdeen","Hibernian",3,0,"H",2,0,"H",4,11,2,"8",16,19,2,7,2,1,0,0,"04/05"
"SC0","06/03/05","Hibernian","Celtic",1,3,"A",0,2,"A",8,11,6,"6",14,15,7,10,3,2,0,0,"04/05"
"SC0","05/03/05","Rangers","Inverness C",1,1,"D",0,0,"D",12,9,6,"4",14,18,2,3,1,2,0,0,"04/05"
"SC0","05/03/05","Motherwell","Dundee United",2,0,"H",1,0,"H",12,6,6,"3",9,8,4,2,0,2,0,0,"04/05"
"SC0","05/03/05","Kilmarnock","Aberdeen",0,1,"A",0,0,"D",7,13,2,"7",10,15,4,7,0,1,0,0,"04/05"
"SC0","05/03/05","Dunfermline","Hearts",1,1,"D",1,0,"H",11,10,7,"7",18,12,10,9,1,1,0,0,"04/05"
"SC0","05/03/05","Dundee","Livingston",0,1,"A",0,0,"D",4,8,1,"3",7,12,1,7,0,1,0,0,"04/05"
"SC0","02/03/05","Livingston","Kilmarnock",3,1,"H",1,1,"D",6,3,4,"1",24,20,3,4,4,2,0,0,"04/05"
"SC0","02/03/05","Inverness C","Hibernian",3,0,"H",1,0,"H",14,3,7,"0",12,12,2,3,0,3,0,0,"04/05"
"SC0","02/03/05","Hearts","Rangers",1,2,"A",0,0,"D",5,6,4,"2",16,16,6,6,1,2,1,1,"04/05"
"SC0","02/03/05","Dunfermline","Motherwell",0,0,"D",0,0,"D",8,6,3,"2",10,14,11,5,1,1,0,0,"04/05"
"SC0","02/03/05","Dundee United","Aberdeen",1,2,"A",0,2,"A",14,8,9,"8",14,12,9,6,1,2,1,1,"04/05"
"SC0","02/03/05","Celtic","Dundee",3,0,"H",0,0,"D",24,3,12,"1",14,11,9,1,0,1,0,0,"04/05"
"SC0","26/02/05","Rangers","Kilmarnock",2,1,"H",2,0,"H",13,3,8,"1",13,21,5,6,1,1,0,0,"04/05"
"SC0","20/02/05","Celtic","Rangers",0,2,"A",0,0,"D",6,12,6,"5",16,19,5,5,1,2,0,0,"04/05"
