"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","IWH","IWD","IWA","LBH","LBD","LBA","season"
"SP1","26/10/08","Mallorca","Espanol",3,0,"H",0,0,"D",13,9,6,3,22,15,9,0,3,2,0,0,2.38,3.2,3,2.2,3.2,3,2.2,3,3.1,2.38,3.2,2.6,"08/09"
"SP1","26/10/08","La Coruna","Sp Gijon",0,3,"A",0,2,"A",18,14,5,8,9,14,10,3,2,3,1,0,1.73,3.5,5,1.65,3.4,5,1.65,3.3,4.9,1.67,3.3,4.5,"08/09"
"SP1","26/10/08","Getafe","Valladolid",1,0,"H",1,0,"H",14,11,6,0,15,22,6,4,2,3,0,0,1.91,3.3,4.2,1.85,3.25,3.95,1.85,3.1,4,1.8,3.2,4,"08/09"
"SP1","25/10/08","Osasuna","Betis",0,2,"A",0,0,"D",13,17,6,5,11,10,1,5,1,0,0,0,2.3,3.2,3.2,2.18,3.1,3.1,2.1,3.1,3.2,2.25,3,2.88,"08/09"
"SP1","25/10/08","Barcelona","Almeria",5,0,"H",5,0,"H",13,6,9,2,13,15,6,6,0,3,0,1,1.22,5.75,13,1.25,5,10,1.25,4.8,9.5,1.25,4.5,10,"08/09"
"SP1","19/10/08","Valladolid","Recreativo",1,1,"D",0,1,"A",10,12,6,4,10,10,3,3,1,2,0,0,1.83,3.4,4.5,1.85,3.2,4,1.9,3.1,3.8,1.73,3.4,4,"08/09"
"SP1","19/10/08","Valencia","Numancia",4,0,"H",1,0,"H",18,11,7,5,14,10,6,7,0,0,0,0,1.33,4.6,10,1.3,4.25,10,1.3,4.6,8,1.33,4,8,"08/09"
"SP1","19/10/08","Sp Gijon","Osasuna",2,1,"H",2,1,"H",8,8,3,3,27,20,3,3,7,2,0,1,2.62,3.25,2.62,2.55,3.15,2.55,2.55,3.1,2.55,2.5,3.2,2.5,"08/09"
"SP1","19/10/08","Santander","La Coruna",0,0,"D",0,0,"D",14,7,1,2,19,20,7,2,2,2,1,0,2.15,3.25,3.4,2,3.15,3.5,2.1,3.1,3.2,2.1,3.2,3,"08/09"
"SP1","19/10/08","Malaga","Getafe",2,1,"H",2,1,"H",15,11,5,7,21,19,4,3,3,4,0,0,2.5,3.25,2.8,2.35,3.15,2.8,2.4,3.1,2.7,2.38,3.2,2.6,"08/09"
"SP1","19/10/08","Betis","Mallorca",3,0,"H",2,0,"H",17,15,6,4,12,15,5,3,2,3,0,0,2,3.3,3.8,1.95,3.3,3.5,2.1,3.1,3.2,2,3.2,3.2,"08/09"
"SP1","19/10/08","Ath Bilbao","Barcelona",0,1,"A",0,0,"D",9,14,3,3,17,19,7,5,3,3,0,0,6,4,1.53,5.65,3.85,1.5,4.5,3.5,1.65,6,3.5,1.5,"08/09"
"SP1","19/10/08","Almeria","Sevilla",0,1,"A",0,0,"D",13,10,5,3,15,17,0,4,1,3,0,0,2.7,3.25,2.6,2.75,3.1,2.4,2.7,3.1,2.4,2.5,3.2,2.5,"08/09"
"SP1","18/10/08","Espanol","Villarreal",0,0,"D",0,0,"D",8,14,3,2,15,9,4,7,3,2,0,0,2.75,3.3,2.5,2.85,3.15,2.3,2.55,3.1,2.55,2.5,3.2,2.5,"08/09"
"SP1","18/10/08","Ath Madrid","Real Madrid",1,2,"A",0,1,"A",20,20,6,11,18,14,10,4,5,2,1,1,2.9,3.3,2.4,2.85,3.2,2.3,2.7,3.1,2.4,2.75,3.2,2.25,"08/09"
"SP1","05/10/08","Valladolid","Valencia",0,1,"A",0,0,"D",19,8,4,2,18,18,10,1,1,4,0,0,3.3,3.25,2.2,3.25,3.25,2.05,3.3,3,2.1,2.8,3.2,2.2,"08/09"
"SP1","05/10/08","Sevilla","Ath Bilbao",4,0,"H",2,0,"H",13,4,9,1,3,4,5,7,2,4,0,0,1.44,4.2,7.5,1.45,3.8,6.65,1.45,3.6,7,1.4,3.75,7,"08/09"
"SP1","05/10/08","Recreativo","Malaga",0,4,"A",0,2,"A",11,13,2,8,23,18,6,5,2,1,0,0,2.1,3.25,3.6,2.05,3.2,3.3,2.1,3.1,3.2,1.91,3.2,3.5,"08/09"
"SP1","05/10/08","Real Madrid","Espanol",2,2,"D",2,2,"D",24,10,6,4,19,10,0,1,3,1,0,0,1.33,5,9,1.3,4.5,9,1.3,4.6,8,1.29,4.5,8,"08/09"
"SP1","05/10/08","Osasuna","Santander",0,1,"A",0,0,"D",6,6,4,4,13,18,8,2,3,4,1,0,2.05,3.25,3.75,1.95,3.3,3.55,2.1,3,3.3,2.1,3.2,3,"08/09"
"SP1","05/10/08","Mallorca","Sp Gijon",0,2,"A",0,1,"A",27,8,9,3,15,20,8,3,1,3,0,0,1.62,3.6,6,1.55,3.65,5.5,1.6,3.5,5,1.57,3.5,5,"08/09"
"SP1","05/10/08","La Coruna","Numancia",1,0,"H",1,0,"H",13,10,1,3,20,20,4,4,1,3,0,0,1.73,3.5,5,1.65,3.4,5,1.7,3.3,4.5,1.67,3.3,4.5,"08/09"
"SP1","05/10/08","Getafe","Almeria",2,2,"D",0,0,"D",17,13,7,7,8,10,4,7,2,2,0,0,2,3.4,3.75,2.05,3.2,3.3,2,3,3.6,1.91,3.2,3.5,"08/09"
"SP1","04/10/08","Villarreal","Betis",2,1,"H",0,1,"A",13,17,4,7,16,26,6,7,5,5,0,0,1.57,3.6,6.5,1.5,3.7,6,1.55,3.4,5.8,1.53,3.5,5.5,"08/09"
"SP1","04/10/08","Barcelona","Ath Madrid",6,1,"H",5,1,"H",19,7,8,2,11,18,5,1,1,5,0,0,1.62,3.6,6,1.65,3.45,4.9,1.6,3.4,5.2,1.53,3.5,5.5,"08/09"
"SP1","28/09/08","Valencia","La Coruna",4,2,"H",1,1,"D",24,7,9,3,16,12,5,9,2,2,0,0,1.67,3.6,5.25,1.7,3.35,4.6,1.65,3.3,4.9,1.62,3.5,4.5,"08/09"
"SP1","28/09/08","Santander","Mallorca",1,2,"A",1,1,"D",18,16,7,9,13,20,5,3,3,4,0,0,2.2,3.1,3.5,1.95,3.2,3.5,2,3,3.6,1.91,3.25,3.4,"08/09"
"SP1","28/09/08","Numancia","Osasuna",0,0,"D",0,0,"D",4,8,0,1,19,20,6,3,2,3,1,0,2.38,3.25,3,2.25,3.15,2.95,2.3,3,2.9,2.25,3.2,2.75,"08/09"
"SP1","28/09/08","Malaga","Valladolid",2,1,"H",1,0,"H",12,15,4,3,21,19,5,3,3,3,0,0,2.5,3.25,2.8,2.35,3.2,2.75,2.4,3,2.8,2.38,3.2,2.6,"08/09"
"SP1","28/09/08","Ath Madrid","Sevilla",0,1,"A",0,1,"A",18,10,1,1,23,22,8,4,3,5,0,0,2.05,3.3,3.6,2.15,3.2,3.1,2,3.1,3.4,2.1,3.2,3,"08/09"
"SP1","28/09/08","Ath Bilbao","Getafe",0,1,"A",0,0,"D",14,9,6,3,20,14,9,3,3,3,0,0,2.2,3.25,3.3,2.1,3.2,3.2,2.1,3,3.3,2.2,3.25,2.75,"08/09"
"SP1","28/09/08","Almeria","Recreativo",1,0,"H",0,0,"D",10,5,4,1,27,18,12,1,1,1,0,3,1.8,3.5,4.5,1.8,3.25,4.15,1.8,3.1,4.2,1.73,3.4,4,"08/09"
"SP1","27/09/08","Sp Gijon","Villarreal",0,1,"A",0,0,"D",15,8,6,4,25,23,9,6,5,2,0,0,5.5,3.75,1.62,5,3.4,1.65,4.5,3.3,1.7,5,3.5,1.67,"08/09"
"SP1","27/09/08","Espanol","Barcelona",1,2,"A",1,0,"H",5,33,3,8,26,17,0,12,3,2,1,0,4.5,3.5,1.8,3.85,3.3,1.85,3.8,3.2,1.85,3.6,3.3,1.83,"08/09"
"SP1","27/09/08","Betis","Real Madrid",1,2,"A",0,1,"A",15,17,7,8,19,17,3,5,3,3,1,1,4.33,3.6,1.8,3.9,3.25,1.85,3.8,3.1,1.9,3.6,3.3,1.83,"08/09"
"SP1","25/09/08","Valladolid","Almeria",2,0,"H",0,0,"D",14,4,5,2,17,16,6,0,3,1,1,0,2.1,3.3,3.5,2.15,3.2,3.1,2.1,3,3.3,2.2,3.2,2.8,"08/09"
"SP1","25/09/08","Recreativo","Ath Bilbao",1,1,"D",0,0,"D",13,10,7,3,14,21,5,3,2,3,0,0,2.35,3.25,3,2.25,3.2,2.9,2.3,3,2.9,2.2,3.2,2.8,"08/09"
"SP1","25/09/08","Mallorca","Numancia",2,0,"H",1,0,"H",11,11,7,1,19,15,6,3,1,2,0,0,1.85,3.4,4.33,1.85,3.2,4,1.8,3.2,4,1.83,3.2,3.75,"08/09"
"SP1","25/09/08","Malaga","Valencia",0,2,"A",0,0,"D",9,10,3,5,17,24,2,3,4,1,1,0,3.75,3.3,2,3.65,3.3,1.9,3.3,3,2.1,3.5,3.2,1.91,"08/09"
"SP1","24/09/08","Villarreal","Santander",2,0,"H",2,0,"H",7,6,5,3,3,6,1,5,3,5,0,0,1.57,3.75,6,1.5,3.6,6.35,1.55,3.4,5.8,1.62,3.25,5,"08/09"
"SP1","24/09/08","Sevilla","Espanol",2,0,"H",0,0,"D",20,5,10,1,17,24,3,2,3,6,0,0,1.62,3.6,6,1.57,3.5,5.6,1.55,3.4,5.8,1.62,3.5,4.5,"08/09"
"SP1","24/09/08","Real Madrid","Sp Gijon",7,1,"H",3,0,"H",16,15,12,3,14,17,3,2,0,0,0,0,1.17,6.5,17,1.15,6.5,13,1.15,5.7,14,1.14,6,12,"08/09"
"SP1","24/09/08","Osasuna","La Coruna",0,0,"D",0,0,"D",14,6,2,1,12,13,8,3,1,2,0,1,2.25,3.25,3.2,2.3,3.2,2.85,2.3,3,2.9,2.25,3.2,2.75,"08/09"
"SP1","24/09/08","Getafe","Ath Madrid",1,2,"A",0,1,"A",18,9,6,5,9,18,7,2,2,4,0,0,2.9,3.25,2.4,3,3.2,2.15,2.9,3,2.3,2.6,3.2,2.38,"08/09"
"SP1","24/09/08","Barcelona","Betis",3,2,"H",2,0,"H",18,8,8,3,11,19,6,5,2,3,0,0,1.2,6,15,1.25,5,10,1.27,4.4,10,1.25,4.5,10,"08/09"
"SP1","21/09/08","Valencia","Osasuna",1,0,"H",0,0,"D",12,6,2,2,20,11,5,2,1,1,0,1,1.62,3.75,5.5,1.65,3.4,5,1.6,3.5,5,1.62,3.5,4.5,"08/09"
"SP1","21/09/08","Sp Gijon","Barcelona",1,6,"A",0,2,"A",5,23,2,8,16,8,3,14,2,0,1,0,7.5,3.8,1.5,7,3.75,1.45,6.5,3.7,1.45,5.5,3.5,1.53,"08/09"
"SP1","21/09/08","Santander","Real Madrid",0,2,"A",0,0,"D",13,9,2,3,19,16,10,4,0,5,0,0,3.4,3.4,2.1,3.45,3.2,2,3.3,3.2,2,3.2,3.2,2,"08/09"
"SP1","21/09/08","Numancia","Villarreal",1,2,"A",1,0,"H",14,20,4,7,15,15,4,5,1,1,0,0,3,3.4,2.3,3.2,3.1,2.15,2.8,3.1,2.3,2.75,3.2,2.25,"08/09"
"SP1","21/09/08","La Coruna","Mallorca",0,0,"D",0,0,"D",17,14,6,2,15,23,6,8,5,3,1,1,1.91,3.3,4.2,1.9,3.2,3.85,1.8,3.1,4.2,1.73,3.2,4.33,"08/09"
"SP1","21/09/08","Betis","Sevilla",0,0,"D",0,0,"D",14,11,3,1,18,16,5,8,2,2,0,0,3.1,3.25,2.3,3.1,3.2,2.15,3.1,3,2.2,2.75,3,2.38,"08/09"
"SP1","21/09/08","Ath Bilbao","Valladolid",2,0,"H",0,0,"D",20,12,6,2,17,17,4,2,3,2,0,0,2,3.3,3.75,1.95,3.25,3.6,2,3.1,3.4,2,3.2,3.2,"08/09"
"SP1","21/09/08","Almeria","Malaga",1,0,"H",0,0,"D",11,3,3,0,20,17,3,1,1,4,1,1,1.83,3.5,4.33,1.8,3.2,4.3,1.75,3.2,4.3,1.73,3.2,4.33,"08/09"
"SP1","20/09/08","Espanol","Getafe",1,1,"D",0,0,"D",8,17,2,7,20,14,2,4,3,3,0,0,2.1,3.3,3.5,2,3.2,3.45,2.1,3.1,3.2,1.83,3.2,3.75,"08/09"
"SP1","20/09/08","Ath Madrid","Recreativo",4,0,"H",1,0,"H",14,9,7,1,12,18,6,7,0,1,0,0,1.5,3.8,7.25,1.5,3.6,6.5,1.5,3.6,6,1.44,3.6,6.5,"08/09"
"SP1","14/09/08","Villarreal","La Coruna",1,0,"H",1,0,"H",19,6,8,2,15,16,10,3,3,2,0,0,2,3.25,4,1.8,3.25,4.15,1.9,3.2,3.7,1.73,3.2,4.33,"08/09"
"SP1","14/09/08","Sevilla","Sp Gijon",4,3,"H",3,3,"D",26,13,13,8,14,16,9,3,3,3,0,0,1.33,5,9,1.3,4.25,10,1.35,4.2,7.5,1.3,4.33,8,"08/09"
"SP1","14/09/08","Recreativo","Espanol",0,1,"A",0,0,"D",8,4,3,1,20,16,7,4,3,3,0,0,2.3,3.3,3.1,2.25,3.25,2.85,2.2,3.1,3,2.25,3.2,2.75,"08/09"
"SP1","14/09/08","Real Madrid","Numancia",4,3,"H",4,2,"H",19,12,10,4,17,14,6,3,0,1,0,0,1.25,5.5,12,1.2,5.5,11.5,1.2,5,12,1.2,5,11,"08/09"
"SP1","14/09/08","Mallorca","Osasuna",1,1,"D",1,0,"H",11,14,3,7,19,14,3,4,3,1,1,0,2.2,3.2,3.4,2,3.2,3.45,1.9,3.2,3.7,1.91,3.2,3.5,"08/09"
"SP1","14/09/08","Malaga","Ath Bilbao",0,0,"D",0,0,"D",11,11,2,4,21,20,6,4,2,1,0,0,2.5,3.25,2.8,2.55,3.15,2.55,2.4,3.1,2.7,2.38,3.2,2.6,"08/09"
"SP1","14/09/08","Getafe","Betis",0,0,"D",0,0,"D",26,16,7,4,17,19,7,6,2,5,0,0,2.1,3.3,3.5,2,3.15,3.5,2,3.1,3.4,1.83,3.2,3.75,"08/09"
"SP1","14/09/08","Almeria","Valencia",2,2,"D",2,1,"H",12,11,3,3,17,20,2,3,2,2,0,0,2.75,3.3,2.5,2.65,3.15,2.45,2.55,3.1,2.55,2.6,3.2,2.38,"08/09"
"SP1","13/09/08","Valladolid","Ath Madrid",2,1,"H",2,0,"H",9,19,4,8,19,15,9,5,2,2,1,0,3.2,3.4,2.2,3.05,3.25,2.15,2.8,3.1,2.3,3,3.2,2.1,"08/09"
"SP1","13/09/08","Barcelona","Santander",1,1,"D",0,0,"D",18,2,7,1,9,20,9,1,1,7,0,0,1.29,5,12,1.28,4.4,10.5,1.27,4.6,9,1.29,4.5,8,"08/09"
"SP1","31/08/08","Sp Gijon","Getafe",1,2,"A",1,1,"D",13,16,2,9,16,15,2,7,4,2,0,0,2.62,3.3,2.62,2.6,3.15,2.5,2.4,3,2.8,2.38,3.2,2.6,"08/09"
"SP1","31/08/08","Santander","Sevilla",1,1,"D",0,0,"D",7,13,2,4,20,11,4,6,2,0,0,0,2.8,3.3,2.5,2.65,3.25,2.4,2.55,3.1,2.55,2.6,3.2,2.38,"08/09"
"SP1","31/08/08","Osasuna","Villarreal",1,1,"D",0,0,"D",10,12,1,3,18,10,10,2,2,1,1,1,2.8,3.3,2.5,2.9,3.25,2.2,2.8,3.1,2.3,2.75,3,2.38,"08/09"
"SP1","31/08/08","Numancia","Barcelona",1,0,"H",1,0,"H",5,25,2,5,16,8,2,7,0,2,0,0,7,4,1.5,6.45,3.55,1.5,6,3.6,1.5,7,3.75,1.4,"08/09"
"SP1","31/08/08","La Coruna","Real Madrid",2,1,"H",1,0,"H",11,18,3,4,18,17,6,5,4,3,0,0,3.5,3.3,2.1,3.9,3.25,1.85,3.2,3.1,2.1,3.2,3.2,2,"08/09"
"SP1","31/08/08","Betis","Recreativo",0,1,"A",0,1,"A",8,13,2,6,17,18,2,2,3,1,0,0,2,3.25,3.8,1.75,3.3,4.4,1.9,3.1,3.8,1.83,3.2,3.75,"08/09"
"SP1","31/08/08","Ath Madrid","Malaga",4,0,"H",3,0,"H",25,7,9,2,16,13,11,7,1,2,0,0,1.44,4.2,7.5,1.4,3.8,7.95,1.45,3.6,7,1.44,3.6,6.5,"08/09"
"SP1","31/08/08","Ath Bilbao","Almeria",1,3,"A",0,2,"A",10,11,4,5,35,20,2,6,2,4,0,0,2,3.3,3.8,1.9,3.2,3.8,2,3,3.6,1.91,3.2,3.5,"08/09"
"SP1","30/08/08","Valencia","Mallorca",3,0,"H",2,0,"H",17,16,6,2,17,14,5,6,4,0,0,0,1.7,3.6,5.25,1.65,3.35,5,1.7,3.3,4.5,1.62,3.5,4.5,"08/09"
"SP1","30/08/08","Espanol","Valladolid",1,0,"H",0,0,"D",10,11,2,1,18,17,1,9,3,5,0,0,2,3.3,3.8,1.8,3.25,4.1,1.75,3.2,4.3,1.8,3.2,4,"08/09"
"SP1","16/05/10","Valencia","Tenerife",1,0,"H",0,0,"D",20,11,8,2,13,13,13,6,1,1,0,0,2.2,3.6,3,2.1,3.4,3.2,2.1,3.4,3,2.1,3.4,2.8,"09/10"
"SP1","16/05/10","Santander","Sp Gijon",2,0,"H",1,0,"H",23,8,8,4,15,8,12,0,0,0,0,0,1.3,5.25,9.5,1.25,5.5,10,1.25,5,10,1.29,4.5,8,"09/10"
"SP1","16/05/10","Osasuna","Xerez",1,1,"D",0,0,"D",9,17,4,6,9,11,5,7,0,0,0,1,2.35,3.4,2.9,2.35,3.4,2.75,2.5,3.3,2.5,2.2,3.25,2.75,"09/10"
"SP1","16/05/10","Malaga","Real Madrid",1,1,"D",1,0,"H",8,19,3,9,24,19,2,5,4,4,1,0,10,5.5,1.29,8.75,6,1.25,6,6,1.3,9,5.5,1.2,"09/10"
"SP1","16/05/10","Barcelona","Valladolid",4,0,"H",2,0,"H",14,10,7,4,17,20,7,5,1,3,0,0,1.04,13,34,1.03,15,23,1.05,10,20,1.04,9,21,"09/10"
"SP1","15/05/10","Zaragoza","Villarreal",3,3,"D",3,1,"H",10,20,6,13,21,8,3,7,6,3,0,0,4,3.6,1.85,4,3.6,1.8,3.6,3.5,1.85,3.6,3.4,1.8,"09/10"
"SP1","15/05/10","Mallorca","Espanol",2,0,"H",1,0,"H",13,8,4,3,18,11,7,2,3,2,0,0,1.29,5.5,9.5,1.25,5.85,9,1.3,5,8,1.25,5,8,"09/10"
"SP1","15/05/10","Ath Madrid","Getafe",0,3,"A",0,1,"A",9,11,4,8,16,13,3,3,1,2,0,0,4.75,4.2,1.65,4.5,3.95,1.65,4.6,3.5,1.65,4,3.6,1.67,"09/10"
"SP1","15/05/10","Ath Bilbao","La Coruna",2,0,"H",1,0,"H",19,13,5,5,16,13,12,0,0,0,0,0,1.8,3.6,4.33,1.75,3.6,4.3,1.8,3.4,4,1.73,3.2,4.33,"09/10"
"SP1","15/05/10","Almeria","Sevilla",2,3,"A",1,1,"D",14,11,5,5,16,14,4,8,3,4,0,1,6.5,4.5,1.44,6.9,4.5,1.4,7,4.1,1.4,5.5,4.33,1.4,"09/10"
"SP1","08/05/10","Xerez","Zaragoza",3,2,"H",1,0,"H",9,14,6,7,16,15,2,4,3,3,0,1,3,3.25,2.38,2.8,3.35,2.35,2.8,3.2,2.3,2.5,3.3,2.38,"09/10"
"SP1","08/05/10","Villarreal","Valencia",2,0,"H",2,0,"H",8,8,5,4,8,21,4,4,3,6,2,0,1.73,3.8,4.5,1.7,3.75,4.4,1.6,3.6,5,1.8,3.4,3.6,"09/10"
"SP1","08/05/10","Valladolid","Santander",2,1,"H",0,1,"A",12,5,4,3,13,19,6,4,1,2,1,1,2.1,3.2,3.6,2.1,3.3,3.3,2,3.3,3.3,1.91,3.25,3.4,"09/10"
"SP1","08/05/10","Tenerife","Almeria",2,2,"D",1,1,"D",17,9,7,5,15,6,9,3,2,2,0,0,1.67,3.75,5,1.62,3.8,5,1.7,3.5,4.4,1.62,3.5,4.5,"09/10"
"SP1","08/05/10","Sp Gijon","Ath Madrid",1,1,"D",0,0,"D",4,4,1,1,9,8,5,3,2,1,0,0,1.67,3.8,5,1.7,3.6,4.6,1.5,4,5,1.67,3.6,4,"09/10"
"SP1","08/05/10","Sevilla","Barcelona",2,3,"A",0,2,"A",7,18,5,7,23,15,2,4,4,6,1,0,6,4.33,1.5,6,4.5,1.45,5.3,4,1.5,5,4,1.5,"09/10"
"SP1","08/05/10","Real Madrid","Ath Bilbao",5,1,"H",1,1,"D",34,6,15,4,13,14,9,1,3,2,0,1,1.11,9,19,1.1,9,16,1.12,7,14,1.1,7,15,"09/10"
"SP1","08/05/10","La Coruna","Mallorca",1,0,"H",0,0,"D",12,18,2,2,15,17,3,5,1,3,0,0,3.75,3.4,2,3.55,3.45,1.95,3.4,3.5,1.9,3.2,3.2,2,"09/10"
"SP1","08/05/10","Getafe","Malaga",2,1,"H",1,0,"H",9,5,5,2,10,12,4,3,3,1,0,0,1.8,3.5,4.5,1.8,3.45,4.2,1.75,3.4,4.3,1.73,3.2,4.33,"09/10"
"SP1","08/05/10","Espanol","Osasuna",2,1,"H",0,1,"A",13,11,8,2,4,14,5,5,3,1,0,0,2.1,3.2,3.6,2.1,2.85,3.9,1.9,3.2,3.8,2,3,3.5,"09/10"
"SP1","05/05/10","Zaragoza","Espanol",1,0,"H",0,0,"D",11,7,3,3,21,16,1,5,2,3,0,1,1.75,3.75,4.75,1.7,3.6,4.6,1.8,3.4,4,1.8,3.5,4.5,"09/10"
"SP1","05/05/10","Santander","Sevilla",1,5,"A",0,2,"A",11,17,4,8,15,17,4,8,2,1,1,0,3.2,3.3,2.25,3.2,3.3,2.15,2.9,3.3,2.2,3,3.5,2.2,"09/10"
"SP1","05/05/10","Osasuna","La Coruna",3,1,"H",3,1,"H",13,9,5,3,14,6,2,3,3,0,0,0,1.73,3.6,4.75,1.65,3.75,4.75,1.65,3.5,4.6,1.73,3.75,4.5,"09/10"
"SP1","05/05/10","Mallorca","Real Madrid",1,4,"A",1,1,"D",6,14,4,9,21,12,4,4,4,2,0,0,5.75,4.2,1.53,5.75,4.15,1.5,5,3.9,1.55,5.5,3.75,1.62,"09/10"
"SP1","05/05/10","Ath Madrid","Valladolid",3,1,"H",1,0,"H",15,24,8,7,17,14,7,4,0,2,0,0,2,3.5,3.6,2.1,3.4,3.2,2,3.3,3.3,1.91,3.5,3.75,"09/10"
"SP1","05/05/10","Ath Bilbao","Malaga",1,1,"D",1,1,"D",15,18,6,5,14,20,8,9,2,7,0,0,1.8,3.5,4.33,1.75,3.4,4.6,1.8,3.4,4,1.73,3.5,4.5,"09/10"
"SP1","04/05/10","Valencia","Xerez",3,1,"H",1,1,"D",22,7,6,3,12,15,8,0,3,0,0,1,1.25,5.75,11,1.25,5.75,9.5,1.2,5.5,12,1.22,6,12,"09/10"
"SP1","04/05/10","Getafe","Sp Gijon",1,1,"D",0,1,"A",16,14,8,4,6,13,11,8,0,0,0,0,1.57,3.8,6,1.5,3.85,6.35,1.6,3.6,5,1.53,4,6,"09/10"
"SP1","04/05/10","Barcelona","Tenerife",4,1,"H",1,1,"D",21,4,8,2,5,21,9,2,0,3,0,0,1.06,11,29,1.08,10,18.5,1.07,7.5,20,1.07,11,23,"09/10"
"SP1","04/05/10","Almeria","Villarreal",4,2,"H",3,0,"H",11,16,4,9,18,8,7,1,4,1,1,1,3.2,3.25,2.25,3.1,3.3,2.2,2.9,3.3,2.2,3.1,3.4,2.25,"09/10"
"SP1","02/05/10","Sevilla","Ath Madrid",3,1,"H",3,1,"H",12,13,8,3,19,16,12,1,1,3,0,0,1.36,5,8,1.38,4.7,6.9,1.4,4.1,7,1.4,4,6,"09/10"
"SP1","02/05/10","Real Madrid","Osasuna",3,2,"H",2,2,"D",31,17,12,6,13,15,11,3,1,1,0,0,1.13,8,19,1.12,8.5,14,1.12,7,14,1.12,6,15,"09/10"
"SP1","02/05/10","Ath Bilbao","Mallorca",1,3,"A",1,1,"D",13,18,4,6,14,21,6,7,1,4,0,0,2,3.4,3.75,2,3.3,3.6,2.05,3.25,3.25,1.91,3.25,3.4,"09/10"
"SP1","01/05/10","Xerez","Almeria",2,1,"H",1,1,"D",11,18,2,3,8,17,4,6,2,4,1,1,2.5,3.3,2.75,2.45,3.25,2.75,2.3,3.3,2.7,2.25,3.2,2.75,"09/10"
"SP1","01/05/10","Villarreal","Barcelona",1,4,"A",0,3,"A",8,15,2,6,23,11,4,4,3,3,0,0,5.5,3.8,1.57,6,4,1.5,5.4,3.7,1.55,5.5,3.6,1.5,"09/10"
"SP1","01/05/10","Valladolid","Getafe",0,0,"D",0,0,"D",13,4,3,2,14,21,5,6,2,3,0,1,2.4,3.3,2.88,2.4,3.2,2.85,2.3,3.3,2.7,2.38,3.2,2.6,"09/10"
"SP1","01/05/10","Tenerife","Santander",2,1,"H",1,0,"H",20,7,11,2,15,23,5,2,0,4,0,0,2.1,3.3,3.5,2.1,3.25,3.35,2,3.3,3.3,2,3.2,3.2,"09/10"
"SP1","01/05/10","Malaga","Sp Gijon",1,1,"D",0,1,"A",19,7,6,1,14,18,15,5,3,8,0,0,1.83,3.5,4.33,1.78,3.35,4.5,1.85,3.4,3.8,1.8,3.3,3.75,"09/10"
