"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","IWH","IWD","IWA","LBH","LBD","LBA","season"
"SP1","07/05/06","Santander","Osasuna",2,1,"H",0,0,"D",14,9,6,2,21,23,9,5,6,4,1,1,2.8,3.25,2.4,2.85,3.15,2.3,2.7,3.1,2.4,2.75,3.2,2.25,"05/06"
"SP1","07/05/06","Real Madrid","Villarreal",3,3,"D",1,2,"A",26,14,11,6,25,13,11,5,4,5,1,0,1.53,3.75,6,1.55,3.5,5.75,1.55,3.5,5.5,1.5,3.4,6,"05/06"
"SP1","07/05/06","La Coruna","Ath Bilbao",1,2,"A",1,0,"H",15,10,6,3,18,14,5,7,3,1,0,0,1.9,3.25,4,1.7,3.4,4.5,1.9,3.3,3.5,1.8,3.4,3.6,"05/06"
"SP1","07/05/06","Getafe","Cadiz",3,1,"H",0,1,"A",6,7,3,3,21,15,2,3,3,0,0,0,1.83,3.5,4,1.75,3.45,4.15,NA,NA,NA,1.73,3.4,4,"05/06"
"SP1","07/05/06","Betis","Mallorca",2,1,"H",2,0,"H",7,8,3,2,19,15,3,4,3,2,0,0,1.9,3.1,4.33,1.95,3.2,3.6,1.9,3,4,1.83,3,4,"05/06"
"SP1","06/05/06","Valencia","Ath Madrid",1,1,"D",1,1,"D",14,12,6,4,13,20,5,8,1,2,0,0,1.61,3.6,5.5,1.55,3.55,5.5,1.55,3.4,5.8,1.44,3.75,6,"05/06"
"SP1","06/05/06","Malaga","Sevilla",0,2,"A",0,1,"A",14,19,3,8,19,20,5,8,2,0,0,0,5,3.4,1.72,4.5,3.45,1.7,4.5,3.3,1.7,4.5,3.5,1.62,"05/06"
"SP1","06/05/06","Barcelona","Espanol",2,0,"H",1,0,"H",15,19,5,9,14,24,8,7,0,1,0,0,1.57,3.6,6,1.45,3.75,6.75,1.6,3.5,5,1.4,3.75,7,"05/06"
"SP1","04/05/06","Santander","Real Madrid",2,3,"A",0,1,"A",14,16,5,6,20,19,6,2,3,1,0,0,4.33,3.4,1.8,4.65,3.35,1.7,4,3.1,1.85,4,3.4,1.73,"05/06"
"SP1","03/05/06","Villarreal","Malaga",2,1,"H",2,1,"H",13,20,4,5,17,16,3,5,0,0,0,0,1.4,4.33,7.5,1.4,3.9,7.5,1.4,3.7,7.5,1.44,3.6,6.5,"05/06"
"SP1","03/05/06","Sevilla","Getafe",3,0,"H",3,0,"H",12,9,7,0,18,17,7,3,3,3,0,0,1.8,3.3,4.5,1.75,3.4,4.25,1.8,3,4.4,1.8,3.25,3.75,"05/06"
"SP1","03/05/06","Mallorca","Valencia",2,1,"H",1,1,"D",13,7,7,4,23,23,4,2,2,2,0,0,4,3,2,3.5,3.15,2,3.4,2.9,2.1,3.2,3.2,2,"05/06"
"SP1","03/05/06","Espanol","La Coruna",1,2,"A",1,0,"H",3,12,2,4,22,20,3,4,3,5,0,0,2.4,3.2,2.87,2.4,3.15,2.7,2.3,3.1,2.8,2.25,3.2,2.75,"05/06"
"SP1","03/05/06","Celta","Barcelona",0,1,"A",0,0,"D",13,14,1,5,17,17,7,2,3,3,0,0,2.87,3.25,2.37,3.1,3.1,2.2,2.8,3,2.4,3,3.2,2.1,"05/06"
"SP1","03/05/06","Cadiz","Sociedad",2,2,"D",0,1,"A",18,10,5,4,12,25,5,2,1,1,0,0,2.2,3.1,3.3,2.25,3.15,2.95,2.2,3.1,3,2.25,3.2,2.75,"05/06"
"SP1","03/05/06","Ath Madrid","Osasuna",0,1,"A",0,1,"A",19,10,5,5,20,21,11,2,2,3,1,1,2.37,3.25,2.87,2.1,3.2,3.2,2.2,3.1,3,2.2,3.25,2.75,"05/06"
