"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","season"
"07/12/97","Chievo","Venezia",1,1,"D","97/98"
"07/12/97","C. Sangro","Pescara",1,1,"D","97/98"
"30/11/97","Venezia","Ravenna",2,1,"H","97/98"
"30/11/97","Torino","Treviso",4,0,"H","97/98"
"30/11/97","Pescara","Padova",4,0,"H","97/98"
"30/11/97","Genoa","Monza",5,1,"H","97/98"
"30/11/97","Foggia","Lucchese",2,2,"D","97/98"
"30/11/97","F. Andria","Verona",1,0,"H","97/98"
"30/11/97","Chievo","Perugia",1,1,"D","97/98"
"30/11/97","Cagliari","Reggina",2,0,"H","97/98"
"30/11/97","C. Sangro","Reggiana",2,2,"D","97/98"
"30/11/97","Ancona","Salernitana",3,3,"D","97/98"
"16/11/97","Verona","Genoa",4,0,"H","97/98"
"16/11/97","Treviso","Pescara",2,1,"H","97/98"
"16/11/97","Salernitana","Ravenna",1,0,"H","97/98"
"16/11/97","Reggina","Torino",2,2,"D","97/98"
"16/11/97","Reggiana","Venezia",2,0,"H","97/98"
"16/11/97","Perugia","C. Sangro",1,0,"H","97/98"
"16/11/97","Padova","Ancona",0,1,"A","97/98"
"16/11/97","Monza","Foggia",1,1,"D","97/98"
"16/11/97","Lucchese","Chievo",1,2,"A","97/98"
"16/11/97","Cagliari","F. Andria",3,0,"H","97/98"
"09/11/97","Venezia","Pescara",3,0,"H","97/98"
"09/11/97","Torino","Cagliari",3,0,"H","97/98"
"09/11/97","Salernitana","Lucchese",1,1,"D","97/98"
"09/11/97","Reggiana","Perugia",2,0,"H","97/98"
"09/11/97","Ravenna","Padova",1,0,"H","97/98"
"09/11/97","Genoa","F. Andria",2,1,"H","97/98"
"09/11/97","Foggia","Treviso",0,0,"D","97/98"
"09/11/97","Chievo","Monza",1,1,"D","97/98"
"09/11/97","C. Sangro","Reggina",1,1,"D","97/98"
"09/11/97","Ancona","Verona",0,0,"D","97/98"
"26/10/97","Verona","Foggia",3,2,"H","97/98"
"26/10/97","Treviso","Venezia",1,1,"D","97/98"
"26/10/97","Reggina","Ravenna",1,0,"H","97/98"
"26/10/97","Pescara","Genoa",1,0,"H","97/98"
"26/10/97","Perugia","Ancona",1,1,"D","97/98"
"26/10/97","Padova","Chievo",3,2,"H","97/98"
"26/10/97","Monza","C. Sangro",2,2,"D","97/98"
"26/10/97","Lucchese","Reggiana",2,1,"H","97/98"
"26/10/97","F. Andria","Torino",0,2,"A","97/98"
"26/10/97","Cagliari","Salernitana",1,1,"D","97/98"
"19/10/97","Venezia","Verona",1,0,"H","97/98"
"19/10/97","Salernitana","Pescara",5,1,"H","97/98"
"19/10/97","Reggiana","Genoa",0,1,"A","97/98"
"19/10/97","Ravenna","Cagliari",0,0,"D","97/98"
"19/10/97","Perugia","Padova",1,3,"A","97/98"
"19/10/97","Monza","Torino",1,1,"D","97/98"
"19/10/97","Lucchese","Reggina",0,1,"A","97/98"
"19/10/97","Foggia","F. Andria",2,1,"H","97/98"
"19/10/97","Chievo","C. Sangro",1,1,"D","97/98"
"19/10/97","Ancona","Treviso",4,4,"D","97/98"
"12/10/97","Verona","Chievo",4,0,"H","97/98"
"12/10/97","Treviso","Ravenna",3,0,"H","97/98"
"12/10/97","Torino","Venezia",0,4,"A","97/98"
"12/10/97","Reggina","Perugia",0,1,"A","97/98"
"12/10/97","Pescara","Lucchese",2,1,"H","97/98"
"12/10/97","Padova","Reggiana",0,0,"D","97/98"
"12/10/97","Genoa","Foggia",3,2,"H","97/98"
"12/10/97","F. Andria","Ancona",1,1,"D","97/98"
"12/10/97","Cagliari","Monza",2,2,"D","97/98"
"12/10/97","C. Sangro","Salernitana",3,5,"A","97/98"
"05/10/97","Verona","Torino",4,0,"H","97/98"
"05/10/97","Venezia","Padova",3,0,"H","97/98"
"05/10/97","Salernitana","Perugia",2,0,"H","97/98"
