"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","IWH","IWD","IWA","LBH","LBD","LBA","season"
"I1","17/05/09","Bologna","Lecce",2,1,"H",1,1,"D",13,14,4,3,18,15,5,3,2,1,0,1,1.91,3.25,4.33,1.8,3.4,4,1.9,3.3,3.9,1.83,3.3,3.6,"08/09"
"I1","16/05/09","Udinese","Milan",2,1,"H",1,0,"H",26,13,9,3,8,18,7,13,3,4,0,0,3.6,3.2,2.1,3.45,3.2,2,3.2,3.3,2.15,3.2,3.2,2,"08/09"
"I1","16/05/09","Roma","Catania",4,3,"H",3,1,"H",19,15,9,7,9,20,6,5,1,2,0,0,1.25,5.5,12,1.25,4.75,11,1.25,5.5,10,1.25,4.5,10,"08/09"
"I1","10/05/09","Torino","Bologna",1,1,"D",1,0,"H",22,11,7,5,21,23,8,4,3,6,0,0,1.91,3.25,4.33,1.85,3.2,4,1.9,3.2,4.1,1.83,3.2,3.75,"08/09"
"I1","10/05/09","Siena","Palermo",1,0,"H",0,0,"D",17,11,3,2,18,19,12,3,2,2,0,0,3.1,3.1,2.38,3.05,3.15,2.2,2.9,3.2,2.2,2.8,2.88,2.4,"08/09"
"I1","10/05/09","Milan","Juventus",1,1,"D",0,0,"D",17,15,3,6,14,13,6,2,2,2,1,0,1.83,3.5,4.33,1.8,3.25,4.15,1.9,3.1,4.2,1.73,3.2,4.33,"08/09"
"I1","10/05/09","Lecce","Napoli",1,1,"D",1,1,"D",28,8,9,1,13,17,13,4,3,2,0,0,1.62,3.75,5.5,1.6,3.5,5.25,1.4,4.2,6,1.67,3.3,4.5,"08/09"
"I1","10/05/09","Chievo","Inter",2,2,"D",1,1,"D",15,12,8,4,27,25,7,3,3,2,0,0,4.5,3.3,1.85,4,3.35,1.8,4,3,2,5,3.2,1.67,"08/09"
"I1","10/05/09","Catania","Fiorentina",0,2,"A",0,1,"A",12,19,2,7,20,21,9,5,3,3,0,0,4.75,3.4,1.8,4.5,3.4,1.7,4.3,3.4,1.8,4.33,3,1.8,"08/09"
"I1","10/05/09","Cagliari","Roma",2,2,"D",1,0,"H",9,21,5,11,19,24,3,13,4,2,0,0,2.88,3.2,2.5,3,3,2.3,2.65,3.3,2.5,2.6,3,2.5,"08/09"
"I1","10/05/09","Atalanta","Genoa",1,1,"D",1,0,"H",7,10,3,1,18,20,1,9,1,3,1,0,3.3,3.1,2.3,3.15,3.05,2.2,3.35,3.3,2.1,2.8,2.88,2.38,"08/09"
"I1","09/05/09","Lazio","Udinese",1,3,"A",0,0,"D",14,17,3,6,20,23,6,6,3,0,1,0,2.88,3,2.6,2.55,3.15,2.55,3,2.9,2.5,2.5,3.1,2.5,"08/09"
"I1","03/05/09","Udinese","Atalanta",3,0,"H",1,0,"H",11,8,4,1,11,19,2,1,0,4,0,1,1.83,3.3,4.75,1.9,2.95,4.2,1.85,3.2,4.3,1.83,3.2,3.75,"08/09"
"I1","03/05/09","Siena","Napoli",2,1,"H",2,0,"H",10,5,5,3,23,22,4,0,1,0,0,0,2.15,3,3.6,2.15,2.8,3.55,2.2,2.8,3.8,2.2,2.8,3.2,"08/09"
"I1","03/05/09","Roma","Chievo",0,0,"D",0,0,"D",18,7,9,2,16,32,5,2,1,3,0,1,1.5,4,7,1.5,3.6,6.35,1.45,3.8,7.5,1.5,3.5,6,"08/09"
"I1","03/05/09","Palermo","Cagliari",5,1,"H",2,0,"H",22,22,13,4,8,14,4,4,1,3,0,0,2,3.25,4,1.95,2.9,4.05,1.9,3.3,3.9,1.91,3.2,3.5,"08/09"
"I1","03/05/09","Juventus","Lecce",2,2,"D",0,1,"A",16,11,6,3,13,22,9,2,3,1,0,0,1.36,4.5,9,1.3,4.55,9,1.4,4.3,7.5,1.33,4,8,"08/09"
"I1","03/05/09","Genoa","Sampdoria",3,1,"H",1,1,"D",13,8,4,2,29,21,7,4,2,5,2,1,2.25,3.1,3.3,2.15,3.15,3.15,2.3,3.2,3,2.2,3,3,"08/09"
"I1","03/05/09","Fiorentina","Torino",1,0,"H",0,0,"D",16,8,2,5,26,23,5,3,1,1,0,1,1.44,4,8,1.4,3.65,8.6,1.45,3.8,7.5,1.4,3.75,7,"08/09"
"I1","03/05/09","Catania","Milan",0,2,"A",0,1,"A",10,20,2,8,11,10,1,12,2,2,0,0,6,3.75,1.57,5.95,3.45,1.55,5.6,3.6,1.6,5,3.25,1.62,"08/09"
"I1","02/05/09","Inter","Lazio",2,0,"H",0,0,"D",9,9,4,4,16,21,6,4,4,3,0,0,1.5,3.8,7.25,1.45,3.75,6.75,1.5,3.5,7.5,1.5,3.3,6.5,"08/09"
"I1","02/05/09","Bologna","Reggina",1,2,"A",0,1,"A",19,9,6,3,22,16,9,1,4,3,0,0,1.8,3.3,4.75,1.75,3.35,4.3,1.75,3.4,4.7,1.8,3.2,4,"08/09"
"I1","26/04/09","Sampdoria","Cagliari",3,3,"D",2,0,"H",18,16,9,8,18,11,13,5,3,2,0,0,2.1,3.2,3.6,2.15,2.85,3.5,2.15,3,3.5,2,3,3.5,"08/09"
"I1","26/04/09","Reggina","Juventus",2,2,"D",1,0,"H",19,22,3,5,16,19,7,6,1,2,0,0,4.5,3.4,1.8,4.85,3.45,1.65,4.3,3.4,1.8,5,3.25,1.62,"08/09"
"I1","26/04/09","Napoli","Inter",1,0,"H",0,0,"D",10,4,7,2,18,25,7,6,2,4,0,0,4,3.2,2,4.1,3,1.9,4.3,2.8,2,3.75,2.8,2,"08/09"
"I1","26/04/09","Milan","Palermo",3,0,"H",2,0,"H",17,9,8,2,13,13,5,4,0,2,0,1,1.5,4,7,1.45,3.55,7.55,1.45,4,7,1.36,3.75,8,"08/09"
"I1","26/04/09","Lazio","Atalanta",0,1,"A",0,1,"A",17,11,4,4,17,18,1,6,2,1,0,0,1.8,3.3,4.75,1.85,3.05,4.25,1.7,3.4,5.1,1.7,3.2,4.5,"08/09"
"I1","26/04/09","Bologna","Genoa",2,0,"H",2,0,"H",10,18,6,4,15,19,6,10,3,2,0,0,3.4,3.1,2.2,3.1,3,2.25,2.85,3.2,2.4,2.75,3.2,2.25,"08/09"
"I1","25/04/09","Fiorentina","Roma",4,1,"H",1,0,"H",14,17,6,2,23,17,4,5,4,2,0,1,2.4,3.2,3,2.45,3,2.77,2.4,3.2,2.85,2.25,3,2.88,"08/09"
"I1","25/04/09","Chievo","Udinese",1,2,"A",0,1,"A",21,19,9,8,13,11,11,4,2,1,1,0,2.25,3.1,3.4,2.2,2.85,3.35,2.2,2.8,3.3,2.25,2.88,3,"08/09"
"I1","19/04/09","Udinese","Fiorentina",3,1,"H",1,0,"H",16,16,5,3,16,18,5,6,0,3,0,0,2.8,3.1,2.6,2.9,2.75,2.55,2.65,3.1,2.6,2.6,3,2.5,"08/09"
"I1","19/04/09","Siena","Chievo",0,2,"A",0,1,"A",15,4,3,2,17,17,6,2,2,2,0,0,2.38,2.62,3.75,2.3,2.55,3.6,2.3,2.6,3.6,2.25,2.6,3.5,"08/09"
"I1","19/04/09","Roma","Lecce",3,2,"H",2,1,"H",19,19,8,6,12,24,9,5,1,1,0,1,1.33,4.75,10,1.3,4,12,1.3,4.8,9.5,1.33,3.75,9,"08/09"
"I1","19/04/09","Palermo","Bologna",4,1,"H",2,0,"H",18,16,10,3,22,16,9,8,2,3,0,1,1.73,3.4,5.5,1.7,3.25,4.8,1.7,3.4,5.1,1.62,3.25,5,"08/09"
"I1","19/04/09","Milan","Torino",5,1,"H",2,0,"H",16,6,8,4,9,11,7,1,0,3,0,0,1.33,5,9,1.25,4.65,11.5,1.27,5,10,1.25,4.5,10,"08/09"
"I1","19/04/09","Catania","Sampdoria",2,0,"H",1,0,"H",16,13,6,3,31,15,6,7,2,0,0,0,2.3,3,3.4,2.25,2.7,3.45,2.3,3,3.2,2.25,2.88,3,"08/09"
"I1","19/04/09","Cagliari","Napoli",2,0,"H",1,0,"H",13,12,7,4,19,13,5,8,2,2,0,0,2.55,2.9,3.1,2.45,2.8,2.95,2.3,3,3.2,2.2,2.8,3.2,"08/09"
"I1","19/04/09","Atalanta","Reggina",0,1,"A",0,1,"A",22,9,8,3,20,27,4,2,4,5,0,0,1.62,3.6,6,1.65,3.15,5.55,1.65,3.5,5.3,1.57,3.25,5.5,"08/09"
"I1","18/04/09","Juventus","Inter",1,1,"D",0,0,"D",17,12,4,8,19,24,12,9,2,2,1,0,2.55,3.1,2.88,2.55,2.9,2.75,2.6,3,2.75,2.5,2.88,2.62,"08/09"
"I1","18/04/09","Genoa","Lazio",0,1,"A",0,0,"D",10,15,3,5,19,11,7,4,2,2,0,0,1.75,3.5,4.75,1.75,3.15,4.75,1.9,3,4.4,1.73,3.2,4.5,"08/09"
"I1","12/04/09","Reggina","Udinese",0,2,"A",0,0,"D",25,26,8,7,26,19,5,2,5,2,2,0,2.38,3.1,3.1,2.35,2.95,2.95,2.2,3.2,3.2,2.3,3,2.8,"08/09"
"I1","11/04/09","Torino","Catania",2,1,"H",0,0,"D",18,11,4,3,13,25,5,7,3,1,0,1,2,3,4.33,1.95,3.05,3.85,2,3.3,3.6,1.91,3,3.75,"08/09"
"I1","11/04/09","Napoli","Atalanta",0,0,"D",0,0,"D",5,15,1,3,19,17,5,4,1,2,0,0,1.83,3.25,4.75,1.8,3.1,4.55,1.9,3.1,4.2,1.91,3,3.75,"08/09"
"I1","11/04/09","Lecce","Sampdoria",1,3,"A",0,2,"A",14,11,7,5,26,23,5,3,3,1,1,0,2.5,3,3,2.45,2.9,2.85,2.3,3.2,3,2.25,3,2.88,"08/09"
"I1","11/04/09","Lazio","Roma",4,2,"H",2,1,"H",19,21,8,10,25,15,5,8,3,3,1,2,3.1,3.1,2.4,3.05,2.95,2.3,3,3,2.45,2.75,3,2.38,"08/09"
"I1","11/04/09","Inter","Palermo",2,2,"D",2,0,"H",15,13,6,4,19,18,5,4,2,3,0,0,1.44,4,8.5,1.4,3.65,8.75,1.35,4.5,8.5,1.36,3.75,8,"08/09"
"I1","11/04/09","Genoa","Juventus",3,2,"H",2,1,"H",20,8,7,4,16,17,6,8,2,3,0,1,3.25,3,2.38,2.9,2.95,2.4,2.95,3.1,2.4,2.75,3,2.38,"08/09"
"I1","11/04/09","Fiorentina","Cagliari",2,1,"H",0,0,"D",22,13,5,5,24,23,7,4,2,3,0,2,1.67,3.4,6,1.6,3.35,5.55,1.65,3.5,5.3,1.57,3.3,5.5,"08/09"
"I1","11/04/09","Chievo","Milan",0,1,"A",0,0,"D",11,11,5,5,26,18,5,7,2,2,0,0,4.75,3.25,1.83,4.5,3.1,1.8,4.1,3.2,1.9,4,3,1.83,"08/09"
"I1","11/04/09","Bologna","Siena",1,4,"A",1,2,"A",6,14,2,6,18,13,5,4,0,0,0,0,2.15,3,3.8,2.15,3,3.3,2.1,3.25,3.4,2,3,3.5,"08/09"
"I1","05/04/09","Udinese","Inter",0,1,"A",0,0,"D",14,10,4,1,13,17,5,5,2,2,0,0,4.75,3.25,1.83,5,3,1.75,4.3,3.2,1.85,4.33,3.2,1.73,"08/09"
"I1","05/04/09","Siena","Lazio",2,0,"H",1,0,"H",10,9,4,4,16,12,4,5,2,1,0,0,2.5,3,3,2.4,2.85,2.95,2.5,2.9,3,2.3,3.1,2.75,"08/09"
"I1","05/04/09","Sampdoria","Napoli",2,2,"D",1,1,"D",13,10,3,4,13,29,6,3,2,4,0,0,2.05,3,4,2,2.95,3.8,2,3,4.1,1.91,3,3.75,"08/09"
"I1","05/04/09","Roma","Bologna",2,1,"H",1,1,"D",16,18,6,4,19,18,7,6,2,3,0,0,1.5,3.75,7.5,1.45,3.7,7,1.45,4,7,1.5,3.3,6.5,"08/09"
"I1","05/04/09","Reggina","Genoa",0,1,"A",0,0,"D",12,12,2,3,16,21,6,8,2,1,0,0,3.1,3,2.45,3.25,2.85,2.25,3.05,3,2.4,3,3,2.2,"08/09"
"I1","05/04/09","Palermo","Torino",1,0,"H",0,0,"D",13,8,3,2,19,23,3,4,2,6,0,0,1.85,3.2,4.75,1.75,3.15,4.75,1.85,3.2,4.3,1.7,3.2,4.5,"08/09"
"I1","05/04/09","Milan","Lecce",2,0,"H",0,0,"D",28,7,10,2,13,16,10,1,0,3,0,0,1.28,5.25,11,1.2,5.5,11.5,1.25,5,12,1.25,4.5,10,"08/09"
"I1","05/04/09","Juventus","Chievo",3,3,"D",1,2,"A",21,7,6,4,22,20,6,4,0,1,0,0,1.33,4.75,10,1.3,4.65,8.5,1.33,4.6,9,1.3,4.2,9,"08/09"
"I1","05/04/09","Cagliari","Catania",1,0,"H",0,0,"D",14,14,4,3,18,11,5,1,2,2,0,0,2,3,4.33,1.95,3,3.9,1.9,3.3,3.9,1.83,3,4,"08/09"
"I1","05/04/09","Atalanta","Fiorentina",1,2,"A",0,0,"D",9,26,2,7,20,13,2,5,5,2,1,0,2.55,3.2,2.8,2.4,3.1,2.75,2.6,3.1,2.65,2.38,2.88,2.8,"08/09"
"I1","22/03/09","Torino","Sampdoria",1,3,"A",1,2,"A",23,11,5,7,35,20,8,3,5,2,0,0,2.3,3,3.4,2.2,2.95,3.25,2.3,3.1,3.1,2.2,3,3,"08/09"
"I1","22/03/09","Napoli","Milan",0,0,"D",0,0,"D",13,7,4,4,15,13,4,6,1,0,0,0,3.4,3.1,2.25,3.62,3.05,2,3.6,3.1,2.1,3.2,3,2.1,"08/09"
"I1","22/03/09","Lecce","Atalanta",2,2,"D",1,1,"D",17,14,7,6,17,16,4,1,1,5,0,0,2.3,3,3.4,2.35,2.68,3.3,2.2,3.2,3.2,2.25,3,2.88,"08/09"
"I1","22/03/09","Inter","Reggina",3,0,"H",2,0,"H",19,16,6,8,16,18,5,2,1,3,0,0,1.2,6,15,1.18,6.4,10,1.2,5.5,14,1.2,5,11,"08/09"
"I1","22/03/09","Genoa","Udinese",2,0,"H",0,0,"D",13,15,5,1,26,24,6,7,3,4,0,1,1.85,3.4,4.33,1.8,3.1,4.45,1.8,3.3,4.4,1.8,3.2,4,"08/09"
"I1","22/03/09","Fiorentina","Siena",1,0,"H",0,0,"D",8,10,2,2,23,20,3,8,3,2,0,0,1.5,3.8,7.5,1.45,3.6,7.5,1.55,3.6,6.3,1.44,3.5,7,"08/09"
"I1","22/03/09","Chievo","Palermo",1,0,"H",1,0,"H",14,6,5,2,29,23,5,3,2,2,0,1,2.6,3,2.87,2.55,2.8,2.85,2.3,3.1,3.1,2.4,2.9,2.75,"08/09"
"I1","22/03/09","Bologna","Cagliari",0,1,"A",0,1,"A",7,12,3,5,20,35,4,10,4,4,0,0,2.25,3.1,3.4,2.2,2.95,3.25,2.2,3.1,3.3,2.2,3,3,"08/09"
"I1","21/03/09","Roma","Juventus",1,4,"A",0,1,"A",17,16,6,5,18,20,8,6,4,2,0,0,2.87,3,2.6,2.75,2.95,2.5,2.6,3.2,2.6,2.5,2.88,2.62,"08/09"
"I1","21/03/09","Catania","Lazio",1,0,"H",1,0,"H",10,14,2,5,23,20,4,6,3,1,0,0,2.62,3,2.87,2.6,2.95,2.65,2.45,3.2,2.8,2.25,3,2.88,"08/09"
"I1","15/03/09","Udinese","Catania",1,1,"D",0,1,"A",24,11,8,4,21,20,6,1,2,1,0,0,1.83,3.2,5,1.9,3.15,3.85,1.8,3.2,4.6,1.8,2.88,4.5,"08/09"
"I1","15/03/09","Siena","Milan",1,5,"A",0,2,"A",15,8,3,5,16,20,6,2,0,2,0,0,3.8,3.1,2.1,4.25,3.2,1.8,3.6,3.1,2.1,3.5,3,2,"08/09"
"I1","15/03/09","Sampdoria","Roma",2,2,"D",2,1,"H",22,10,7,5,25,21,6,3,3,2,0,1,2.3,3,3.4,2.35,3.05,2.9,2.4,3.2,2.9,2.38,3,2.75,"08/09"
"I1","15/03/09","Reggina","Napoli",1,1,"D",1,0,"H",8,11,3,2,22,30,6,4,2,3,0,0,2.7,3,2.8,2.55,3.05,2.65,2.6,3.1,2.65,2.5,2.88,2.62,"08/09"
"I1","15/03/09","Palermo","Lecce",5,2,"H",3,2,"H",12,14,7,5,18,22,3,8,3,4,0,0,1.67,3.5,5.5,1.65,3.35,5.1,1.65,3.4,5.5,1.62,3.25,5,"08/09"
"I1","15/03/09","Lazio","Chievo",0,3,"A",0,2,"A",16,9,5,7,15,21,7,1,2,3,1,0,1.67,3.4,6,1.65,3.35,5.1,1.65,3.4,5.5,1.62,3.25,5,"08/09"
"I1","15/03/09","Inter","Fiorentina",2,0,"H",1,0,"H",12,15,8,6,21,20,3,8,5,1,0,0,1.73,3.4,5.5,1.7,3.3,4.75,1.7,3.3,5.3,1.67,3.2,5,"08/09"
"I1","15/03/09","Atalanta","Torino",2,0,"H",0,0,"D",12,10,5,2,19,29,1,9,3,2,0,0,2.2,3,3.6,2.05,2.85,3.7,2.2,3.1,3.3,2,2.88,3.75,"08/09"
"I1","14/03/09","Juventus","Bologna",4,1,"H",0,1,"A",28,8,9,3,22,23,9,4,1,3,0,0,1.4,4.2,9,1.38,4.1,7,1.4,4,8.5,1.36,3.75,8,"08/09"
"I1","14/03/09","Cagliari","Genoa",0,1,"A",0,0,"D",11,10,2,3,9,22,7,1,0,5,1,0,2.3,3.1,3.3,2.2,3,3.2,2.4,3.1,2.95,2.2,3,3,"08/09"
"I1","08/03/09","Napoli","Lazio",0,2,"A",0,0,"D",14,11,7,4,28,16,9,3,1,1,0,0,2.37,3.1,3.2,2.3,3,3,2.2,3.2,3.2,2.25,2.88,3,"08/09"
"I1","08/03/09","Milan","Atalanta",3,0,"H",1,0,"H",14,21,6,6,19,13,1,7,2,2,0,0,1.57,3.6,6.5,1.5,3.5,6.75,1.5,3.8,6.7,1.44,3.5,7,"08/09"
"I1","08/03/09","Lecce","Reggina",0,0,"D",0,0,"D",18,14,5,7,27,16,3,5,2,4,0,0,2.2,3,3.6,2.05,2.95,3.65,2.1,3.1,3.6,2.1,3,3.2,"08/09"
"I1","08/03/09","Fiorentina","Palermo",0,2,"A",0,0,"D",15,17,4,4,18,12,5,2,2,3,0,0,1.66,3.5,5.5,1.6,3.3,5.75,1.65,3.5,5.3,1.57,3.25,5.5,"08/09"
"I1","08/03/09","Chievo","Cagliari",1,1,"D",0,1,"A",17,13,6,4,22,27,7,3,4,1,0,0,2.3,3.1,3.3,2.3,2.8,3.25,2.2,3.2,3.2,2.25,3,2.88,"08/09"
"I1","08/03/09","Catania","Siena",0,3,"A",0,1,"A",6,18,2,7,19,21,6,5,0,3,0,0,2.2,3,3.6,2,2.9,3.85,2,3,4.1,1.91,2.88,4,"08/09"
"I1","08/03/09","Bologna","Sampdoria",3,0,"H",1,0,"H",12,19,3,7,17,12,12,13,0,1,0,0,2.37,3.2,3.2,2.2,3,3.2,2.25,3.1,3.15,2.25,3,2.88,"08/09"
"I1","07/03/09","Torino","Juventus",0,1,"A",0,0,"D",14,16,2,8,27,24,7,2,2,1,0,0,3.5,3.1,2.2,3.2,2.9,2.25,3.3,3.1,2.2,3,2.88,2.25,"08/09"
"I1","07/03/09","Roma","Udinese",1,1,"D",0,0,"D",16,11,4,4,10,17,10,8,3,4,1,0,1.9,3.2,4.33,1.75,3.1,4.75,1.9,3.3,3.9,1.8,3,4.33,"08/09"
"I1","07/03/09","Genoa","Inter",0,2,"A",0,1,"A",16,8,5,3,17,20,7,2,4,3,0,0,2.8,3.1,2.6,2.95,2.95,2.35,2.75,3,2.6,2.88,3,2.25,"08/09"
"I1","01/03/09","Udinese","Lecce",2,0,"H",0,0,"D",18,4,4,2,18,28,8,2,1,5,0,1,1.72,3.3,5.5,1.7,3.1,5.25,1.7,3.3,5.3,1.67,3.3,4.5,"08/09"
"I1","01/03/09","Siena","Genoa",0,0,"D",0,0,"D",11,9,6,2,30,25,6,1,1,1,0,0,2.75,2.8,2.9,2.65,2.8,2.75,2.65,3.1,2.65,2.6,3,2.5,"08/09"
"I1","01/03/09","Sampdoria","Milan",2,1,"H",1,0,"H",10,18,5,5,17,18,9,4,4,5,0,0,3.5,3,2.2,3.4,3,2.1,3.5,3.15,2.1,3.2,3,2.1,"08/09"
"I1","01/03/09","Reggina","Fiorentina",1,1,"D",1,1,"D",18,15,7,6,22,31,10,3,4,2,0,0,3.25,3,2.37,3.3,2.9,2.2,3.55,3.1,2.1,3.2,3,2.1,"08/09"
"I1","01/03/09","Palermo","Catania",0,4,"A",0,3,"A",25,12,12,4,23,16,8,2,2,1,1,0,1.83,3.25,4.75,1.75,3.1,4.85,1.75,3.3,5,1.8,2.88,4.5,"08/09"
"I1","01/03/09","Inter","Roma",3,3,"D",0,2,"A",17,18,8,10,24,19,3,4,3,3,0,0,1.8,3.25,5,1.85,3,4.4,1.8,3.3,4.4,1.73,3.1,4.5,"08/09"
"I1","01/03/09","Cagliari","Torino",0,0,"D",0,0,"D",7,9,2,3,19,30,2,3,4,5,0,0,2,3.1,4.2,1.9,3.1,3.95,1.85,3.2,4.3,1.83,3,4,"08/09"
"I1","01/03/09","Atalanta","Chievo",0,2,"A",0,0,"D",11,12,1,6,22,20,2,4,3,2,1,0,1.83,3.2,5,1.65,3.2,5.5,1.7,3.3,5.3,1.67,3.2,5,"08/09"
"I1","28/02/09","Lazio","Bologna",2,0,"H",1,0,"H",21,8,5,3,17,15,5,5,2,3,0,0,1.66,3.4,6,1.65,3.2,5.5,1.7,3.3,5.3,1.67,3.2,5,"08/09"
"I1","28/02/09","Juventus","Napoli",1,0,"H",1,0,"H",11,5,4,2,29,14,6,6,2,0,0,0,1.6,3.5,6.5,1.5,3.45,7,1.5,3.6,7.4,1.5,3.5,6,"08/09"
"I1","22/02/09","Torino","Udinese",1,0,"H",0,0,"D",12,9,8,2,23,26,8,2,3,3,0,1,2.4,3,3.2,2.35,2.95,3,2.3,3.1,3.1,2.2,3,3,"08/09"
"I1","22/02/09","Sampdoria","Atalanta",1,0,"H",0,0,"D",5,8,3,6,22,24,4,4,4,2,0,0,2.15,3.1,3.6,2.12,2.85,3.6,2.1,3.1,3.55,2,3,3.5,"08/09"
"I1","22/02/09","Napoli","Genoa",0,1,"A",0,0,"D",9,9,1,4,32,21,5,3,3,1,0,0,2.15,3.1,3.6,2.1,2.95,3.5,2.15,3,3.55,2.1,3,3.2,"08/09"
"I1","22/02/09","Milan","Cagliari",1,0,"H",0,0,"D",11,14,3,5,18,13,7,4,1,2,0,0,1.5,3.8,7.5,1.4,4,7.3,1.4,4,8.5,1.44,3.6,6.5,"08/09"
"I1","22/02/09","Lecce","Lazio",0,2,"A",0,1,"A",10,7,0,4,22,15,5,3,1,3,0,0,3.1,3.1,2.4,3.05,2.75,2.45,2.7,3.1,2.6,2.6,3,2.5,"08/09"
"I1","22/02/09","Fiorentina","Chievo",2,1,"H",0,1,"A",21,9,4,2,19,22,6,8,2,3,0,1,1.4,4.2,9,1.35,4.25,8,1.4,4,8.5,1.33,3.75,9,"08/09"
"I1","22/02/09","Catania","Reggina",2,0,"H",1,0,"H",15,10,4,2,21,26,2,2,0,2,0,0,1.8,3.2,5,1.75,3.1,4.85,1.85,3.2,4.4,1.8,3,4.33,"08/09"
"I1","21/02/09","Roma","Siena",1,0,"H",0,0,"D",8,13,4,3,12,27,5,3,1,3,0,0,1.57,3.6,6.5,1.45,3.7,7,1.45,3.8,7.8,1.5,3.5,6,"08/09"
"I1","21/02/09","Palermo","Juventus",0,2,"A",0,1,"A",17,9,6,8,8,11,9,3,1,3,0,0,3.1,3.1,2.4,3.25,2.95,2.2,2.95,3.1,2.4,3,2.75,2.38,"08/09"
"I1","21/02/09","Bologna","Inter",1,2,"A",0,0,"D",7,14,4,7,11,24,8,2,2,1,0,0,5.25,3.25,1.8,5.6,3.35,1.6,5.2,3.2,1.75,5,3.2,1.67,"08/09"
"I1","15/02/09","Siena","Udinese",1,1,"D",0,0,"D",9,12,5,3,17,19,2,4,3,2,0,0,2.4,3.1,3.1,2.35,2.95,2.95,2.4,2.9,2.9,2.25,3,2.88,"08/09"
"I1","15/02/09","Reggina","Palermo",0,0,"D",0,0,"D",15,13,3,3,17,22,3,6,0,2,0,0,2.5,3.1,2.9,2.5,2.75,2.95,2.5,3,2.7,2.6,3,2.5,"08/09"
"I1","15/02/09","Juventus","Sampdoria",1,1,"D",0,1,"A",22,8,6,3,23,16,10,2,2,1,0,0,1.5,4,7,1.45,3.75,7,1.45,3.6,7,1.44,3.6,6.5,"08/09"
"I1","15/02/09","Inter","Milan",2,1,"H",2,0,"H",20,18,5,7,24,18,6,7,5,2,0,0,2.25,3.1,3.4,2.25,2.9,3.2,2.3,2.9,3,2.25,3,2.88,"08/09"
"I1","15/02/09","Genoa","Fiorentina",3,3,"D",2,0,"H",6,34,3,10,19,20,5,4,2,4,1,0,2.4,3,3.2,2.25,2.85,3.25,2.3,2.9,3,2.38,2.88,2.8,"08/09"
"I1","15/02/09","Chievo","Catania",1,1,"D",0,1,"A",23,7,9,2,22,29,10,1,2,2,0,0,2.1,3.2,3.75,2.1,2.95,3.5,2,2.9,3.7,2,2.88,3.6,"08/09"
"I1","15/02/09","Cagliari","Lecce",2,0,"H",0,0,"D",13,6,6,2,16,32,10,4,1,1,0,0,1.83,3.3,4.75,1.75,3.1,4.85,1.75,3.2,4.3,1.73,3.1,4.5,"08/09"
"I1","15/02/09","Atalanta","Roma",3,0,"H",0,0,"D",18,12,7,2,16,16,4,4,2,3,0,1,3.6,3.25,2.1,3.5,2.95,2.1,3.2,3.1,2.1,3.2,2.8,2.2,"08/09"
"I1","14/02/09","Napoli","Bologna",1,1,"D",1,1,"D",16,13,7,7,12,20,6,4,1,2,0,0,1.57,3.75,6,1.6,3.2,6,1.6,3.4,5.2,1.57,3.25,5.5,"08/09"
"I1","14/02/09","Lazio","Torino",1,1,"D",0,1,"A",16,5,3,2,19,41,9,1,2,5,0,1,1.67,3.6,5.5,1.6,3.45,5.3,1.65,3.3,4.9,1.67,3.2,5,"08/09"
"I1","08/02/09","Udinese","Bologna",1,0,"H",0,0,"D",23,11,7,2,19,21,8,5,3,2,0,0,1.72,3.25,5.5,1.7,3.2,5,1.8,3,4.4,1.8,3,4.33,"08/09"
"I1","08/02/09","Torino","Chievo",1,1,"D",0,0,"D",14,12,5,7,26,24,9,2,2,3,0,0,1.85,3.2,4.75,1.85,3.05,4.3,1.9,3,4,1.8,3,4.33,"08/09"
"I1","08/02/09","Sampdoria","Siena",2,2,"D",1,1,"D",12,16,4,3,24,15,3,6,1,2,0,0,1.75,3.2,5.5,1.85,2.85,4.75,1.75,3.1,4.5,1.73,3.1,4.5,"08/09"
"I1","08/02/09","Roma","Genoa",3,0,"H",1,0,"H",15,17,7,6,15,22,6,9,0,3,1,1,1.75,3.3,5.25,1.65,3.25,5.25,1.7,3.2,4.7,1.67,3.2,5,"08/09"
"I1","08/02/09","Palermo","Napoli",2,1,"H",2,1,"H",15,8,5,2,15,21,5,3,3,3,0,0,2.1,3.1,3.8,1.95,2.95,4,1.9,3,4,1.91,3,3.75,"08/09"
"I1","08/02/09","Fiorentina","Lazio",1,0,"H",0,0,"D",19,14,8,6,29,11,7,6,3,3,0,1,1.75,3.2,5.5,1.75,3,5.15,1.7,3.2,4.7,1.73,2.88,5,"08/09"
"I1","08/02/09","Catania","Juventus",1,2,"A",0,1,"A",13,18,5,6,15,16,9,6,3,3,0,1,4.5,3.3,1.85,4.45,3.1,1.8,4.2,3.1,1.8,4,3,1.83,"08/09"
"I1","08/02/09","Cagliari","Atalanta",0,1,"A",0,0,"D",5,16,2,5,14,24,2,3,3,2,1,0,2,3.1,4.2,1.95,2.95,4,1.9,3,4,1.83,3,4,"08/09"
